,feature_id,feature,feature_description,feature_full,Feature,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,IncMSE_means,IncMSE_sds,present,n,prev,mean,rho,spearman_p,wilcox_p,mean_IgA_present,CI_IgA_present,mean_IgA_absent,CI_IgA_absent,lr_unadjusted_p,lr_adjusted_p,GMR,spearman_padj,wilcox_padj,lr_unadjusted_padj,lr_adjusted_padj,rf_rank,rf_top20,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
30,p131,PWY-2941,L-lysine biosynthesis II,L-lysine biosynthesis II (PWY-2941),PWY-2941,0.017173786,-0.000699933,-0.001656464,0.001132184,0.022387608,-0.007817805,0.018985312,0.001495761,-0.00357722,-0.01113893,0.059302184,-0.011711142,0.016818589,-0.016961655,0.005337208,-0.000746745,-0.020409961,0.071677866,0.006978312,-9.85E-05,0.056172969,0.005636438,-0.009215929,0.009394843,0.023273357,0.004580515,0.012113953,-0.015837405,0.003504399,0.002679948,-0.016170501,-0.007149312,0.012364197,0.003057701,0.001269017,-0.008461972,0.008131574,-0.015088945,-0.004962572,0.029061321,-0.001036188,0.003291958,0.004045459,-0.011736191,-2.51E-05,0.011360485,-0.000900728,0.019976751,0.002805288,-0.006208022,0.027066129,-0.012247652,-0.00970442,-0.012063329,0.005645717,-0.001415462,-0.004379341,0.000433759,0.051762421,0.002228818,-0.004671454,0.003216374,0.00052774,-0.001217922,0.014015664,0.03202108,0.008895294,-0.008709872,0.009851017,0.001012953,0.010438017,-0.003440607,0.116709601,-0.002111896,-0.001509275,0.014145116,0.01100542,0.008911039,-0.004708036,-0.014918316,-0.001098682,0.002391458,0.031125453,-0.00593895,0.000411686,0.011101113,0.000135188,-0.004092603,0.003848927,0.013525441,0.007026185,-0.016623862,0.001158158,-0.002907293,0.004017207,0.011489481,0.003568298,0.002337431,0.006564651,0.002961188,0.004696447,0.011034254,55,56,98.2,0.019876009,-0.172135194,0.204590063,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,26,0,-0.000465241,0.000382337,0.228958735,IgA,0.999098102,56,55,-0.000500076,0.000396838,0.213465043,0.617292024,0.999098102,0.998946096,Malawi,MLW,Pathway
31,p132,PWY-2942,L-lysine biosynthesis III,L-lysine biosynthesis III (PWY-2942),PWY-2942,0.000535865,0.001725116,-0.00482702,0.003410261,0.00124037,-0.002608114,0.000762566,-0.004615119,-0.003110603,-0.001085956,-0.000117633,-0.000870746,-0.002914535,0.006161565,0.001883595,0.003475009,0.00259699,-0.001350107,-0.000355541,0.004668073,0.012172541,4.82E-05,0.000410701,0.002143429,-0.006191848,0.002310606,0.001232983,-0.0002483,0.002173355,-0.000298784,0.006234294,0.002496751,0.003714318,0.006063172,0.010091006,0.000628219,-0.002028668,6.48E-05,0.002631756,0.006931177,0.002731824,0.001497714,-0.004414973,-0.001582115,0.001933423,-0.003866075,0.005253186,-0.0020358,0.004666629,-0.005458607,-0.002006743,-0.003158746,-0.000361463,0.000420775,0.001676239,-0.00765717,-0.000955289,-0.021237744,0.000908569,-0.002758579,0.00424344,-0.002493589,-0.005747427,-0.001995435,-0.001119875,0.003551158,0.005137088,0.001154832,-0.002377789,-0.00866422,0.010186896,0.008783276,0.004759548,-0.004196691,-0.014305065,2.60E-06,-0.006565445,0.000446032,0.005150933,-0.000487575,0.00541103,0.004019522,0.000716806,-0.000516662,0.000305517,0.004592083,0.003070663,0.009363991,-0.002658925,-0.000308581,-0.000856115,-0.002483114,0.001720158,-0.003627086,-0.008003181,-0.005522534,-0.003242754,0.010837761,0.002229711,-0.006023557,-0.001298821,0.005658194,56,56,100,0.050760568,-0.050143133,0.713615565,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,296,0,-6.48E-07,0.000303981,0.998306556,IgA,0.999098102,56,56,4.06E-06,0.000273712,0.988212228,0.995881742,0.999098102,0.998946096,Malawi,MLW,Pathway
32,p133,PWY-3001,superpathway of L-isoleucine biosynthesis I,superpathway of L-isoleucine biosynthesis I (PWY-3001),PWY-3001,-0.001325601,-1.12E-05,-0.000841882,0.001097688,0.002286771,0.001307919,-0.000143281,-0.004179333,-0.005287058,-0.001112199,8.89E-05,0.001707308,-0.000518094,0.004256752,-0.003597878,-0.013155554,-0.000119441,-0.00569676,-0.008044353,-6.51E-05,-0.004116886,0.000885395,-0.004213889,-0.001876802,0.000762106,0.003540755,-0.008067316,-0.00012719,-0.01243821,-0.010654425,0.00114132,0.000536763,9.09E-05,-0.001364143,-0.009034504,-0.016869033,-2.48E-05,-0.006937861,0.001525467,-0.002137889,2.41E-05,-0.022701803,-9.62E-05,-0.010732556,0.002037201,-0.001568439,-0.002156084,-0.002701237,-0.002879794,0.00444166,-0.000343779,-0.006085996,0.001721076,-0.001104637,-0.004340419,0.000357863,-0.001155714,0.004318197,-0.000306533,-0.002564209,-0.006049552,-0.000620446,0.000415023,-0.002295052,0.000145031,-0.001321179,-0.002403406,0.004234484,-0.001196407,-0.001015897,-0.000216473,0.001145883,-0.004563601,-0.005608946,-0.003347458,0.008035915,-0.002897447,-0.000151751,0.001783912,-0.002417504,-0.005381841,0.003362539,-0.000512199,0.004053959,0.000998391,-0.001543485,-0.008069442,-0.00108158,-0.000103267,0.000479281,-0.001189107,-0.005191623,7.52E-06,0.000280301,-0.003599192,0.000464393,-0.005518966,0.001758517,-0.001878341,0.009581564,-0.001157734,0.00439067,56,56,100,0.058673003,-0.023800816,0.861773936,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,287,0,6.71E-05,0.000286933,0.81603357,IgA,0.999098102,56,56,7.36E-05,0.000257057,0.775791257,0.944283659,0.999098102,0.998946096,Malawi,MLW,Pathway
33,p135,PWY-3841,folate transformations II (plants),folate transformations II (plants) (PWY-3841),PWY-3841,-0.007296918,0.001233769,-0.002708487,0.000552696,-0.000631711,0.004780899,0.001726122,0.008140874,-0.000772925,0.013277367,-0.004201931,0.00548385,0.00499556,-0.001193372,-0.002192927,0.004240489,0.000888339,0.010897056,-0.012638781,0.006141573,0.018899804,-0.013674239,0.00106591,-0.000150848,0.014613491,-0.010980658,0.026086578,0.000253473,-0.007709927,-0.015258446,-0.002529138,2.67E-05,-0.004668054,0.00364561,-0.00157648,-0.001378034,0.021280491,-0.002426941,-0.009559653,-0.005013596,0.000428528,0.011258328,-0.014171275,0.001507695,0.005264098,0.000119697,-0.000610733,-0.004227598,0.004350761,0.001909615,0.000489203,-0.0041846,-0.002384118,-0.00327278,-0.000963863,-0.002593798,-0.000306897,-0.007670232,0.008596941,6.30E-05,-0.009449166,-0.007865237,0.006224159,-0.003427373,-0.000794094,-0.000670686,-0.010697463,-0.007682074,0.005388051,0.002065709,-0.009594466,-0.011335734,0.001061411,-0.00366896,0.002551963,-0.002876375,-0.000145639,0.001865852,-0.00108391,-0.005066721,-0.003444683,-0.006320075,0.004433069,-0.006373755,-0.024828331,0.000326912,-0.002718562,-0.000860553,0.001916598,0.001778301,0.0026445,-0.002645322,-0.00355539,-0.002653641,0.002482386,-0.001629804,-0.00283197,0.005297173,-0.009549731,-0.006279662,-0.000622914,0.008645132,56,56,100,0.052113251,-0.100148888,0.462710046,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,245,0,-4.79E-05,0.000360935,0.894943029,IgA,0.999098102,56,56,-4.36E-05,0.000334962,0.896940219,0.977419738,0.999098102,0.998946096,Malawi,MLW,Pathway
34,p136,PWY-4041,&gamma;-glutamyl cycle,gamma-glutamyl cycle (PWY-4041),PWY-4041,-0.002433341,-0.003632101,-0.002016111,-0.003677337,-0.002849386,0.009671874,-9.88E-05,-0.011625131,0.000275356,-0.000486498,-0.000527559,-0.001265726,-0.001714105,0.01644201,-0.006009889,-0.005191044,-0.005704127,0.002772517,0.004229209,-0.00392096,0.001887399,-0.001802773,0.007919387,-0.001298734,6.77E-06,-0.004376581,-0.001966499,-0.004211908,-0.001561398,0.000662491,0.002209632,0.001208286,-0.005292602,-0.002025331,-0.003306127,0.000184158,-0.006059305,-0.001466176,0.005391739,-0.000397677,0.004101383,-0.000297985,-0.003674582,0.002689901,0.000141078,-0.001481775,0.005309632,0.002162156,0.000977437,-0.000444596,0.000809385,-8.27E-05,0.0018163,0.00300583,0.002359779,-0.002419,-0.000266215,0.00194526,0.006291584,0.000844822,-0.005660579,0.002263283,-0.00203227,-0.00205132,0.005213547,-0.001368039,0.000963451,-0.00034166,0.000771753,-0.003053898,-0.001178596,0.003126196,0.007959355,-0.000596507,-0.002094456,0.012501137,-0.005773973,0.002065128,-0.003969561,0.00203084,-0.001447009,0.001635815,0.000358442,-0.001955034,-0.004058133,0.004011594,-0.002438447,-0.001946,-0.000887559,-0.002615636,4.55E-05,-0.0012354,7.82E-05,-0.001463458,0.005652692,0.000723953,-0.004948064,0.000869075,-0.001666895,-0.003506114,-0.000791568,0.003060086,56,56,100,0.041294916,-0.092730452,0.496664781,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,265,0,-0.000109932,0.000362119,0.762615073,IgA,0.999098102,56,56,-5.68E-05,0.000350761,0.872116334,0.971988797,0.999098102,0.998946096,Malawi,MLW,Pathway
35,p137,PWY-4242,9808.661488,no MetaCyc description (PWY-4242),PWY-4242,-0.004416792,0.006113758,7.54E-05,-0.003393826,-0.002732103,0.006160436,-0.001307447,-0.012524818,0.00289582,-0.00185748,0.001003288,0.003769586,-0.000662111,-0.001578492,-0.002772039,-0.002992283,0.000525373,-0.004282933,-0.001548591,-0.005309232,-0.000682961,-0.012216763,-7.81E-06,-0.002673918,-0.00263427,0.001311841,-0.000846953,-0.001070757,-0.002439078,-0.003786839,-0.00336152,-0.000957696,-0.005028744,-0.004189622,-0.005336854,5.60E-05,0.006451774,-0.000783725,0.000825785,-0.003415215,0.002411297,0.002188039,-0.0094294,-3.50E-05,-0.005180593,0.000630213,-0.001276247,-0.002149084,-0.005599466,0.002503087,-0.001534889,5.83E-05,-0.007803269,0.001618008,-0.009289692,0.002998801,0.011010927,-0.002126017,-0.010765959,-0.000365788,-0.005937896,-0.001202074,0.001988007,-0.000317054,0.000580061,-0.000318147,0.003609937,0.003300416,0.000344766,0.005748795,0.002043152,-8.56E-05,0.002626404,-0.002303626,-0.000826719,0.001785996,-0.004980241,-0.000414231,-0.008583048,-0.00437757,-0.004922187,-0.005057542,-0.004739463,-0.001776783,-0.003641138,-0.000441707,-0.002896615,-0.000349211,0.001175001,0.001266415,-0.005560134,0.00176753,-0.007082659,-0.001460346,-0.002386033,0.000318542,-0.005807478,3.39E-05,0.003926539,-0.001617897,-0.002271555,0.003252149,56,56,100,0.04440253,-0.117149471,0.389866276,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,347,0,-0.000178838,0.000329751,0.589814763,IgA,0.999098102,56,56,-0.000178332,0.000303208,0.559078982,0.835846533,0.999098102,0.998946096,Malawi,MLW,Pathway
36,p138,PWY-4321,L-glutamate degradation IV,L-glutamate degradation IV (PWY-4321),PWY-4321,0.005685779,-0.00531231,-0.002964013,0.02028337,0.006326976,0.003542949,0.010830459,0.005334053,-0.003055789,0.003576106,-0.003326161,0.012185778,-0.018812535,0.000824371,0.089390478,-0.002413037,1.32E-05,-0.006464849,-0.008648229,0.039750603,-0.004192245,0.004026967,-0.005365899,-0.009606388,-0.005260494,0.014831411,0.019650716,0.033103173,0.007867775,-0.008263784,-0.005063235,-0.0082152,-0.004992965,-0.003035254,0.01775568,0.018686546,-0.000734262,-0.00307101,-0.002245935,0.003845665,-0.001245986,-0.009092689,-0.008040988,-0.000336024,-0.005965111,0.00093329,0.032647912,0.001064179,0.07955873,0.005211276,0.012357828,-0.003184357,0.02148872,0.001038975,0.013047213,-0.000638432,0.002346862,0.000168036,0.023619239,0.00208269,0.018595752,0.000624084,0.002839628,0.008227478,-0.00816986,0.001421437,0.000573162,0.013173944,-0.00035333,-0.008115979,0.028312383,-0.002918341,0.009178987,0.024261336,-0.012780161,0.035811994,-0.003196008,-0.001544055,0.011487148,0.040189742,-0.015908255,0.003969602,-0.001066658,-0.002176711,0.005095138,0.020147716,0.01694965,-0.010214359,-0.002952159,0.008718346,0.059434642,0.003714332,0.004404066,-0.0005413,0.001156183,-0.016043325,0.037718055,0.071718663,-0.003626286,-0.002661083,0.009246481,0.02361814,39,56,69.6,0.001196053,-0.214785005,0.111909909,0.047843794,4.444,2.694-7.329,14.841,5.422-40.618,0.397391261,0.152077076,0.299440738,0.988590066,0.677963459,0.937714914,0.92186243,9,1,-0.000307145,0.000180218,0.094072567,IgA,0.999098102,56,39,-0.000280358,0.000177767,0.121077082,0.551240802,0.999098102,0.998946096,Malawi,MLW,Pathway
37,p14,ARGSYNBSUB-PWY,L-arginine biosynthesis II (acetyl cycle),L-arginine biosynthesis II (acetyl cycle) (ARGSYNBSUB-PWY),ARGSYNBSUB-PWY,0.000756771,0.002454275,-0.005631955,-0.005021654,-8.60E-05,0.006567678,0.014573357,-0.00955098,-0.001919277,-0.004444664,0.00382891,-0.005677341,-0.002019907,0.000381635,-0.008203346,-0.000683723,0.001941695,-0.002164574,0.005420617,-0.018817311,0.000921079,0.003189607,-0.000814695,0.000203282,-0.000849136,0.001021303,-0.008618985,0.00041052,0.000586724,0.009046611,0.001084033,-0.004948245,-0.002597744,0.002281189,-0.003681912,-0.001597441,-0.000669098,0.001008847,-0.000126021,0.001869561,0.005675291,-0.002652712,0.006694288,0.000304859,0.001523984,-0.001214585,-0.002282953,0.006112218,-0.008515517,-0.00699301,0.001806489,0.000673859,-0.005302128,-0.002526962,-0.00396538,-0.000657162,0.017314089,-0.003016956,-0.000634569,0.005074565,-0.00130229,-0.001811326,-0.004043985,-0.0076508,-0.001944863,0.000947064,-0.003322394,0.003202796,0.003307026,-0.003842388,-0.00684692,0.007469328,-0.01935598,-0.000737987,0.005538581,0.006699739,-0.00182299,-0.005527315,0.002727913,0.001811961,-2.42E-05,-5.92E-05,0.00380069,-0.004166065,-0.008873365,0.009348036,-0.002316026,-0.0017108,-0.000811798,0.001008521,-0.00252965,-0.01201144,-0.001127739,0.004399998,-8.01E-05,-0.000552269,0.000594645,-0.006552263,0.002965654,-0.003007568,-0.001945764,0.006065666,56,56,100,0.042598048,-0.006044652,0.964733675,NA,NA,NA,NA,NA,NA,NA,NA,0.99331391,NA,NA,NA,337,0,9.30E-05,0.000317027,0.770345676,IgA,0.999098102,56,56,0.00012044,0.000292365,0.682135519,0.907366458,0.999098102,0.998946096,Malawi,MLW,Pathway
38,p140,PWY-4702,phytate degradation I,phytate degradation I (PWY-4702),PWY-4702,0.001896508,-1.44E-05,0.003262578,0.000381667,-0.003628217,0.002165432,-0.001079114,0.000989436,-0.001103459,0.000848728,0.004164748,0.000393356,0.00436081,-0.000146325,-0.001854512,0,0.004454514,0.000565703,8.63E-05,0.002851323,1.04E-05,-0.000550935,-0.0041004,0.000258568,0.002199059,0.002866386,0,0.0036032,0.000227087,0.00172084,0.001006424,0.004749947,0.000375326,-0.000573061,-0.005330758,-0.003541428,-0.000757,0.003389907,0,0.001365991,-0.004626766,0.001844861,0.001237661,0.003885412,0.000553593,-0.00352852,0.000399063,-0.001967171,-0.001510471,-0.000214579,-8.30E-06,-0.002126595,1.92E-05,-2.79E-05,5.26E-05,0.003572182,-0.000855796,0.001633107,0.004973589,0.000794194,-0.000704282,-0.000189868,7.32E-05,0.001703228,-0.002067188,0.009615019,0.003775572,0.000406221,0.000415964,-0.000107041,0.00045001,-0.000645552,-0.004305542,0,0.002543046,-0.002889366,-0.001320389,0.002852565,0.003781471,0.002566923,-0.000673516,7.62E-05,0.006164239,0.000685146,-0.010972959,-0.001602413,-0.001015384,0.00289657,-0.000770675,-2.33E-05,0.000121231,0.000482589,0.000287066,-0.003749271,0.000256525,0.002557172,0.002494711,-0.000759943,0.001482719,-0.000911641,-0.000467869,0.003234565,53,56,94.6,0.010366888,0.046059273,0.736055798,0.59595986,6.48,4.013-10.464,5.263,0.013-2183.87,0.847370272,0.799648818,1.231236937,0.988590066,0.853749995,0.937714914,0.930215019,224,0,9.14E-06,0.00037857,0.980822446,IgA,0.999098102,56,53,4.97E-05,0.000373389,0.894728345,0.977419738,0.999098102,0.998946096,Malawi,MLW,Pathway
39,p142,PWY-4981,L-proline biosynthesis II (from arginine),L-proline biosynthesis II (from arginine) (PWY-4981),PWY-4981,-0.006079173,-0.003986921,0.016098894,-0.011388904,-0.01758423,0.004823793,0.000474828,0.009382618,0.013201005,0.000724349,0.012941752,-0.004292237,0.01067822,-0.007295032,-0.003255965,-0.002044651,0.020903608,0.004571942,-0.019370757,0.000162551,0.011293793,0.002592,-0.00244488,0.012875983,-0.003881939,-0.006070947,-0.008327877,-0.041099851,0.002982859,0.044849084,0.008854623,-0.003593679,0.038278496,-0.030587938,-0.005863148,0.06171411,0.007574166,0.027839342,0.009335611,0.015325484,0.00265214,0.013504698,0.015443606,0.00400579,0.007789265,0.002962674,0.009209685,0.029689613,0.004316572,0.096249618,0.021496167,0.001961043,-0.006238836,-0.010407074,-0.007970234,0.001629438,0.000828863,0.007941918,0.011704236,-0.007710656,-0.012558007,0.011604798,-0.006540026,-0.000792658,0.001801682,-0.02895058,0.011678794,0.06777438,-0.002138492,-0.007033657,0.036136524,-0.007886168,-0.002749442,-0.012808404,0.001964089,0.008459754,0.002844667,-0.017170119,0.004605805,0.012892199,-0.003781274,-0.025156667,0.012180956,-0.015342722,-0.011063718,0.008863056,-0.001915175,0.014192406,-0.010003893,0.017336759,0.007744971,-0.027049869,-0.001001084,0.003541306,-0.002472356,-0.006351049,-0.010440563,-0.012418061,0.012857333,-0.002739462,0.006475986,0.025009849,54,56,96.4,0.01064307,-0.212304845,0.116211099,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,16,1,-0.000413676,0.00041953,0.328508838,IgA,0.999098102,56,54,-0.000548934,0.00042969,0.207321116,0.609219471,0.999098102,0.998946096,Malawi,MLW,Pathway
40,p143,PWY-4984,urea cycle,urea cycle (PWY-4984),PWY-4984,0.011657835,-0.00484947,-0.000655249,0.011931417,-0.009505302,0.005355019,0.030205352,-0.008583024,-0.005080775,0.007630993,0.028236007,0.022234346,-0.008039742,-0.005407924,0.011123076,0.010711987,0.002142096,0.012348058,-0.001345817,0.003208128,0.001606212,-0.000858569,0.008908661,0.014838538,0.010705451,0.035164856,0.002094813,0.02055485,-0.008545653,0.00231772,0.000445206,-0.008371713,-0.000862328,0.025301225,0.003829734,0.008513764,-0.001968244,0.010660796,-0.000958266,-0.003818719,-0.009708276,0.05317235,-0.00040137,0.000411176,0.002249,0.01747537,-0.002876607,-0.011993546,0.017988275,-0.000649083,0.021038928,0.013130434,-0.000455971,0.025984967,-0.004453175,-0.005777121,0.008083722,-0.012199098,-0.001479786,0.060074313,-0.010778034,-0.008693637,-0.001574436,0.006996377,0.019181411,-0.00945783,0.009694894,-0.009996789,-0.001011855,0.00894645,0.010429829,0.002210446,0.025803519,0.00217655,0.032866381,0.027358684,-0.016849985,-0.003409828,0.012241817,0.003876272,0.000178536,0.011117721,-0.011797794,-0.001907571,-0.002919075,0.005722856,0.00575333,-0.005109598,0.014973111,0.013681897,0.007259599,0.016791903,0.005381184,-0.002276178,-0.001903674,0.006041866,0.01428578,0.007589572,-0.0079568,-0.00274431,0.007684874,0.01561877,37,56,66.1,0.004627384,-0.234166387,0.082376699,0.02601649,4.247,2.508-7.191,14.278,5.886-34.634,0.460938546,0.257889601,0.297450623,0.988590066,0.677963459,0.937714914,0.92186243,12,1,-0.000700231,0.000376532,0.068381453,IgA,0.999098102,56,37,-0.0006751,0.000392451,0.091577769,0.551240802,0.999098102,0.998946096,Malawi,MLW,Pathway
41,p144,PWY-5005,biotin biosynthesis II,biotin biosynthesis II (PWY-5005),PWY-5005,-0.00027439,-0.001863585,-0.006512169,-0.00051351,-0.003347524,0.010462832,0.000572608,-0.006047021,-0.008768301,0.000253325,-0.008952685,-0.001429372,0.003081174,-0.000718001,-0.014969535,-0.00835852,0.001410516,-0.00304617,0.00778119,0.003622358,-0.005663645,-0.001348317,0.000804159,-0.003322803,0.00140693,-0.003855122,-0.00227699,0.002166937,0.005972027,-0.012777564,-0.006142372,-0.004201112,-0.005284065,0.000824607,-0.012480963,-0.00530066,-0.001331638,0.012651125,0.000940161,0.000374766,-0.001612952,0.000291375,-2.55E-05,0.005561881,-0.011047518,-0.00460589,0.002703522,-0.002697196,-0.007795453,0.005635955,0.010161982,-0.000506609,0.001170897,0.009953513,0.001425658,-0.002486647,-0.000611235,0.001844258,-0.000328147,-0.001643277,0.005379457,-0.001443697,-0.009090809,0.004673367,-0.003114867,0.000730262,0.012307252,0.002807789,0.019688719,-0.002705172,0.006862174,-0.011841574,0.001131587,0.00305686,0.001482947,-0.017186916,-0.002229771,-0.000532144,0.003492301,-0.003920064,-0.03433638,-0.004636856,-0.00041182,-0.007181032,-0.006679091,0.001328065,-0.004199098,-0.005856329,-0.006096095,0.001706977,0.001017687,-0.001762226,-0.001028573,-0.001878397,0.001703563,-0.005225356,0.008647697,-0.008101297,0.005649268,-0.00113518,-0.002810414,0.005878221,46,56,82.1,0.004914622,0.099623079,0.465074492,0.547202969,6.638,3.949-11.157,5.45,1.438-20.647,0.842950878,0.789489209,1.217981651,0.988590066,0.853749995,0.937714914,0.930215019,358,0,0.00014083,0.000349742,0.688781109,IgA,0.999098102,56,46,0.000102731,0.000359568,0.776283319,0.944283659,0.999098102,0.998946096,Malawi,MLW,Pathway
42,p145,PWY-5022,4-aminobutanoate degradation V,4-aminobutanoate degradation V (PWY-5022),PWY-5022,0.000804874,-0.000279982,-0.00484869,-0.006720762,-0.00185491,-0.005980952,0.021639882,-0.014126527,0.005087078,-0.001677744,0.008343825,-0.027578618,0.006870707,-0.011272507,-0.009280597,-0.002479278,-0.001688027,0.010194267,0.006829136,-0.011654764,0.005037508,-0.000660335,0.011560727,0.002595533,-0.007437938,-0.010439499,0.000592285,0.003654121,0.005502496,0.004789525,0.002685068,-0.000939294,0.00098581,-0.005033814,-0.004445991,-0.0072622,-0.003396833,-0.001067234,-0.011454379,0.007006433,0.009928807,0.011587632,-0.002686785,-0.010614053,0.00579781,0.012152916,0.004015367,0.001379723,-0.019776204,0.000952703,-0.006613785,0.017641206,-0.000880536,-0.006322861,0.002209367,-0.005186932,0.002278508,0.007041878,-3.40E-05,-0.004112389,0.011277569,-0.000128761,0.004684233,-0.003790779,-0.002869936,-0.001667566,-0.003223696,-0.004002793,0.001649194,-0.008633085,0.001877455,6.54E-05,-0.008272662,-0.001694914,-0.010102621,-0.004871825,-0.013117402,-0.000832149,0.009545419,-0.007384674,-0.012369576,-0.002918512,0.011940062,0.006697809,-0.002977638,-0.008104205,-0.001614065,-0.00056984,0.004750373,0.00120158,-0.01041881,0.012178691,-0.005326198,0.011705761,0.002216017,-0.002261383,0.007053163,-0.02151275,0.001334907,0.002049854,-0.00231045,0.005542541,47,56,83.9,0.003205654,-0.26265723,0.050500173,0.138965874,5.429,3.311-8.903,15.23,3.391-68.406,0.632584919,0.432434993,0.356467498,0.988590066,0.720683484,0.937714914,0.92186243,350,0,-0.000501536,0.000268574,0.067277259,IgA,0.999098102,56,47,-0.000483902,0.000268825,0.077884895,0.551240802,0.999098102,0.998946096,Malawi,MLW,Pathway
43,p146,PWY-5028,L-histidine degradation II,L-histidine degradation II (PWY-5028),PWY-5028,-0.001111422,-0.002777064,0.000117005,0.000340895,0.002195036,0.000270277,9.73E-05,-9.16E-06,0.005913745,0.000393943,8.25E-05,-0.000955474,0.001345625,0.001094031,-0.003143897,-0.000430328,0.000565936,-0.000964739,5.43E-05,-0.000149518,0.00263744,-0.002291972,-0.003658096,-0.001033657,-8.52E-05,-0.001567626,-0.001752235,0.000595821,-0.000636088,-0.002949164,-0.001494268,-0.000283394,0.001851827,-0.000386604,-0.001701818,-0.002521923,-0.001747585,0.001197714,0.000299985,-0.001452026,0.003443957,0.001573011,-0.00093651,-0.001198118,-0.002069787,-0.001071601,0.000486773,-0.002370289,-0.000763151,0.000829976,0.000616662,-0.003704118,0.002008157,-0.001482678,-0.000669868,0.003720546,0.000778108,-0.003255282,0.000708715,0.000268184,-0.000763138,-0.000725725,0.008991072,0.001106565,-0.000112563,-0.000287117,0.000302838,0.000430235,-0.001359602,0.002353278,-0.000530765,0.000593779,0.001181529,0.00093614,-0.000928365,0.001824751,-0.000661269,-0.004010662,0.00014525,-0.000236468,-8.00E-05,0.00239124,-0.000810859,-0.000432387,1.56E-05,-0.001022586,-0.003240437,0.000389567,0.000649195,-0.001004854,-0.002617605,0.005198739,-0.001921237,-0.000769049,-0.001971312,3.54E-05,-0.00470192,-0.000913999,-0.004192555,0.000138969,-0.000513993,0.001454262,11,56,19.6,0.000173265,-0.169423812,0.2119199,0.177950976,3.06,1.438-6.508,7.677,4.417-13.345,0.328903048,0.227738798,0.3985932,0.988590066,0.734100629,0.937714914,0.92186243,229,0,-9.67E-05,9.35E-05,0.30580813,IgA,0.999098102,56,11,-0.000129349,9.54E-05,0.18122248,0.597302562,0.999098102,0.998946096,Malawi,MLW,Pathway
44,p147,PWY-5030,L-histidine degradation III,L-histidine degradation III (PWY-5030),PWY-5030,0.01368511,3.72E-05,0.001543733,0.007453025,0.010085323,-0.005861345,0.022577526,0.060612745,0.017523121,-0.005267745,0.096010759,0.004965361,-0.002808495,0.002109557,0.039897256,0.020999494,0.025792395,0.018381183,-0.00970435,0.012695665,0.010686145,0.018264984,-0.0082077,-0.001551559,0.005431439,0.032009288,-0.001123774,0.002920613,0.007741506,0.003885561,-0.004497566,0.012719764,-0.003119452,0.0184631,0.00517874,0.002909641,0.007024967,-0.006792135,-0.00570531,0.007193961,0.031341393,0.009943363,0.043911461,0.000727931,0.003044125,0.002167463,0.013764896,-0.005421057,0.002965561,0.032299429,0.009855451,0.035369415,-0.009468826,0.003375469,-0.003997589,0.009199381,0.010267698,0.015563943,0.006498093,-0.010216723,0.011764272,0.023277244,0.002203378,-0.007230229,0.01188523,-0.003067195,-0.02132444,0.02249543,0.000889254,-0.011072683,0.073775619,0.002898024,-0.005038586,-0.012501866,0.00023887,0.001748438,-0.012242476,-0.002658729,0.048862451,0.002409301,-0.000624525,-0.00246819,0.002735019,0.004964372,0.018486313,0.011994975,-0.018412974,0.000653011,-0.009514236,0.065876475,0.002515711,-0.004352472,-0.002315677,0.045771453,0.016948546,0.043392582,0.007255223,0.002019693,-0.010365057,-0.007484524,0.009875848,0.018527772,38,56,67.9,0.004836755,-0.240513047,0.074171793,0.131711999,5.078,2.904-8.879,10.473,4.255-25.777,0.881060752,0.80622371,0.484865846,0.988590066,0.699327994,0.937714914,0.930215019,7,1,-0.000705585,0.000373256,0.064081986,IgA,0.999098102,56,38,-0.000698107,0.000390639,0.079985219,0.551240802,0.999098102,0.998946096,Malawi,MLW,Pathway
