,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
11,p108,0.024230411,0.045483787,PANTOSYN-PWY,superpathway of coenzyme A biosynthesis I (bacteria),superpathway of coenzyme A biosynthesis I (bacteria) (PANTOSYN-PWY),PANTOSYN-PWY,98,99,99,0.019934439,0.011698345,32,33,97,0.017727132,0.014809855,NA,NA,NA,0.146204876,NA,NA,NA,0.963173036,-0.002207307,-2,FALSE,FALSE,65,0,33,0.5,0.384615385,0.571428571,-0.001399158,0.000991046,0.16039816,seroconv1,0.94538448,132,130,-0.001761113,0.001008284,0.083155312,0.462364693,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
12,p109,0.022851266,0.047341975,PENTOSE-P-PWY,pentose phosphate pathway,pentose phosphate pathway (PENTOSE-P-PWY),PENTOSE-P-PWY,97,99,98,0.029920286,0.013458974,32,33,97,0.027550811,0.017003115,NA,NA,NA,0.504506833,NA,NA,NA,0.963173036,-0.002369475,-1,FALSE,FALSE,77,0,33,0.5,0.384615385,0.571428571,-0.001235851,0.001017265,0.226615253,seroconv1,0.94538448,132,129,-0.000988027,0.001044179,0.345860065,0.676646326,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
13,p11,0.018682941,0.041061939,ARGININE-SYN4-PWY,L-ornithine biosynthesis II,L-ornithine biosynthesis II (ARGININE-SYN4-PWY),ARGININE-SYN4-PWY,71,99,71.7,0.002864303,0.005354312,20,33,60.6,0.001430421,0.00271349,0.27871197,0.234573405,0.215666659,0.136575252,0.698113521,0.64089585,0.39370021,0.963173036,-0.001433883,-11.1,FALSE,FALSE,135,0,33,0.5,0.384615385,0.571428571,-0.001220337,0.000762516,0.111935213,seroconv1,0.94538448,132,91,-0.001190536,0.000790296,0.134476354,0.501332591,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
14,p110,0.012185496,0.024102714,PEPTIDOGLYCANSYN-PWY,peptidoglycan biosynthesis I (meso-diaminopimelate containing),peptidoglycan biosynthesis I (meso-diaminopimelate containing) (PEPTIDOGLYCANSYN-PWY),PEPTIDOGLYCANSYN-PWY,99,99,100,0.062106395,0.017057861,33,33,100,0.066929284,0.019354879,NA,NA,NA,0.239128668,NA,NA,NA,0.963173036,0.004822889,0,TRUE,FALSE,245,0,33,0.5,0.384615385,0.571428571,0.000917786,0.000704216,0.194784961,seroconv1,0.94538448,132,132,0.001062866,0.000710388,0.137128461,0.504399679,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
15,p111,0.016902714,0.032597745,PHOSLIPSYN-PWY,superpathway of phospholipid biosynthesis I (bacteria),superpathway of phospholipid biosynthesis I (bacteria) (PHOSLIPSYN-PWY),PHOSLIPSYN-PWY,94,99,94.9,0.020730117,0.012159721,31,33,93.9,0.020450063,0.015038202,1,0.822800761,0.370294595,0.878861772,1,0.938765659,0.550508351,0.984527688,-0.000280054,-1,FALSE,FALSE,163,0,33,0.5,0.384615385,0.571428571,-0.000641465,0.001122459,0.568659435,seroconv1,0.94538448,132,125,-0.00081382,0.001128788,0.472275584,0.752207116,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
16,p113,0.001188611,0.003621165,POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,superpathway of polyamine biosynthesis II (POLYAMINSYN3-PWY),POLYAMINSYN3-PWY,9,99,9.1,0.000129037,0.00059469,0,33,0,0,0,0.111164406,0.992642187,0.99232419,0.075074203,0.6185977,1,0.997203702,0.963173036,-0.000129037,-9.1,FALSE,FALSE,400,0,33,0.5,0.384615385,0.571428571,-0.000301347,0.000192119,0.119186795,seroconv1,0.94538448,132,9,-0.000325043,0.000199742,0.106189362,0.465885885,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
17,p114,0.015549792,0.030855406,POLYAMSYN-PWY,superpathway of polyamine biosynthesis I,superpathway of polyamine biosynthesis I (POLYAMSYN-PWY),POLYAMSYN-PWY,93,99,93.9,0.013187518,0.010954833,29,33,87.9,0.014242867,0.013805607,0.26699138,0.263560346,0.100178901,0.924621285,0.678707058,0.64089585,0.298475116,0.988219575,0.001055349,-6,TRUE,FALSE,183,0,33,0.5,0.384615385,0.571428571,-0.000232249,0.001145006,0.839579898,seroconv1,0.980125724,132,122,-0.000527921,0.001157323,0.649068543,0.867333048,0.980125724,0.88672932,India (unexposed),IND (neo-),Pathway
18,p115,0.01264898,0.025164946,POLYISOPRENSYN-PWY,polyisoprenoid biosynthesis (E. coli),polyisoprenoid biosynthesis (E. coli) (POLYISOPRENSYN-PWY),POLYISOPRENSYN-PWY,97,99,98,0.008680466,0.006399428,32,33,97,0.008162992,0.007413568,NA,NA,NA,0.400438529,NA,NA,NA,0.963173036,-0.000517474,-1,FALSE,FALSE,237,0,33,0.5,0.384615385,0.571428571,-0.000616686,0.000765457,0.421919099,seroconv1,0.94538448,132,129,-0.000746799,0.000776274,0.337891846,0.674286464,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
19,p116,0.012355573,0.024749619,PPGPPMET-PWY,ppGpp metabolism,ppGpp metabolism (PPGPPMET-PWY),PPGPPMET-PWY,90,99,90.9,0.005060079,0.005832798,26,33,78.8,0.004375577,0.004209362,0.118730734,0.072234905,0.010194502,0.750316002,0.6185977,0.583948363,0.298475116,0.974091952,-0.000684502,-12.1,FALSE,FALSE,242,0,33,0.5,0.384615385,0.571428571,-0.00054322,0.000767038,0.480086041,seroconv1,0.94538448,132,116,-0.00061207,0.000753218,0.417988712,0.722644397,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
20,p118,0.012091919,0.028596067,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,protocatechuate degradation II (ortho-cleavage pathway),protocatechuate degradation II (ortho-cleavage pathway) (PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY),PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,58,99,58.6,0.001432766,0.003734433,20,33,60.6,0.001439585,0.003675615,1,0.838051004,0.912777099,0.653287421,1,0.938765659,0.969825667,0.963173036,6.82E-06,2,TRUE,TRUE,250,0,33,0.5,0.384615385,0.571428571,0.000114946,0.000627661,0.854978583,seroconv1,0.983710826,132,78,0.000180524,0.000629695,0.77482775,0.926500384,0.983710826,0.936560517,India (unexposed),IND (neo-),Pathway
21,p119,0.009500148,0.019133347,PRPP-PWY,"superpathway of histidine, purine, and pyrimidine biosynthesis","superpathway of histidine, purine, and pyrimidine biosynthesis (PRPP-PWY)",PRPP-PWY,77,99,77.8,0.007362194,0.007150971,25,33,75.8,0.00754151,0.007780365,0.813462168,0.810524243,0.378309755,0.936798389,0.962007433,0.938765659,0.550508351,0.991748248,0.000179316,-2,TRUE,FALSE,303,0,33,0.5,0.384615385,0.571428571,-1.06E-05,0.000997825,0.991563307,seroconv1,0.998299756,132,102,-0.000239893,0.00097562,0.806172749,0.936735177,0.998299756,0.936560517,India (unexposed),IND (neo-),Pathway
22,p12,0.017187804,0.033257231,ARGORNPROST-PWY,no MetaCyc description,no MetaCyc description (ARGORNPROST-PWY),ARGORNPROST-PWY,52,99,52.5,0.000573879,0.000910946,14,33,42.4,0.000894056,0.001916685,0.421666488,0.316337396,0.370698212,0.607219849,0.753682433,0.673721268,0.550508351,0.963173036,0.000320177,-10.1,TRUE,FALSE,159,0,33,0.5,0.384615385,0.571428571,0.000118616,0.00040557,0.770394968,seroconv1,0.959929435,132,66,0.000128464,0.000421132,0.760840008,0.918921863,0.959929435,0.934283779,India (unexposed),IND (neo-),Pathway
23,p121,0.01787303,0.036454987,PWY-1042,glycolysis IV,glycolysis IV (PWY-1042),PWY-1042,99,99,100,0.041642666,0.015574836,33,33,100,0.040816028,0.018525799,NA,NA,NA,0.883016834,NA,NA,NA,0.984527688,-0.000826638,0,FALSE,FALSE,148,0,33,0.5,0.384615385,0.571428571,-0.00044519,0.000867627,0.608743973,seroconv1,0.94538448,132,132,-0.00051982,0.000881932,0.556649566,0.810923912,0.94538448,0.85421391,India (unexposed),IND (neo-),Pathway
24,p122,0.013173849,0.025975373,PWY-1269,CMP-3-deoxy-D-manno-octulosonate biosynthesis,CMP-3-deoxy-D-manno-octulosonate biosynthesis (PWY-1269),PWY-1269,94,99,94.9,0.013431507,0.010310514,29,33,87.9,0.013463402,0.013682482,0.226523286,0.175675312,0.149990252,0.452283842,0.678707058,0.583948363,0.335762439,0.963173036,3.19E-05,-7,TRUE,FALSE,228,0,33,0.5,0.384615385,0.571428571,-0.000784483,0.00110153,0.477632058,seroconv1,0.94538448,132,123,-0.001112157,0.001110776,0.318643425,0.659408341,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
25,p124,0.007053739,0.017072913,PWY-1541,superpathway of taurine degradation,superpathway of taurine degradation (PWY-1541),PWY-1541,33,99,33.3,0.000601776,0.002068564,12,33,36.4,0.000535069,0.001376862,0.832749951,0.750541318,0.602429155,0.813137106,0.966999137,0.927941994,0.765704346,0.975104021,-6.67E-05,3.1,FALSE,TRUE,352,0,33,0.5,0.384615385,0.571428571,9.81E-06,0.000435184,0.98204388,seroconv1,0.998299756,132,45,8.23E-05,0.000440595,0.852151536,0.950379717,0.998299756,0.949070654,India (unexposed),IND (neo-),Pathway
26,p125,0.003432293,0.007609263,PWY-1622,formaldehyde assimilation I (serine pathway),formaldehyde assimilation I (serine pathway) (PWY-1622),PWY-1622,7,99,7.1,0.000180134,0.001068713,2,33,6.1,8.47E-05,0.000373689,1,0.842128018,0.917531978,0.866284818,1,0.938765659,0.970894999,0.984527688,-9.55E-05,-1,FALSE,FALSE,385,0,33,0.5,0.384615385,0.571428571,-6.92E-05,0.000247052,0.779757149,seroconv1,0.959929435,132,9,-5.77E-05,0.000257175,0.822742698,0.941609207,0.959929435,0.936560517,India (unexposed),IND (neo-),Pathway
27,p126,0.001174322,0.003396023,PWY-181,photorespiration,photorespiration (PWY-181),PWY-181,5,99,5.1,0.000143897,0.00116917,1,33,3,3.25E-05,0.000186637,1,0.633163541,0.960084675,0.651717722,1,0.831543397,0.997203702,0.963173036,-0.000111408,-2.1,FALSE,FALSE,401,0,33,0.5,0.384615385,0.571428571,-0.00011075,0.00021483,0.607062957,seroconv1,0.94538448,132,6,-4.92E-05,0.000223695,0.826294198,0.942519948,0.94538448,0.936560517,India (unexposed),IND (neo-),Pathway
28,p127,0.021748595,0.045513818,PWY-1861,formaldehyde assimilation II (assimilatory RuMP Cycle),formaldehyde assimilation II (assimilatory RuMP Cycle) (PWY-1861),PWY-1861,80,99,80.8,0.005143146,0.007565795,26,33,78.8,0.005857371,0.008380879,0.803671534,0.800575489,0.829607804,0.563497768,0.962007433,0.938765659,0.90774438,0.963173036,0.000714225,-2,TRUE,FALSE,88,0,33,0.5,0.384615385,0.571428571,0.000519762,0.000967558,0.592055205,seroconv1,0.94538448,132,106,0.000392394,0.000996035,0.694284917,0.89075686,0.94538448,0.906256736,India (unexposed),IND (neo-),Pathway
29,p129,0.073771188,0.142774106,PWY-241,"C4 photosynthetic carbon assimilation cycle, NADP-ME type","C4 photosynthetic carbon assimilation cycle, NADP-ME type (PWY-241)",PWY-241,89,99,89.9,0.005540178,0.005843307,22,33,66.7,0.002600143,0.003326619,0.004312441,0.002696724,0.010118858,0.001366634,0.6185977,0.583948363,0.298475116,0.34863968,-0.002940034,-23.2,FALSE,FALSE,1,1,33,0.5,0.384615385,0.571428571,-0.002615272,0.000786561,0.001149506,seroconv1,0.347041081,132,111,-0.002595614,0.00081655,0.001864563,0.181040029,0.347041081,0.753283427,India (unexposed),IND (neo-),Pathway
30,p13,0.014537639,0.026565571,ARGSYN-PWY,L-arginine biosynthesis I (via L-ornithine),L-arginine biosynthesis I (via L-ornithine) (ARGSYN-PWY),ARGSYN-PWY,99,99,100,0.060522808,0.018214221,33,33,100,0.065254053,0.019690874,NA,NA,NA,0.302999894,NA,NA,NA,0.963173036,0.004731245,0,TRUE,FALSE,200,0,33,0.5,0.384615385,0.571428571,0.000945045,0.000744349,0.206485887,seroconv1,0.94538448,132,132,0.001092947,0.00075248,0.14887923,0.519644289,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
31,p130,0.018701891,0.03647373,PWY-2723,trehalose degradation V,trehalose degradation V (PWY-2723),PWY-2723,99,99,100,0.045140607,0.02091757,33,33,100,0.047709816,0.022387528,NA,NA,NA,0.625029527,NA,NA,NA,0.963173036,0.00256921,0,TRUE,FALSE,132,0,33,0.5,0.384615385,0.571428571,0.000544258,0.001049598,0.604963544,seroconv1,0.94538448,132,132,0.00092764,0.001060102,0.383226002,0.703742295,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
32,p131,0.028834968,0.061597984,PWY-2941,L-lysine biosynthesis II,L-lysine biosynthesis II (PWY-2941),PWY-2941,98,99,99,0.0185633,0.012231128,33,33,100,0.018998627,0.016982886,NA,NA,NA,0.524854219,NA,NA,NA,0.963173036,0.000435328,1,TRUE,TRUE,31,0,33,0.5,0.384615385,0.571428571,-0.000168309,0.001027176,0.870098863,seroconv1,0.990197016,132,131,-8.69E-05,0.001066307,0.935208896,0.978991764,0.990197016,0.977751234,India (unexposed),IND (neo-),Pathway
33,p132,0.012694799,0.025120706,PWY-2942,L-lysine biosynthesis III,L-lysine biosynthesis III (PWY-2942),PWY-2942,99,99,100,0.066765975,0.023325206,33,33,100,0.070239481,0.024502588,NA,NA,NA,0.552619836,NA,NA,NA,0.963173036,0.003473506,0,TRUE,FALSE,236,0,33,0.5,0.384615385,0.571428571,0.00066515,0.000898286,0.460352387,seroconv1,0.94538448,132,132,0.000916262,0.000907211,0.314457249,0.657674177,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
34,p133,0.013932851,0.027580123,PWY-3001,superpathway of L-isoleucine biosynthesis I,superpathway of L-isoleucine biosynthesis I (PWY-3001),PWY-3001,99,99,100,0.071032909,0.020213031,33,33,100,0.076081961,0.020626073,NA,NA,NA,0.278997704,NA,NA,NA,0.963173036,0.005049051,0,TRUE,FALSE,213,0,33,0.5,0.384615385,0.571428571,0.000962239,0.000758829,0.207043676,seroconv1,0.94538448,132,132,0.001209997,0.000770229,0.118720552,0.475667135,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
35,p135,0.039365946,0.075816773,PWY-3841,folate transformations II (plants),folate transformations II (plants) (PWY-3841),PWY-3841,99,99,100,0.056040118,0.01953378,33,33,100,0.064820865,0.021020748,NA,NA,NA,0.048159343,NA,NA,NA,0.963173036,0.008780746,0,TRUE,FALSE,7,1,33,0.5,0.384615385,0.571428571,0.001789583,0.000818391,0.030553337,seroconv1,0.94538448,132,132,0.001743444,0.000827909,0.03721895,0.388873859,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
36,p136,0.013346688,0.02587463,PWY-4041,&gamma;-glutamyl cycle,gamma-glutamyl cycle (PWY-4041),PWY-4041,99,99,100,0.05256888,0.020322043,33,33,100,0.056292529,0.020330899,NA,NA,NA,0.465100219,NA,NA,NA,0.963173036,0.00372365,0,TRUE,FALSE,223,0,33,0.5,0.384615385,0.571428571,0.000892731,0.000917277,0.33224124,seroconv1,0.94538448,132,132,0.001036779,0.000939073,0.271694552,0.625251637,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
37,p137,0.019963617,0.041300628,PWY-4242,9808.661488,no MetaCyc description (PWY-4242),PWY-4242,99,99,100,0.047990899,0.0219463,33,33,100,0.054197738,0.025830651,NA,NA,NA,0.218802127,NA,NA,NA,0.963173036,0.00620684,0,TRUE,FALSE,107,0,33,0.5,0.384615385,0.571428571,0.001175109,0.001073348,0.275625541,seroconv1,0.94538448,132,132,0.000892838,0.001093539,0.415786574,0.722021972,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
38,p138,0.019711423,0.042003633,PWY-4321,L-glutamate degradation IV,L-glutamate degradation IV (PWY-4321),PWY-4321,75,99,75.8,0.001730029,0.002384956,21,33,63.6,0.001016334,0.001355117,0.183563996,0.178756235,0.123408494,0.172413378,0.6185977,0.583948363,0.312766346,0.963173036,-0.000713695,-12.2,FALSE,FALSE,110,0,33,0.5,0.384615385,0.571428571,-0.000848285,0.000532975,0.113902439,seroconv1,0.94538448,132,96,-0.000825586,0.000534341,0.124861523,0.481415596,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
39,p14,0.011689559,0.022858888,ARGSYNBSUB-PWY,L-arginine biosynthesis II (acetyl cycle),L-arginine biosynthesis II (acetyl cycle) (ARGSYNBSUB-PWY),ARGSYNBSUB-PWY,99,99,100,0.059874108,0.018639557,33,33,100,0.064939235,0.019952274,NA,NA,NA,0.283691631,NA,NA,NA,0.963173036,0.005065127,0,TRUE,FALSE,262,0,33,0.5,0.384615385,0.571428571,0.001025493,0.000761,0.180143924,seroconv1,0.94538448,132,132,0.001232399,0.000768751,0.111432248,0.470735308,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
40,p140,0.010479926,0.021460089,PWY-4702,phytate degradation I,phytate degradation I (PWY-4702),PWY-4702,86,99,86.9,0.006813335,0.006687613,25,33,75.8,0.006405107,0.007929454,0.168592662,0.136385071,0.103149489,0.354040289,0.6185977,0.583948363,0.298475116,0.963173036,-0.000408228,-11.1,FALSE,FALSE,286,0,33,0.5,0.384615385,0.571428571,-0.000744578,0.000964041,0.441308512,seroconv1,0.94538448,132,111,-0.00097365,0.000986667,0.325643779,0.665346692,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
41,p141,0.001604482,0.004034147,PWY-4722,creatinine degradation II,creatinine degradation II (PWY-4722),PWY-4722,4,99,4,8.94E-06,5.39E-05,2,33,6.1,9.60E-06,3.85E-05,0.6395035,0.631740183,0.656544786,0.65697252,0.905963291,0.831543397,0.793689697,0.963173036,6.66E-07,2.1,TRUE,TRUE,399,0,33,0.5,0.384615385,0.571428571,2.05E-05,5.98E-05,0.732389585,seroconv1,0.959929435,132,6,1.47E-05,6.07E-05,0.809322833,0.937762211,0.959929435,0.936560517,India (unexposed),IND (neo-),Pathway
42,p142,0.021264473,0.039846154,PWY-4981,L-proline biosynthesis II (from arginine),L-proline biosynthesis II (from arginine) (PWY-4981),PWY-4981,95,99,96,0.007741565,0.008273683,31,33,93.9,0.007854087,0.009189815,0.6395035,0.631740183,0.278830361,0.970653912,0.905963291,0.831543397,0.465287474,0.991748248,0.000112522,-2.1,TRUE,FALSE,93,0,33,0.5,0.384615385,0.571428571,-4.10E-05,0.000929997,0.964924175,seroconv1,0.998182305,132,126,5.17E-05,0.000900795,0.954285062,0.985173335,0.998182305,0.983200704,India (unexposed),IND (neo-),Pathway
43,p143,0.026373991,0.058355878,PWY-4984,urea cycle,urea cycle (PWY-4984),PWY-4984,56,99,56.6,0.002826284,0.006800586,18,33,54.5,0.000611692,0.000979091,0.842569101,0.83954389,0.744783172,0.290299597,0.966999137,0.938765659,0.844087595,0.963173036,-0.002214592,-2.1,FALSE,FALSE,49,0,33,0.5,0.384615385,0.571428571,-0.001433385,0.000785245,0.070236165,seroconv1,0.94538448,132,74,-0.001580881,0.000774291,0.043284082,0.404698297,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
44,p144,0.02380743,0.04527654,PWY-5005,biotin biosynthesis II,biotin biosynthesis II (PWY-5005),PWY-5005,79,99,79.8,0.006148408,0.009898114,24,33,72.7,0.007503884,0.012769032,0.467295714,0.397294439,0.283216862,0.6231833,0.765689363,0.708306246,0.467558197,0.963173036,0.001355476,-7.1,TRUE,FALSE,73,0,33,0.5,0.384615385,0.571428571,7.13E-05,0.001114158,0.949095601,seroconv1,0.998182305,132,103,-0.000444093,0.001151401,0.700375981,0.893532304,0.998182305,0.909813171,India (unexposed),IND (neo-),Pathway
45,p145,0.031470361,0.067006327,PWY-5022,4-aminobutanoate degradation V,4-aminobutanoate degradation V (PWY-5022),PWY-5022,78,99,78.8,0.001626093,0.002280768,22,33,66.7,0.000778221,0.001248976,0.167230271,0.162891881,0.283629053,0.032701218,0.6185977,0.583948363,0.467558197,0.963173036,-0.000847871,-12.1,FALSE,FALSE,23,0,33,0.5,0.384615385,0.571428571,-0.001091101,0.000502819,0.031827279,seroconv1,0.94538448,132,100,-0.001198864,0.000522508,0.02343308,0.383839946,0.94538448,0.814446263,India (unexposed),IND (neo-),Pathway
