,feature_id,mean,sd,feature,feature_description,feature_full,Feature,nonresponder_present,nonresponder_n,nonresponder_prev,nonresponder_mean,nonresponder_sd,responder_present,responder_n,responder_prev,responder_mean,responder_sd,fisher_p,lr_unadjusted_p,lr_adjusted_p,wilcox_p,fisher_padj,lr_unadjusted_padj,lr_adjusted_padj,wilcox_padj,mean_diff,prev_diff,enriched_responder_mean,enriched_responder_prev,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
11,p108,0.026043405,0.050726546,PANTOSYN-PWY,superpathway of coenzyme A biosynthesis I (bacteria),superpathway of coenzyme A biosynthesis I (bacteria) (PANTOSYN-PWY),PANTOSYN-PWY,104,104,100,0.019144921,0.011154581,45,45,100,0.018067335,0.013199881,NA,NA,NA,0.533783464,NA,NA,NA,0.660155697,-0.001077586,0,FALSE,FALSE,111,0,45,0.555555556,0.444444444,0.666666667,-0.000684041,0.000857814,0.426491396,seroconv1,0.56584007,149,149,-0.000566794,0.000871742,0.51662311,0.768413582,0.56584007,0.676386432,India (exposed),IND (neo+),Pathway
12,p109,0.048035715,0.101449698,PENTOSE-P-PWY,pentose phosphate pathway,pentose phosphate pathway (PENTOSE-P-PWY),PENTOSE-P-PWY,104,104,100,0.030860917,0.012412984,45,45,100,0.025344264,0.012670243,NA,NA,NA,0.012737303,NA,NA,NA,0.140604242,-0.005516654,0,FALSE,FALSE,18,1,45,0.555555556,0.444444444,0.666666667,-0.001850778,0.000736242,0.013020736,seroconv1,0.15668255,149,149,-0.001896072,0.000747498,0.012275929,0.242701156,0.15668255,0.172488833,India (exposed),IND (neo+),Pathway
13,p11,0.019356161,0.036683325,ARGININE-SYN4-PWY,L-ornithine biosynthesis II,L-ornithine biosynthesis II (ARGININE-SYN4-PWY),ARGININE-SYN4-PWY,69,104,66.3,0.002624337,0.004920246,28,45,62.2,0.002680269,0.005838432,0.708828079,0.627948325,0.542838692,0.852515054,0.825851583,0.735086428,0.652065775,0.89714935,5.59E-05,-4.1,TRUE,FALSE,222,0,45,0.555555556,0.444444444,0.666666667,-6.51E-05,0.000713924,0.92747492,seroconv1,0.950023581,149,97,-0.00025152,0.000717243,0.726350775,0.875410601,0.950023581,0.831888922,India (exposed),IND (neo+),Pathway
14,p110,0.019582397,0.037015808,PEPTIDOGLYCANSYN-PWY,peptidoglycan biosynthesis I (meso-diaminopimelate containing),peptidoglycan biosynthesis I (meso-diaminopimelate containing) (PEPTIDOGLYCANSYN-PWY),PEPTIDOGLYCANSYN-PWY,104,104,100,0.059669142,0.017244664,45,45,100,0.065896355,0.019787781,NA,NA,NA,0.093633219,NA,NA,NA,0.218840431,0.006227213,0,TRUE,FALSE,218,0,45,0.555555556,0.444444444,0.666666667,0.001200629,0.000649827,0.066668214,seroconv1,0.182653081,149,149,0.001170365,0.000657141,0.077051027,0.400976401,0.182653081,0.204137234,India (exposed),IND (neo+),Pathway
15,p111,0.018388534,0.036196232,PHOSLIPSYN-PWY,superpathway of phospholipid biosynthesis I (bacteria),superpathway of phospholipid biosynthesis I (bacteria) (PHOSLIPSYN-PWY),PHOSLIPSYN-PWY,103,104,99,0.022820657,0.011783941,42,45,93.3,0.018041746,0.012067326,0.082391223,0.087823164,0.106062866,0.021990677,0.224598055,0.219512482,0.2544177,0.140604242,-0.004778911,-5.7,FALSE,FALSE,238,0,45,0.555555556,0.444444444,0.666666667,-0.00206614,0.000900538,0.023187245,seroconv1,0.15668255,149,145,-0.002064625,0.000920691,0.026480454,0.292985572,0.15668255,0.172488833,India (exposed),IND (neo+),Pathway
16,p113,0.003190298,0.008028475,POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,superpathway of polyamine biosynthesis II (POLYAMINSYN3-PWY),POLYAMINSYN3-PWY,11,104,10.6,0.000234701,0.001388444,2,45,4.4,6.11E-05,0.00034507,0.345314391,0.237679363,0.325817478,0.230349014,0.528624666,0.388786772,0.487633691,0.389076905,-0.000173643,-6.2,FALSE,FALSE,392,0,45,0.555555556,0.444444444,0.666666667,-0.00024119,0.000234657,0.305712214,seroconv1,0.437353417,149,13,-9.07E-05,0.000234433,0.699532697,0.862856829,0.437353417,0.815107664,India (exposed),IND (neo+),Pathway
17,p114,0.016542315,0.03233841,POLYAMSYN-PWY,superpathway of polyamine biosynthesis I,superpathway of polyamine biosynthesis I (POLYAMSYN-PWY),POLYAMSYN-PWY,100,104,96.2,0.014956035,0.010843857,40,45,88.9,0.010531208,0.009966865,0.129727355,0.101811885,0.123804808,0.013644361,0.27386886,0.219512482,0.263618859,0.140604242,-0.004424827,-7.3,FALSE,FALSE,267,0,45,0.555555556,0.444444444,0.666666667,-0.002322293,0.000936835,0.014310181,seroconv1,0.15668255,149,140,-0.002407156,0.000958264,0.013123961,0.252925699,0.15668255,0.172488833,India (exposed),IND (neo+),Pathway
18,p115,0.0161762,0.033323851,POLYISOPRENSYN-PWY,polyisoprenoid biosynthesis (E. coli),polyisoprenoid biosynthesis (E. coli) (POLYISOPRENSYN-PWY),POLYISOPRENSYN-PWY,104,104,100,0.009625118,0.006230914,44,45,97.8,0.007229311,0.005509605,NA,NA,NA,0.027401437,NA,NA,NA,0.140604242,-0.002395807,-2.2,FALSE,FALSE,275,0,45,0.555555556,0.444444444,0.666666667,-0.001395427,0.000611072,0.023829586,seroconv1,0.15668255,149,148,-0.001371051,0.000618935,0.028340631,0.293477141,0.15668255,0.172488833,India (exposed),IND (neo+),Pathway
19,p116,0.02240803,0.045762008,PPGPPMET-PWY,ppGpp metabolism,ppGpp metabolism (PPGPPMET-PWY),PPGPPMET-PWY,99,104,95.2,0.006134813,0.005968073,39,45,86.7,0.004194739,0.00447029,0.088815313,0.079091096,0.111044737,0.047844287,0.224598055,0.203494799,0.2544177,0.168387748,-0.001940074,-8.5,FALSE,FALSE,173,0,45,0.555555556,0.444444444,0.666666667,-0.001453636,0.000670411,0.031746576,seroconv1,0.161306494,149,138,-0.001189051,0.000663714,0.075341196,0.3991405,0.161306494,0.203777366,India (exposed),IND (neo+),Pathway
20,p118,0.013816417,0.029658685,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,protocatechuate degradation II (ortho-cleavage pathway),protocatechuate degradation II (ortho-cleavage pathway) (PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY),PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,70,104,67.3,0.001988234,0.004096801,26,45,57.8,0.001391105,0.00261784,0.27067131,0.26588141,0.336099334,0.535385167,0.445705424,0.421149485,0.494146044,0.660155697,-0.000597129,-9.5,FALSE,FALSE,302,0,45,0.555555556,0.444444444,0.666666667,-0.000407824,0.000603452,0.500217944,seroconv1,0.634644766,149,96,-0.000299787,0.000603307,0.620023834,0.820216264,0.634644766,0.75990726,India (exposed),IND (neo+),Pathway
21,p119,0.024153808,0.054622388,PRPP-PWY,"superpathway of histidine, purine, and pyrimidine biosynthesis","superpathway of histidine, purine, and pyrimidine biosynthesis (PRPP-PWY)",PRPP-PWY,92,104,88.5,0.008128975,0.006534035,32,45,71.1,0.005828371,0.005652461,0.015562779,0.011555101,0.012105394,0.036920458,0.215314186,0.199278451,0.231780956,0.148688966,-0.002300604,-17.4,FALSE,FALSE,137,0,45,0.555555556,0.444444444,0.666666667,-0.001753992,0.000792386,0.028399988,seroconv1,0.161306494,149,124,-0.001630493,0.000804104,0.044459818,0.342695542,0.161306494,0.184256155,India (exposed),IND (neo+),Pathway
22,p12,0.024498062,0.04942619,ARGORNPROST-PWY,no MetaCyc description,no MetaCyc description (ARGORNPROST-PWY),ARGORNPROST-PWY,47,104,45.2,0.000625433,0.001182723,19,45,42.2,0.001055995,0.00207696,0.857677759,0.737602759,0.977858534,0.71440229,0.914298428,0.828126734,0.99395497,0.806712699,0.000430561,-3,TRUE,FALSE,131,0,45,0.555555556,0.444444444,0.666666667,0.000393061,0.00039806,0.325049057,seroconv1,0.458490249,149,66,0.000544327,0.000408992,0.185355613,0.535387299,0.458490249,0.347158081,India (exposed),IND (neo+),Pathway
23,p121,0.059012556,0.110393162,PWY-1042,glycolysis IV,glycolysis IV (PWY-1042),PWY-1042,104,104,100,0.0401541,0.015522005,45,45,100,0.038971278,0.013568498,NA,NA,NA,0.589506651,NA,NA,NA,0.701129212,-0.001182822,0,FALSE,FALSE,7,1,45,0.555555556,0.444444444,0.666666667,-0.000242904,0.000724768,0.737991979,seroconv1,0.831016178,149,149,-0.000320402,0.000742541,0.66676321,0.842941336,0.831016178,0.79536739,India (exposed),IND (neo+),Pathway
24,p122,0.014181414,0.02971685,PWY-1269,CMP-3-deoxy-D-manno-octulosonate biosynthesis,CMP-3-deoxy-D-manno-octulosonate biosynthesis (PWY-1269),PWY-1269,100,104,96.2,0.013443219,0.0094268,41,45,91.1,0.011097202,0.010740674,0.243874366,0.222592591,0.222525958,0.076433667,0.409775296,0.3665358,0.37507456,0.193157802,-0.002346017,-5.1,FALSE,FALSE,293,0,45,0.555555556,0.444444444,0.666666667,-0.001538667,0.000910446,0.093144631,seroconv1,0.212556927,149,141,-0.001641925,0.000933892,0.080876004,0.409817065,0.212556927,0.208411242,India (exposed),IND (neo+),Pathway
25,p124,0.006938428,0.01488923,PWY-1541,superpathway of taurine degradation,superpathway of taurine degradation (PWY-1541),PWY-1541,44,104,42.3,0.000702562,0.001551237,17,45,37.8,0.000589277,0.001285524,0.717171483,0.605859499,0.801679626,0.688160571,0.826506448,0.716015772,0.868486261,0.787907578,-0.000113286,-4.5,FALSE,FALSE,371,0,45,0.555555556,0.444444444,0.666666667,-0.000134233,0.000394106,0.733890341,seroconv1,0.828718868,149,61,-3.75E-05,0.000387252,0.923040123,0.964632919,0.828718868,0.961300854,India (exposed),IND (neo+),Pathway
26,p125,0.006842492,0.013846033,PWY-1622,formaldehyde assimilation I (serine pathway),formaldehyde assimilation I (serine pathway) (PWY-1622),PWY-1622,13,104,12.5,0.000101127,0.000375935,6,45,13.3,0.000287972,0.000978167,1,0.888662961,0.816835379,0.797307686,1,0.914582298,0.880378178,0.859296756,0.000186846,0.8,TRUE,TRUE,374,0,45,0.555555556,0.444444444,0.666666667,0.000240626,0.000213575,0.26172238,seroconv1,0.398531807,149,19,0.000235092,0.000220221,0.28754654,0.607322464,0.398531807,0.446307757,India (exposed),IND (neo+),Pathway
27,p126,0.003175874,0.007231052,PWY-181,photorespiration,photorespiration (PWY-181),PWY-181,4,104,3.8,3.38E-05,0.00021049,4,45,8.9,0.000135197,0.000507906,0.243874366,0.222592591,0.260569623,0.202160358,0.409775296,0.3665358,0.423425638,0.354224222,0.000101425,5.1,TRUE,TRUE,393,0,45,0.555555556,0.444444444,0.666666667,0.000223386,0.000139518,0.111495078,seroconv1,0.23574299,149,8,0.000212623,0.000144721,0.143991338,0.502615208,0.23574299,0.293830041,India (exposed),IND (neo+),Pathway
28,p127,0.019484489,0.038425328,PWY-1861,formaldehyde assimilation II (assimilatory RuMP Cycle),formaldehyde assimilation II (assimilatory RuMP Cycle) (PWY-1861),PWY-1861,86,104,82.7,0.004687382,0.006520822,33,45,73.3,0.003206193,0.004516703,0.265254823,0.193942114,0.272728145,0.245914349,0.439717727,0.334693106,0.434605495,0.397519125,-0.00148119,-9.4,FALSE,FALSE,221,0,45,0.555555556,0.444444444,0.666666667,-0.001029411,0.000773384,0.18523377,seroconv1,0.320965412,149,119,-0.000780899,0.000796309,0.328433722,0.632125484,0.320965412,0.490819168,India (exposed),IND (neo+),Pathway
29,p128,0.002774624,0.006490405,PWY-2221,Entner-Doudoroff pathway III (semi-phosphorylative),Entner-Doudoroff pathway III (semi-phosphorylative) (PWY-2221),PWY-2221,9,104,8.7,7.90E-05,0.000333869,1,45,2.2,5.44E-06,3.65E-05,0.283128873,0.182042649,0.205809234,0.146048195,0.45707733,0.323485858,0.353020006,0.279768632,-7.35E-05,-6.5,FALSE,FALSE,396,0,45,0.555555556,0.444444444,0.666666667,-0.000204817,0.000130441,0.118519934,seroconv1,0.246865355,149,10,-0.000202481,0.000133885,0.132667492,0.48905654,0.246865355,0.277772561,India (exposed),IND (neo+),Pathway
30,p129,0.028726831,0.058077969,PWY-241,"C4 photosynthetic carbon assimilation cycle, NADP-ME type","C4 photosynthetic carbon assimilation cycle, NADP-ME type (PWY-241)",PWY-241,90,104,86.5,0.004965549,0.005751356,37,45,82.2,0.0042295,0.005036896,0.615354943,0.496585689,0.438121584,0.588907544,0.745062112,0.625799312,0.569558059,0.701129212,-0.00073605,-4.3,FALSE,FALSE,87,0,45,0.555555556,0.444444444,0.666666667,-0.00050601,0.000738764,0.494459429,seroconv1,0.632409866,149,127,-0.00061324,0.00074083,0.409187357,0.689699444,0.632409866,0.563979179,India (exposed),IND (neo+),Pathway
31,p13,0.018870543,0.038004701,ARGSYN-PWY,L-arginine biosynthesis I (via L-ornithine),L-arginine biosynthesis I (via L-ornithine) (ARGSYN-PWY),ARGSYN-PWY,104,104,100,0.057020261,0.018805436,45,45,100,0.062634827,0.022626278,NA,NA,NA,0.122532031,NA,NA,NA,0.260770996,0.005614566,0,TRUE,FALSE,234,0,45,0.555555556,0.444444444,0.666666667,0.001049948,0.000766839,0.173028201,seroconv1,0.311916308,149,149,0.000784224,0.000763499,0.306099239,0.619775926,0.311916308,0.467877924,India (exposed),IND (neo+),Pathway
32,p130,0.021857872,0.041927598,PWY-2723,trehalose degradation V,trehalose degradation V (PWY-2723),PWY-2723,104,104,100,0.042620575,0.020303072,45,45,100,0.048604913,0.024244257,NA,NA,NA,0.239489903,NA,NA,NA,0.394678159,0.005984338,0,TRUE,FALSE,179,0,45,0.555555556,0.444444444,0.666666667,0.001317761,0.000939502,0.162839373,seroconv1,0.300281779,149,149,0.001053245,0.000925738,0.257147187,0.596102772,0.300281779,0.418634003,India (exposed),IND (neo+),Pathway
33,p131,0.04614576,0.087009908,PWY-2941,L-lysine biosynthesis II,L-lysine biosynthesis II (PWY-2941),PWY-2941,104,104,100,0.017707391,0.011440669,45,45,100,0.019977501,0.010688159,NA,NA,NA,0.139386209,NA,NA,NA,0.274672825,0.00227011,0,TRUE,FALSE,21,0,45,0.555555556,0.444444444,0.666666667,0.000899235,0.000769005,0.244155841,seroconv1,0.386419875,149,149,0.00130391,0.000786875,0.099712152,0.438879033,0.386419875,0.226464887,India (exposed),IND (neo+),Pathway
34,p132,0.021684411,0.040336613,PWY-2942,L-lysine biosynthesis III,L-lysine biosynthesis III (PWY-2942),PWY-2942,104,104,100,0.063462,0.021756237,45,45,100,0.072066013,0.02625718,NA,NA,NA,0.066706436,NA,NA,NA,0.178519609,0.008604013,0,TRUE,FALSE,181,0,45,0.555555556,0.444444444,0.666666667,0.001571144,0.000792547,0.04929862,seroconv1,0.175283853,149,149,0.00143949,0.000799469,0.07389503,0.397459824,0.175283853,0.203777366,India (exposed),IND (neo+),Pathway
35,p133,0.018695785,0.035429664,PWY-3001,superpathway of L-isoleucine biosynthesis I,superpathway of L-isoleucine biosynthesis I (PWY-3001),PWY-3001,104,104,100,0.06828548,0.020341543,45,45,100,0.074428164,0.024366827,NA,NA,NA,0.165404631,NA,NA,NA,0.309268194,0.006142684,0,TRUE,FALSE,236,0,45,0.555555556,0.444444444,0.666666667,0.001086829,0.000749442,0.149137693,seroconv1,0.291035692,149,149,0.000847442,0.000744513,0.256932693,0.596102772,0.291035692,0.418634003,India (exposed),IND (neo+),Pathway
36,p135,0.01637904,0.031088864,PWY-3841,folate transformations II (plants),folate transformations II (plants) (PWY-3841),PWY-3841,104,104,100,0.055149915,0.018430245,45,45,100,0.059807052,0.022248915,NA,NA,NA,0.265173938,NA,NA,NA,0.419684737,0.004657137,0,TRUE,FALSE,268,0,45,0.555555556,0.444444444,0.666666667,0.000862661,0.000725175,0.236125265,seroconv1,0.378176719,149,149,0.001021939,0.00071688,0.156196162,0.511881987,0.378176719,0.312392324,India (exposed),IND (neo+),Pathway
37,p136,0.023557711,0.048115338,PWY-4041,&gamma;-glutamyl cycle,gamma-glutamyl cycle (PWY-4041),PWY-4041,104,104,100,0.052237159,0.020111821,45,45,100,0.057293398,0.023658543,NA,NA,NA,0.226532763,NA,NA,NA,0.384245446,0.005056239,0,TRUE,FALSE,149,0,45,0.555555556,0.444444444,0.666666667,0.000964913,0.000862151,0.264883076,seroconv1,0.398571416,149,149,0.000734361,0.000844064,0.385752362,0.673485327,0.398571416,0.546644759,India (exposed),IND (neo+),Pathway
38,p137,0.023375778,0.044228377,PWY-4242,9808.661488,no MetaCyc description (PWY-4242),PWY-4242,104,104,100,0.046163964,0.021837712,45,45,100,0.051093737,0.025009429,NA,NA,NA,0.281464654,NA,NA,NA,0.437496598,0.004929773,0,TRUE,FALSE,154,0,45,0.555555556,0.444444444,0.666666667,0.000969114,0.000959451,0.314120729,seroconv1,0.447789124,149,149,0.001160638,0.000949146,0.223422074,0.564025578,0.447789124,0.385125702,India (exposed),IND (neo+),Pathway
39,p138,0.035011858,0.070001001,PWY-4321,L-glutamate degradation IV,L-glutamate degradation IV (PWY-4321),PWY-4321,86,104,82.7,0.001885464,0.002152264,30,45,66.7,0.001292744,0.001927369,0.051536706,0.033189291,0.069798163,0.03112557,0.215314186,0.199278451,0.24281896,0.141392593,-0.000592721,-16,FALSE,FALSE,51,0,45,0.555555556,0.444444444,0.666666667,-0.000960506,0.000450267,0.034569324,seroconv1,0.16159149,149,116,-0.000910109,0.000452616,0.046242291,0.343197685,0.16159149,0.185898746,India (exposed),IND (neo+),Pathway
40,p14,0.020467246,0.038526588,ARGSYNBSUB-PWY,L-arginine biosynthesis II (acetyl cycle),L-arginine biosynthesis II (acetyl cycle) (ARGSYNBSUB-PWY),ARGSYNBSUB-PWY,104,104,100,0.056584902,0.019085964,45,45,100,0.062215478,0.023058658,NA,NA,NA,0.130748578,NA,NA,NA,0.266806743,0.005630576,0,TRUE,FALSE,202,0,45,0.555555556,0.444444444,0.666666667,0.001059814,0.000790587,0.182137388,seroconv1,0.319622706,149,149,0.000797958,0.000788615,0.31333224,0.623048114,0.319622706,0.475319096,India (exposed),IND (neo+),Pathway
41,p140,0.023024192,0.04711822,PWY-4702,phytate degradation I,phytate degradation I (PWY-4702),PWY-4702,97,104,93.3,0.007033281,0.006260923,36,45,80,0.005001169,0.006673159,0.022384695,0.021496585,0.021497774,0.011345587,0.215314186,0.199278451,0.231780956,0.140604242,-0.002032112,-13.3,FALSE,FALSE,161,0,45,0.555555556,0.444444444,0.666666667,-0.001770149,0.000762067,0.021560358,seroconv1,0.15668255,149,133,-0.001822831,0.000789575,0.022408025,0.291615495,0.15668255,0.172488833,India (exposed),IND (neo+),Pathway
42,p141,0.004239202,0.009502465,PWY-4722,creatinine degradation II,creatinine degradation II (PWY-4722),PWY-4722,12,104,11.5,2.35E-05,0.000126455,2,45,4.4,9.57E-06,4.50E-05,0.229726683,0.189377593,0.299801047,0.195458123,0.394045075,0.329410321,0.462817867,0.346141697,-1.39E-05,-7.1,FALSE,FALSE,388,0,45,0.555555556,0.444444444,0.666666667,-7.34E-05,7.58E-05,0.334339257,seroconv1,0.469945389,149,14,-3.52E-05,7.65E-05,0.646267306,0.831358262,0.469945389,0.78122214,India (exposed),IND (neo+),Pathway
43,p142,0.053943054,0.100429565,PWY-4981,L-proline biosynthesis II (from arginine),L-proline biosynthesis II (from arginine) (PWY-4981),PWY-4981,100,104,96.2,0.006312812,0.007706842,43,45,95.6,0.00669178,0.007344157,NA,NA,NA,0.438196852,NA,NA,NA,0.577557818,0.000378967,-0.6,TRUE,FALSE,10,1,45,0.555555556,0.444444444,0.666666667,0.000429209,0.000748713,0.567342769,seroconv1,0.68490028,149,143,0.000857057,0.000734132,0.244988191,0.590458342,0.68490028,0.414213261,India (exposed),IND (neo+),Pathway
44,p143,0.024652914,0.047138153,PWY-4984,urea cycle,urea cycle (PWY-4984),PWY-4984,73,104,70.2,0.002949411,0.005620795,31,45,68.9,0.002683525,0.005417708,1,0.873597167,0.96569063,0.884990975,1,0.911156523,0.985642916,0.912221466,-0.000265887,-1.3,FALSE,FALSE,129,0,45,0.555555556,0.444444444,0.666666667,-0.000210768,0.000734313,0.77449562,seroconv1,0.864853443,149,104,-0.00038167,0.000758127,0.615436192,0.816595896,0.864853443,0.756591282,India (exposed),IND (neo+),Pathway
45,p144,0.022926289,0.044289416,PWY-5005,biotin biosynthesis II,biotin biosynthesis II (PWY-5005),PWY-5005,89,104,85.6,0.005119184,0.007619748,39,45,86.7,0.004984413,0.008693392,1,0.86070477,0.954376483,0.860323944,1,0.911156523,0.985642916,0.9030032,-0.00013477,1.1,FALSE,TRUE,164,0,45,0.555555556,0.444444444,0.666666667,-0.000137061,0.000821231,0.867680213,seroconv1,0.915505107,149,128,-0.000389946,0.000815312,0.633187919,0.825561464,0.915505107,0.773682503,India (exposed),IND (neo+),Pathway
