"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Lactobacillus",0.325359292999364,0.571850587839452,"Lactobacillus","Lactobacillus",28,15,53,0.528301886792453,0.283018867924528,0.0105992452830189,0.0294831847675049,28,15,77,0.363636363636364,0.194805194805195,0.0107683116883117,0.0334491289085931,0.0730629782999499,0.291153672277158,0.366773548399194,0,0.746548454698977,0,0.164665523156089,0.0882136731193335,TRUE,TRUE,11,1,50,"ns","ns",0.5665,0.106138607680731
"Gemella",0.302425231311132,0.533271454614914,"Gemella","Gemella",29,7,53,0.547169811320755,0.132075471698113,0.000550188679245283,0.00152040289519441,47,9,77,0.61038961038961,0.116883116883117,0.000437402597402597,0.000985630178586539,0.587167184292683,0.792749011872751,0.915254078983859,0,0.884765778632088,0,-0.0632197990688557,0.0151923548149963,FALSE,TRUE,12,1,50,"ns","ns",0.5665,0.106138607680731
"Enterobacter",0.286176142915965,0.525813038888339,"Enterobacter","Enterobacter",11,4,53,0.207547169811321,0.0754716981132075,0.000530566037735849,0.0022609889047242,28,14,77,0.363636363636364,0.181818181818182,0.00394337662337662,0.0136135696245356,0.0791080202429634,0.120641992308726,0.366773548399194,0,0.746548454698977,0,-0.156089193825043,-0.106346483704974,FALSE,FALSE,13,1,50,"ns","ns",0.5665,0.106138607680731
"Bacteroides",0.262150753203405,0.462356668797422,"Bacteroides","Bacteroides",22,13,53,0.415094339622642,0.245283018867925,0.0452588679245283,0.130935882043029,19,13,77,0.246753246753247,0.168831168831169,0.0160093506493506,0.0577086832456019,0.0549287150829987,0.372522111823548,0.366773548399194,0,0.746548454698977,0,0.168341092869395,0.0764518500367557,TRUE,TRUE,14,1,50,"ns","ns",0.5665,0.106138607680731
"Collinsella",0.189708732333467,0.335001651886194,"Collinsella","Collinsella",16,11,53,0.30188679245283,0.207547169811321,0.0232981132075472,0.082525043869133,17,14,77,0.220779220779221,0.181818181818182,0.00657662337662338,0.0206994323346006,0.312434587301661,0.82156822301551,0.668636781633284,0,0.884765778632088,0,0.0811075716736094,0.0257289879931389,TRUE,TRUE,15,1,50,"ns","ns",0.5665,0.106138607680731
"Clostridium_sensu_stricto_1",0.157653470514785,0.277907742174528,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",16,8,53,0.30188679245283,0.150943396226415,0.00990037735849057,0.0556432474983493,19,11,77,0.246753246753247,0.142857142857143,0.00324207792207792,0.0133361525203666,0.548210973416186,1,0.915254078983859,0,1,0,0.0551335456995834,0.00808625336927224,TRUE,TRUE,16,1,50,"ns","ns",0.5665,0.106138607680731
"unassigned_Enterobacteriaceae",0.155064223323817,0.283734563882394,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",9,5,53,0.169811320754717,0.0943396226415094,0.000371320754716981,0.0013373769357271,9,1,77,0.116883116883117,0.012987012987013,8.05194805194805e-05,0.000435067738536789,0.443678732132705,0.0409032991515596,0.808129119241713,0,0.572646188121834,0,0.0529282038716001,0.0813526096544964,TRUE,TRUE,17,1,50,"ns","ns",0.5665,0.106138607680731
"unassigned_Lachnospiraceae",0.141995693776749,0.257918582531286,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",11,6,53,0.207547169811321,0.113207547169811,0.00580528301886792,0.0313149451051346,16,12,77,0.207792207792208,0.155844155844156,0.0197054545454545,0.0823230079520757,1,0.608601095064891,1,0,0.884765778632088,0,-0.000245037980887042,-0.0426366086743445,FALSE,FALSE,18,1,50,"ns","ns",0.5665,0.106138607680731
"Sutterella",0.138568858041789,0.251363217480894,"Sutterella","Sutterella",10,7,53,0.188679245283019,0.132075471698113,0.00213962264150943,0.00797956090036002,9,8,77,0.116883116883117,0.103896103896104,0.00167324675324675,0.00751076253076709,0.314652603121545,0.780938753358147,0.668636781633284,0,0.884765778632088,0,0.071796128399902,0.0281793678020093,TRUE,TRUE,19,1,50,"ns","ns",0.5665,0.106138607680731
"Granulicatella",0.134435651317249,0.252224729050724,"Granulicatella","Granulicatella",2,1,53,0.0377358490566038,0.0188679245283019,2.11320754716981e-05,0.000148345495606585,14,0,77,0.181818181818182,0,3.68831168831169e-05,0.00012876191554734,0.0147162921637692,0.407692307692308,0.366773548399194,0,NA,NA,-0.144082332761578,0.0188679245283019,FALSE,TRUE,20,1,50,"ns","ns",0.5665,0.106138607680731
"Acinetobacter",0.124365520120538,0.220902058841405,"Acinetobacter","Acinetobacter",10,0,53,0.188679245283019,0,3.32075471698113e-05,0.000102802528869405,14,3,77,0.181818181818182,0.038961038961039,0.000353766233766234,0.00185759397223584,1,0.26994633273703,1,0,NA,NA,0.00686106346483706,-0.038961038961039,TRUE,FALSE,21,0,50,"ns","ns",0.5665,0.106138607680731
"Salmonella",0.105305890745115,0.19173955390444,"Salmonella","Salmonella",9,4,53,0.169811320754717,0.0754716981132075,0.000421132075471698,0.00155140836807344,10,8,77,0.12987012987013,0.103896103896104,0.000599480519480519,0.00252643700438295,0.615758049951884,0.760544870485332,0.915254078983859,0,0.884765778632088,0,0.0399411908845871,-0.0284244057828964,TRUE,FALSE,22,0,50,"ns","ns",0.5665,0.106138607680731
"Actinomyces",0.103198789640585,0.185490154808215,"Actinomyces","Actinomyces",8,3,53,0.150943396226415,0.0566037735849057,0.00036377358490566,0.00148177158316437,12,2,77,0.155844155844156,0.025974025974026,0.000487272727272727,0.00358095974946281,1,0.397282004133428,1,0,0.746548454698977,0,-0.00490075961774075,0.0306297476108797,FALSE,TRUE,23,0,50,"ns","ns",0.5665,0.106138607680731
"Senegalimassilia",0.0977725815538237,0.187914542203946,"Senegalimassilia","Senegalimassilia",7,3,53,0.132075471698113,0.0566037735849057,0.000257358490566038,0.00105040679106019,11,8,77,0.142857142857143,0.103896103896104,0.00195480519480519,0.00787500068678186,1,0.523579046475343,1,0,0.884765778632088,0,-0.0107816711590296,-0.0472923303111982,FALSE,FALSE,24,0,50,"ns","ns",0.5665,0.106138607680731
"Parabacteroides",0.0910431130225858,0.161867843321945,"Parabacteroides","Parabacteroides",9,7,53,0.169811320754717,0.132075471698113,0.00392075471698113,0.0180927652188824,10,7,77,0.12987012987013,0.0909090909090909,0.000975584415584416,0.00371975186407376,0.615758049951884,0.567274667865441,0.915254078983859,0,0.884765778632088,0,0.0399411908845871,0.0411663807890223,TRUE,TRUE,25,0,50,"ns","ns",0.5665,0.106138607680731
"Dolosigranulum",0.0871808285571341,0.159811404763018,"Dolosigranulum","Dolosigranulum",7,0,53,0.132075471698113,0,3.16981132075472e-05,0.000125846913245,4,0,77,0.051948051948052,0,1.14285714285714e-05,5.34522483824849e-05,0.121395607114439,1,0.423622407886273,0,NA,NA,0.0801274197500613,0,TRUE,FALSE,26,0,50,"ns","ns",0.5665,0.106138607680731
"Prevotella_9",0.0798172838366647,0.14223968919279,"Prevotella_9","Prevotella_9",6,3,53,0.113207547169811,0.0566037735849057,0.000113207547169811,0.000440889719269263,5,4,77,0.0649350649350649,0.051948051948052,0.00503116883116883,0.0280552947425177,0.353964996402453,1,0.694315954481734,0,1,0,0.0482724822347464,0.00465572163685371,TRUE,TRUE,27,0,50,"ns","ns",0.5665,0.106138607680731
"Megasphaera",0.0780413158480687,0.14096489155339,"Megasphaera","Megasphaera",5,1,53,0.0943396226415094,0.0188679245283019,0.00946566037735849,0.0688438545804767,8,2,77,0.103896103896104,0.025974025974026,0.000594805194805195,0.0036628510646869,1,1,1,0,NA,NA,-0.00955648125459446,-0.00710610144572409,FALSE,FALSE,28,0,50,"ns","ns",0.5665,0.106138607680731
"Finegoldia",0.0778513799954529,0.145281220937885,"Finegoldia","Finegoldia",6,0,53,0.113207547169811,0,3.0188679245283e-05,0.000119203939113375,1,0,77,0.012987012987013,0,5.19480519480519e-07,4.55842305838552e-06,0.018193042355077,1,0.366773548399194,0,NA,NA,0.100220534182798,0,TRUE,FALSE,29,0,50,"ns","ns",0.5665,0.106138607680731
"Clostridioides",0.0773739952964766,0.139138785347868,"Clostridioides","Clostridioides",8,5,53,0.150943396226415,0.0943396226415094,0.00119396226415094,0.00412716625619091,9,5,77,0.116883116883117,0.0649350649350649,0.000377142857142857,0.00170453795031385,0.604244581568815,0.739389423703626,0.915254078983859,0,0.884765778632088,0,0.0340602793432982,0.0294045577064445,TRUE,TRUE,30,0,50,"ns","ns",0.5665,0.106138607680731
"Libanicoccus",0.0645959215730249,0.118948126182274,"Libanicoccus","Libanicoccus",5,1,53,0.0943396226415094,0.0188679245283019,0.000126037735849057,0.000766626826334895,8,5,77,0.103896103896104,0.0649350649350649,0.00112311688311688,0.00631553728591976,1,0.399936672160166,1,0,0.746548454698977,0,-0.00955648125459446,-0.046067140406763,FALSE,FALSE,31,0,50,"ns","ns",0.5665,0.106138607680731
"Actinobacillus",0.0616384839885833,0.11879760379901,"Actinobacillus","Actinobacillus",3,0,53,0.0566037735849057,0,1.28301886792453e-05,6.41026028059874e-05,0,0,77,0,0,0,0,0.0654796511627907,1,0.366773548399194,0,NA,NA,0.0566037735849057,0,TRUE,FALSE,32,0,50,"ns","ns",0.5665,0.106138607680731
"Pseudomonas",0.0575735940797611,0.104385741788415,"Pseudomonas","Pseudomonas",4,0,53,0.0754716981132075,0,1.88679245283019e-05,9.3678262345083e-05,7,1,77,0.0909090909090909,0.012987012987013,0.000108571428571429,0.000821855593484253,1,1,1,0,NA,NA,-0.0154373927958834,-0.012987012987013,FALSE,FALSE,33,0,50,"ns","ns",0.5665,0.106138607680731
"Anaerococcus",0.0545244146636811,0.101578667930528,"Anaerococcus","Anaerococcus",6,1,53,0.113207547169811,0.0188679245283019,3.39622641509434e-05,0.000156578066332145,5,0,77,0.0649350649350649,0,5.71428571428571e-06,2.48907386829007e-05,0.353964996402453,0.407692307692308,0.694315954481734,0,NA,NA,0.0482724822347464,0.0188679245283019,TRUE,TRUE,34,0,50,"ns","ns",0.5665,0.106138607680731
"Erysipelatoclostridium",0.0537677969556494,0.101001762369418,"Erysipelatoclostridium","Erysipelatoclostridium",5,3,53,0.0943396226415094,0.0566037735849057,0.000942641509433962,0.00488515811528355,2,1,77,0.025974025974026,0.012987012987013,5.55844155844156e-05,0.000478601288588049,0.12044364522763,0.303718500415534,0.423622407886273,0,0.746548454698977,0,0.0683655966674835,0.0436167605978927,TRUE,TRUE,35,0,50,"ns","ns",0.5665,0.106138607680731
"Prevotella",0.050245949739893,0.0968070591759178,"Prevotella","Prevotella",4,1,53,0.0754716981132075,0.0188679245283019,3.84905660377358e-05,0.0001759304520194,1,0,77,0.012987012987013,0,2.07792207792208e-06,1.82336922335421e-05,0.157820112741945,0.407692307692308,0.423622407886273,0,NA,NA,0.0624846851261946,0.0188679245283019,TRUE,TRUE,36,0,50,"ns","ns",0.5665,0.106138607680731
"Citrobacter",0.0457878255280147,0.0862333588744233,"Citrobacter","Citrobacter",4,1,53,0.0754716981132075,0.0188679245283019,0.00112301886792453,0.00796960707093027,7,4,77,0.0909090909090909,0.051948051948052,0.00151948051948052,0.00901231319918884,1,0.647850159718407,1,0,0.884765778632088,0,-0.0154373927958834,-0.0330801274197501,FALSE,FALSE,37,0,50,"ns","ns",0.5665,0.106138607680731
"Dialister",0.0457808477941425,0.086866395454303,"Dialister","Dialister",4,0,53,0.0754716981132075,0,9.0566037735849e-06,4.19827872669904e-05,6,4,77,0.0779220779220779,0.051948051948052,0.000289350649350649,0.00154589978709585,1,0.144917456650656,1,0,0.746548454698977,0,-0.00245037980887038,-0.051948051948052,FALSE,FALSE,38,0,50,"ns","ns",0.5665,0.106138607680731
"Bradyrhizobium",0.0457312218499872,0.0896022119383284,"Bradyrhizobium","Bradyrhizobium",3,0,53,0.0566037735849057,0,3.77358490566038e-06,1.61990520964772e-05,0,0,77,0,0,0,0,0.0654796511627907,1,0.366773548399194,0,NA,NA,0.0566037735849057,0,TRUE,FALSE,39,0,50,"ns","ns",0.5665,0.106138607680731
"Holdemanella",0.0444919328226952,0.080957842886475,"Holdemanella","Holdemanella",3,1,53,0.0566037735849057,0.0188679245283019,0.000120754716981132,0.000851333454186846,7,3,77,0.0909090909090909,0.038961038961039,0.00048,0.0038025144035853,0.526557453061587,0.645032960996154,0.915254078983859,0,NA,NA,-0.0343053173241852,-0.0200931144327371,FALSE,FALSE,40,0,50,"ns","ns",0.5665,0.106138607680731
"Flavonifractor",0.0424630170130291,0.0835391881351599,"Flavonifractor","Flavonifractor",4,3,53,0.0754716981132075,0.0566037735849057,0.000781132075471698,0.00409705037443795,1,1,77,0.012987012987013,0.012987012987013,0.000935064935064935,0.00820516150509393,0.157820112741945,0.303718500415534,0.423622407886273,0,0.746548454698977,0,0.0624846851261946,0.0436167605978927,TRUE,TRUE,41,0,50,"ns","ns",0.5665,0.106138607680731
"Neisseria",0.039036232798146,0.0771599040849194,"Neisseria","Neisseria",2,0,53,0.0377358490566038,0,2.26415094339623e-06,1.21910290841514e-05,5,1,77,0.0649350649350649,0.012987012987013,5.76623376623377e-05,0.000460548574796508,0.69990017804648,1,0.915254078983859,0,NA,NA,-0.0271992158784612,-0.012987012987013,FALSE,FALSE,42,0,50,"ns","ns",0.5665,0.106138607680731
"Fusobacterium",0.0388685320795963,0.0726939511259061,"Fusobacterium","Fusobacterium",4,2,53,0.0754716981132075,0.0377358490566038,0.000286792452830189,0.00139742038934507,1,1,77,0.012987012987013,0.012987012987013,0.00081038961038961,0.00711113997108141,0.157820112741945,0.566530635062612,0.423622407886273,0,NA,NA,0.0624846851261946,0.0247488360695908,TRUE,TRUE,43,0,50,"ns","ns",0.5665,0.106138607680731
"Olsenella",0.0347240779787028,0.0682472237982644,"Olsenella","Olsenella",1,1,53,0.0188679245283019,0.0188679245283019,9.9622641509434e-05,0.000725263777649078,5,2,77,0.0649350649350649,0.025974025974026,0.000608311688311688,0.00485223046991289,0.399936672160166,1,0.755435936302536,0,NA,NA,-0.046067140406763,-0.00710610144572409,FALSE,FALSE,44,0,50,"ns","ns",0.5665,0.106138607680731
"Sarcina",0.0324851944823751,0.0612710985502536,"Sarcina","Sarcina",3,2,53,0.0566037735849057,0.0377358490566038,0.000639245283018868,0.00386124324789937,3,1,77,0.038961038961039,0.012987012987013,0.00105766233766234,0.00926709968483638,0.687290941829946,0.566530635062612,0.915254078983859,0,NA,NA,0.0176427346238667,0.0247488360695908,TRUE,TRUE,45,0,50,"ns","ns",0.5665,0.106138607680731
"Lactococcus",0.0321097879101479,0.0644540949500984,"Lactococcus","Lactococcus",0,0,53,0,0,0,0,5,1,77,0.0649350649350649,0.012987012987013,0.000111688311688312,0.000894976333996725,0.0790497537315885,1,0.366773548399194,0,NA,NA,-0.0649350649350649,-0.012987012987013,FALSE,FALSE,46,0,50,"ns","ns",0.5665,0.106138607680731
"Cutibacterium",0.0319306965839224,0.0603350641290486,"Cutibacterium","Cutibacterium",3,2,53,0.0566037735849057,0.0377358490566038,0.000256603773584906,0.00155985076134795,5,0,77,0.0649350649350649,0,7.27272727272727e-06,3.16076424650899e-05,1,0.164341085271318,1,0,NA,NA,-0.00833129135015927,0.0377358490566038,FALSE,TRUE,47,0,50,"ns","ns",0.5665,0.106138607680731
"Raoultella",0.0304691697735259,0.0569109844384857,"Raoultella","Raoultella",4,2,53,0.0754716981132075,0.0377358490566038,0.000321509433962264,0.00212192890860616,2,1,77,0.025974025974026,0.012987012987013,0.000162077922077922,0.00139932158154768,0.224338508726213,0.566530635062612,0.544822092620802,0,NA,NA,0.0494976721391816,0.0247488360695908,TRUE,TRUE,48,0,50,"ns","ns",0.5665,0.106138607680731
"Megamonas",0.0304344219514766,0.0575168195392576,"Megamonas","Megamonas",2,2,53,0.0377358490566038,0.0377358490566038,0.00036,0.00202306697862429,2,1,77,0.025974025974026,0.012987012987013,0.000783896103896104,0.00680972759248125,1,0.566530635062612,NA,NA,NA,NA,0.0117618230825778,0.0247488360695908,TRUE,TRUE,49,0,50,"ns","ns",0.5665,0.106138607680731
"Bacillus",0.0292069725813223,0.0685957586945791,"Bacillus","Bacillus",0,0,53,0,0,0,0,3,0,77,0.038961038961039,0,2.07792207792208e-06,1.10426997006194e-05,0.26994633273703,1,NA,NA,NA,NA,-0.038961038961039,0,FALSE,FALSE,50,0,50,"ns","ns",0.5665,0.106138607680731
"Gardnerella",0.0284087166550004,0.0608566792069397,"Gardnerella","Gardnerella",3,0,53,0.0566037735849057,0,6.0377358490566e-06,2.76196434167305e-05,0,0,77,0,0,0,0,0.0654796511627907,1,0.366773548399194,0,NA,NA,0.0566037735849057,0,TRUE,FALSE,51,0,50,"ns","ns",0.5665,0.106138607680731
"Lachnoclostridium",0.0283375527344191,0.0533930004890153,"Lachnoclostridium","Lachnoclostridium",3,2,53,0.0566037735849057,0.0377358490566038,0.000186415094339623,0.000905706469557631,5,3,77,0.0649350649350649,0.038961038961039,0.000507012987012987,0.00296201525678179,1,1,1,0,NA,NA,-0.00833129135015927,-0.00122518990443519,FALSE,FALSE,52,0,50,"ns","ns",0.5665,0.106138607680731
"Tyzzerella_4",0.0281436314234024,0.0528384226609135,"Tyzzerella_4","Tyzzerella_4",2,2,53,0.0377358490566038,0.0377358490566038,0.000209811320754717,0.00135965845621674,2,0,77,0.025974025974026,0,1.24675324675325e-05,0.00010488283995106,1,0.164341085271318,NA,NA,NA,NA,0.0117618230825778,0.0377358490566038,TRUE,TRUE,53,0,50,"ns","ns",0.5665,0.106138607680731
"Ruminococcaceae_UCG-013",0.0253274210526142,0.0520401591819027,"Ruminococcaceae_UCG-013","Ruminococcaceae_UCG-013",1,0,53,0.0188679245283019,0,7.54716981132076e-07,5.49442255794756e-06,0,0,77,0,0,0,0,0.407692307692308,1,NA,NA,NA,NA,0.0188679245283019,0,TRUE,FALSE,54,0,50,"ns","ns",0.5665,0.106138607680731
"unassigned_Prevotellaceae",0.0244746258540862,0.0502471100973755,"unassigned_Prevotellaceae","unassigned_Prevotellaceae",1,0,53,0.0188679245283019,0,7.54716981132076e-07,5.49442255794756e-06,1,1,77,0.012987012987013,0.012987012987013,0.000645194805194805,0.00566156143851481,1,1,NA,NA,NA,NA,0.0058809115412889,-0.012987012987013,TRUE,FALSE,55,0,50,"ns","ns",0.5665,0.106138607680731
"Cronobacter",0.0236800726607343,0.0490572443795253,"Cronobacter","Cronobacter",1,1,53,0.0188679245283019,0.0188679245283019,7.62264150943396e-05,0.000554936678352704,4,2,77,0.051948051948052,0.025974025974026,4.15584415584416e-05,0.000203903130606726,0.647850159718407,1,0.915254078983859,0,NA,NA,-0.0330801274197501,-0.00710610144572409,FALSE,FALSE,56,0,50,"ns","ns",0.5665,0.106138607680731
"Lawsonella",0.020906805229519,0.046588100843824,"Lawsonella","Lawsonella",2,0,53,0.0377358490566038,0,4.52830188679245e-06,2.79123654522128e-05,0,0,77,0,0,0,0,0.164341085271318,1,NA,NA,NA,NA,0.0377358490566038,0,TRUE,FALSE,57,0,50,"ns","ns",0.5665,0.106138607680731
"Subdoligranulum",0.0197920166388283,0.0392161477917568,"Subdoligranulum","Subdoligranulum",2,0,53,0.0377358490566038,0,1.50943396226415e-06,7.69520990244389e-06,0,0,77,0,0,0,0,0.164341085271318,1,NA,NA,NA,NA,0.0377358490566038,0,TRUE,FALSE,58,0,50,"ns","ns",0.5665,0.106138607680731
"Pseudoglutamicibacter",0.0195624908481936,0.0398780541991889,"Pseudoglutamicibacter","Pseudoglutamicibacter",1,0,53,0.0188679245283019,0,6.0377358490566e-06,4.39553804635805e-05,0,0,77,0,0,0,0,0.407692307692308,1,NA,NA,NA,NA,0.0188679245283019,0,TRUE,FALSE,59,0,50,"ns","ns",0.5665,0.106138607680731
"Tyzzerella_3",0.0193828466401279,0.0414846585756313,"Tyzzerella_3","Tyzzerella_3",2,1,53,0.0377358490566038,0.0188679245283019,5.05660377358491e-05,0.000273118846308706,2,1,77,0.025974025974026,0.012987012987013,0.000125714285714286,0.00107128480238429,1,1,NA,NA,NA,NA,0.0117618230825778,0.0058809115412889,TRUE,TRUE,60,0,50,"ns","ns",0.5665,0.106138607680731
"Robinsoniella",0.0193348572229233,0.0377869770075816,"Robinsoniella","Robinsoniella",3,2,53,0.0566037735849057,0.0377358490566038,8.07547169811321e-05,0.000376010684466667,1,0,77,0.012987012987013,0,5.71428571428571e-06,5.01426536422407e-05,0.303718500415534,0.164341085271318,0.668636781633284,0,NA,NA,0.0436167605978927,0.0377358490566038,TRUE,TRUE,61,0,50,"ns","ns",0.5665,0.106138607680731
"Peptoniphilus",0.0191281078633753,0.0371664109541859,"Peptoniphilus","Peptoniphilus",3,0,53,0.0566037735849057,0,1.13207547169811e-05,6.24511420062194e-05,0,0,77,0,0,0,0,0.0654796511627907,1,0.366773548399194,0,NA,NA,0.0566037735849057,0,TRUE,FALSE,62,0,50,"ns","ns",0.5665,0.106138607680731
"UBA1819",0.0189171010063893,0.0420647113693472,"UBA1819","UBA1819",0,0,53,0,0,0,0,4,3,77,0.051948051948052,0.038961038961039,0.000588571428571429,0.00375310598188729,0.144917456650656,0.26994633273703,0.423622407886273,0,NA,NA,-0.051948051948052,-0.038961038961039,FALSE,FALSE,63,0,50,"ns","ns",0.5665,0.106138607680731
"Catenibacterium",0.0169934565575193,0.0341110927230356,"Catenibacterium","Catenibacterium",1,0,53,0.0188679245283019,0,3.77358490566038e-06,2.74721127897378e-05,3,1,77,0.038961038961039,0.012987012987013,1.97402597402597e-05,0.000147344690990512,0.645032960996154,1,NA,NA,NA,NA,-0.0200931144327371,-0.012987012987013,FALSE,FALSE,64,0,50,"ns","ns",0.5665,0.106138607680731
"Slackia",0.0158600868028795,0.0349239809803715,"Slackia","Slackia",1,0,53,0.0188679245283019,0,4.52830188679245e-06,3.29665353476854e-05,3,1,77,0.038961038961039,0.012987012987013,4.57142857142857e-05,0.000352477802852548,0.645032960996154,1,NA,NA,NA,NA,-0.0200931144327371,-0.012987012987013,FALSE,FALSE,65,0,50,"ns","ns",0.5665,0.106138607680731
"Prevotella_2",0.0151604933002369,0.0278130132884043,"Prevotella_2","Prevotella_2",1,0,53,0.0188679245283019,0,2.26415094339623e-06,1.64832676738427e-05,2,1,77,0.025974025974026,0.012987012987013,0.00130857142857143,0.0114780501867794,1,1,NA,NA,NA,NA,-0.00710610144572409,-0.012987012987013,FALSE,FALSE,66,0,50,"ns","ns",0.5665,0.106138607680731
"unassigned_Ruminococcaceae",0.0150140521427445,0.0299636036621998,"unassigned_Ruminococcaceae","unassigned_Ruminococcaceae",2,0,53,0.0377358490566038,0,1.9622641509434e-05,0.000122442486721018,1,0,77,0.012987012987013,0,5.19480519480519e-07,4.55842305838552e-06,0.566530635062612,1,NA,NA,NA,NA,0.0247488360695908,0,TRUE,FALSE,67,0,50,"ns","ns",0.5665,0.106138607680731
