"","Estimate","Std.Error","pvalue","padj","method","taxon","signif","pscale","n_tested","failed_convergence","comparison","prevalence","mean"
"unassigned",-0.07,0.009,1.6e-14,3.68695652173913e-14,"zinb","unassigned","negatively correlated",13.4333319837609,53,0,"age",0.265060240963855,0.000253591692592096
"Sphingomonas",0.132,0.009,6.9e-42,7.314e-41,"zinb","Sphingomonas","positively correlated",40.135845043998,53,0,"age",0.41231593038822,0.00368709639023553
"Bifidobacterium1",-0.003,0.135,0.98,0.98,"zinb","Bifidobacterium","ns",0.00877392430750515,53,0,"seroconv",0.878179384203481,0.0327855335530213
"Streptococcus1",-0.003,0.067,0.96,0.98,"nb","Streptococcus","ns",0.00877392430750515,53,0,"seroconv",0.989290495314592,0.332975049919496
"Staphylococcus1",-0.027,0.087,0.75,0.98,"nb","Staphylococcus","ns",0.00877392430750515,53,0,"seroconv",0.970548862115127,0.192279652381765
"Veillonella1",0.113,0.16,0.48,0.9771875,"zinb","Veillonella","ns",0.0100220970769727,53,0,"seroconv",0.597054886211513,0.0449467832513459
"Lactobacillus1",0.252,0.225,0.26,0.960625,"zinb","Lactobacillus","ns",0.0174461151561797,53,0,"seroconv",0.274431057563588,0.00518039844737027
"Collinsella1",0.006,0.211,0.98,0.98,"zinb","Collinsella","ns",0.00877392430750515,53,0,"seroconv",0.293172690763052,0.00340875826225773
"Haemophilus1",0.182,0.229,0.43,0.9771875,"zinb","Haemophilus","ns",0.0100220970769727,53,0,"seroconv",0.261044176706827,0.00294309027314307
"Klebsiella1",-0.132,0.184,0.47,0.9771875,"zinb","Klebsiella","ns",0.0100220970769727,53,0,"seroconv",0.350736278447122,0.00440432693514877
"Enterococcus1",0.352,0.248,0.16,0.954,"zinb","Enterococcus","ns",0.0204516252959049,53,0,"seroconv",0.216867469879518,0.0020924641786733
"Rothia1",-0.09,0.12,0.45,0.9771875,"zinb","Rothia","ns",0.0100220970769727,53,0,"seroconv",0.733601070950469,0.0239276164454587
"Gemella1",0.041,0.13,0.75,0.98,"zinb","Gemella","ns",0.00877392430750515,53,0,"seroconv",0.491298527443106,0.0129608883643037
"Bacillus1",-0.005,0.214,0.98,0.98,"zinb","Bacillus","ns",0.00877392430750515,53,0,"seroconv",0.279785809906292,0.00219095481775893
"Pseudomonas1",-0.15,0.124,0.23,0.960625,"zinb","Pseudomonas","ns",0.0174461151561797,53,0,"seroconv",0.925033467202142,0.0284795261512479
"Cutibacterium1",-0.046,0.151,0.76,0.98,"zinb","Cutibacterium","ns",0.00877392430750515,53,0,"seroconv",0.796519410977242,0.0130636349601156
"Enterobacter1",0.156,0.252,0.54,0.9771875,"zinb","Enterobacter","ns",0.0100220970769727,53,0,"seroconv",0.204819277108434,0.000910049424294835
"Acinetobacter1",-0.029,0.112,0.8,0.98,"nb","Acinetobacter","ns",0.00877392430750515,53,0,"seroconv",0.966532797858099,0.0701402045781708
"Enhydrobacter1",-0.194,0.182,0.29,0.960625,"zinb","Enhydrobacter","ns",0.0174461151561797,53,0,"seroconv",0.578313253012048,0.00719204863772691
"Corynebacterium_11",-0.104,0.12,0.39,0.9771875,"nb","Corynebacterium_1","ns",0.0100220970769727,53,0,"seroconv",0.951807228915663,0.0822334022347452
"Hydrogenophilus1",-0.034,0.204,0.87,0.98,"zinb","Hydrogenophilus","ns",0.00877392430750515,53,0,"seroconv",0.508701472556894,0.00891283302916418
"Bradyrhizobium1",-0.057,0.262,0.83,0.98,"zinb","Bradyrhizobium","ns",0.00877392430750515,53,0,"seroconv",0.216867469879518,0.00752766083893854
"Dermacoccus1",-0.349,0.261,0.18,0.954,"zinb","Dermacoccus","ns",0.0204516252959049,53,0,"seroconv",0.207496653279786,0.00447844572374757
"Paracoccus1",-0.033,0.126,0.79,0.98,"zinb","Paracoccus","ns",0.00877392430750515,53,0,"seroconv",0.85140562248996,0.0211686571768243
"Granulicatella1",0.076,0.176,0.67,0.98,"zinb","Granulicatella","ns",0.00877392430750515,53,0,"seroconv",0.315930388219545,0.00388651425063816
"Micrococcus1",-0.053,0.146,0.72,0.98,"zinb","Micrococcus","ns",0.00877392430750515,53,0,"seroconv",0.753681392235609,0.0117355921749822
"Kocuria1",-0.015,0.164,0.93,0.98,"zinb","Kocuria","ns",0.00877392430750515,53,0,"seroconv",0.63855421686747,0.00877145459361198
"S311",-0.252,0.195,0.2,0.960625,"zinb","S31","ns",0.0174461151561797,53,0,"seroconv",0.42570281124498,0.00481546487975439
"Janibacter1",-0.209,0.21,0.32,0.9771875,"zinb","Janibacter","ns",0.0100220970769727,53,0,"seroconv",0.334672021419009,0.00299596657169353
"Aeromonas1",0.488,0.203,0.017,0.300333333333333,"zinb","Aeromonas","ns",0.522396463740599,53,0,"seroconv",0.461847389558233,0.00466317960281237
"Aerococcus1",0.143,0.243,0.55,0.9771875,"zinb","Aerococcus","ns",0.0100220970769727,53,0,"seroconv",0.218206157965194,0.00115374772291497
"Shewanella1",0.165,0.226,0.46,0.9771875,"zinb","Shewanella","ns",0.0100220970769727,53,0,"seroconv",0.244979919678715,0.0019363830601053
"Chryseobacterium1",0.324,0.205,0.11,0.954,"zinb","Chryseobacterium","ns",0.0204516252959049,53,0,"seroconv",0.243641231593039,0.00117811658838714
"Cloacibacterium1",0.063,0.223,0.78,0.98,"zinb","Cloacibacterium","ns",0.00877392430750515,53,0,"seroconv",0.261044176706827,0.00303285291639796
"Rheinheimera1",0.223,0.192,0.25,0.960625,"zinb","Rheinheimera","ns",0.0174461151561797,53,0,"seroconv",0.319946452476573,0.00302883645219085
"Exiguobacterium1",-0.041,0.242,0.87,0.98,"zinb","Exiguobacterium","ns",0.00877392430750515,53,0,"seroconv",0.340026773761714,0.00379747551276539
"Actinomyces1",0.686,0.243,0.005,0.265,"zinb","Actinomyces","ns",0.576754126063192,53,0,"seroconv",0.211512717536814,0.0029831098944845
"Alishewanella1",0.09,0.195,0.65,0.98,"zinb","Alishewanella","ns",0.00877392430750515,53,0,"seroconv",0.36144578313253,0.00376494461390908
"Brachybacterium1",-0.011,0.176,0.95,0.98,"zinb","Brachybacterium","ns",0.00877392430750515,53,0,"seroconv",0.389558232931727,0.00289244313750016
"Rubellimicrobium1",0.106,0.196,0.59,0.9771875,"zinb","Rubellimicrobium","ns",0.0100220970769727,53,0,"seroconv",0.342704149933066,0.00407102579565448
"Brevundimonas1",0.161,0.194,0.41,0.9771875,"zinb","Brevundimonas","ns",0.0100220970769727,53,0,"seroconv",0.285140562248996,0.00254794914438271
"Stenotrophomonas1",-0.462,0.193,0.017,0.300333333333333,"zinb","Stenotrophomonas","ns",0.522396463740599,53,0,"seroconv",0.243641231593039,0.00167395934774948
"Geobacillus1",-0.06,0.238,0.8,0.98,"zinb","Geobacillus","ns",0.00877392430750515,53,0,"seroconv",0.228915662650602,0.00314302526733438
"Bergeyella1",0.331,0.211,0.12,0.954,"zinb","Bergeyella","ns",0.0204516252959049,53,0,"seroconv",0.223560910307898,0.00154734579214916
"Moraxella1",-0.012,0.241,0.96,0.98,"zinb","Moraxella","ns",0.00877392430750515,53,0,"seroconv",0.254350736278447,0.00283633603583704
"Saccharopolyspora1",-0.126,0.209,0.55,0.9771875,"zinb","Saccharopolyspora","ns",0.0100220970769727,53,0,"seroconv",0.313253012048193,0.00192999307895032
"Anaerococcus1",-0.22,0.204,0.28,0.960625,"zinb","Anaerococcus","ns",0.0174461151561797,53,0,"seroconv",0.27710843373494,0.00282877749449226
"Comamonas1",-0.098,0.18,0.59,0.9771875,"zinb","Comamonas","ns",0.0100220970769727,53,0,"seroconv",0.336010709504685,0.00218371232571356
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium1",-0.574,0.688,0.41,0.9771875,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ns",0.0100220970769727,53,0,"seroconv",0.246318607764391,0.00182003792715072
"Qipengyuania1",0.157,0.215,0.47,0.9771875,"zinb","Qipengyuania","ns",0.0100220970769727,53,0,"seroconv",0.224899598393574,0.00206407602494824
"Brevibacterium1",-0.033,0.236,0.89,0.98,"zinb","Brevibacterium","ns",0.00877392430750515,53,0,"seroconv",0.223560910307898,0.0011282462392835
"Ornithinimicrobium1",0.095,0.176,0.59,0.9771875,"zinb","Ornithinimicrobium","ns",0.0100220970769727,53,0,"seroconv",0.330655957161981,0.00169101088969543
"Deinococcus1",0.32,0.238,0.18,0.954,"zinb","Deinococcus","ns",0.0204516252959049,53,0,"seroconv",0.239625167336011,0.00175575499696453
"unassigned1",0.654,0.463,0.16,0.954,"zinb","unassigned","ns",0.0204516252959049,53,0,"seroconv",0.265060240963855,0.000253591692592096
"Sphingomonas1",-0.327,0.178,0.066,0.8745,"zinb","Sphingomonas","ns",0.0582401861853046,53,0,"seroconv",0.41231593038822,0.00368709639023553
"Bifidobacterium2",-0.062,0.03,0.04,0.53,"zinb","Bifidobacterium","ns",0.275724130399211,53,0,"IgA",0.878179384203481,0.0327855335530213
"Streptococcus2",0.013,0.015,0.38,0.738214285714286,"nb","Streptococcus","ns",0.131817554714931,53,0,"IgA",0.989290495314592,0.332975049919496
"Staphylococcus2",0.024,0.019,0.21,0.717058823529412,"nb","Staphylococcus","ns",0.144445215759892,53,0,"IgA",0.970548862115127,0.192279652381765
"Veillonella2",-0.045,0.036,0.21,0.717058823529412,"zinb","Veillonella","ns",0.144445215759892,53,0,"IgA",0.597054886211513,0.0449467832513459
"Lactobacillus2",0.106,0.052,0.04,0.53,"zinb","Lactobacillus","ns",0.275724130399211,53,0,"IgA",0.274431057563588,0.00518039844737027
"Collinsella2",0.013,0.046,0.77,0.898695652173913,"zinb","Collinsella","ns",0.0463873593903046,53,0,"IgA",0.293172690763052,0.00340875826225773
"Haemophilus2",0.055,0.051,0.28,0.738214285714286,"zinb","Haemophilus","ns",0.131817554714931,53,0,"IgA",0.261044176706827,0.00294309027314307
"Klebsiella2",-0.049,0.047,0.3,0.738214285714286,"zinb","Klebsiella","ns",0.131817554714931,53,0,"IgA",0.350736278447122,0.00440432693514877
"Enterococcus2",0.026,0.057,0.65,0.86125,"zinb","Enterococcus","ns",0.0648707650843178,53,0,"IgA",0.216867469879518,0.0020924641786733
"Rothia2",-0.009,0.027,0.73,0.898695652173913,"zinb","Rothia","ns",0.0463873593903046,53,0,"IgA",0.733601070950469,0.0239276164454587
"Gemella2",0.037,0.031,0.23,0.717058823529412,"zinb","Gemella","ns",0.144445215759892,53,0,"IgA",0.491298527443106,0.0129608883643037
"Bacillus2",0.022,0.046,0.64,0.86125,"zinb","Bacillus","ns",0.0648707650843178,53,0,"IgA",0.279785809906292,0.00219095481775893
"Pseudomonas2",-0.025,0.028,0.36,0.738214285714286,"zinb","Pseudomonas","ns",0.131817554714931,53,0,"IgA",0.925033467202142,0.0284795261512479
"Cutibacterium2",-0.041,0.034,0.23,0.717058823529412,"zinb","Cutibacterium","ns",0.144445215759892,53,0,"IgA",0.796519410977242,0.0130636349601156
"Enterobacter2",0.012,0.058,0.84,0.908571428571429,"zinb","Enterobacter","ns",0.0416409243658429,53,0,"IgA",0.204819277108434,0.000910049424294835
"Acinetobacter2",0.022,0.025,0.38,0.738214285714286,"nb","Acinetobacter","ns",0.131817554714931,53,0,"IgA",0.966532797858099,0.0701402045781708
"Enhydrobacter2",-0.038,0.041,0.35,0.738214285714286,"zinb","Enhydrobacter","ns",0.131817554714931,53,0,"IgA",0.578313253012048,0.00719204863772691
"Corynebacterium_12",-0.024,0.027,0.37,0.738214285714286,"nb","Corynebacterium_1","ns",0.131817554714931,53,0,"IgA",0.951807228915663,0.0822334022347452
"Hydrogenophilus2",-0.019,0.045,0.67,0.86609756097561,"zinb","Hydrogenophilus","ns",0.06243318441812,53,0,"IgA",0.508701472556894,0.00891283302916418
"Bradyrhizobium2",-0.06,0.056,0.29,0.738214285714286,"zinb","Bradyrhizobium","ns",0.131817554714931,53,0,"IgA",0.216867469879518,0.00752766083893854
"Dermacoccus2",-0.052,0.054,0.34,0.738214285714286,"zinb","Dermacoccus","ns",0.131817554714931,53,0,"IgA",0.207496653279786,0.00447844572374757
"Paracoccus2",-0.035,0.028,0.21,0.717058823529412,"zinb","Paracoccus","ns",0.144445215759892,53,0,"IgA",0.85140562248996,0.0211686571768243
"Granulicatella2",-0.01,0.039,0.8,0.902127659574468,"zinb","Granulicatella","ns",0.0447320013429848,53,0,"IgA",0.315930388219545,0.00388651425063816
"Micrococcus2",-0.054,0.033,0.099,0.717058823529412,"zinb","Micrococcus","ns",0.144445215759892,53,0,"IgA",0.753681392235609,0.0117355921749822
"Kocuria2",-0.018,0.036,0.62,0.86125,"zinb","Kocuria","ns",0.0648707650843178,53,0,"IgA",0.63855421686747,0.00877145459361198
"S312",-0.063,0.041,0.13,0.717058823529412,"zinb","S31","ns",0.144445215759892,53,0,"IgA",0.42570281124498,0.00481546487975439
"Janibacter2",-0.058,0.042,0.17,0.717058823529412,"zinb","Janibacter","ns",0.144445215759892,53,0,"IgA",0.334672021419009,0.00299596657169353
"Aeromonas2",0.038,0.046,0.41,0.742,"zinb","Aeromonas","ns",0.129596094720973,53,0,"IgA",0.461847389558233,0.00466317960281237
"Aerococcus2",0.012,0.054,0.83,0.908571428571429,"zinb","Aerococcus","ns",0.0416409243658429,53,0,"IgA",0.218206157965194,0.00115374772291497
"Shewanella2",0.074,0.047,0.12,0.717058823529412,"zinb","Shewanella","ns",0.144445215759892,53,0,"IgA",0.244979919678715,0.0019363830601053
"Chryseobacterium2",0.027,0.046,0.56,0.86125,"zinb","Chryseobacterium","ns",0.0648707650843178,53,0,"IgA",0.243641231593039,0.00117811658838714
"Cloacibacterium2",-0.06,0.05,0.23,0.717058823529412,"zinb","Cloacibacterium","ns",0.144445215759892,53,0,"IgA",0.261044176706827,0.00303285291639796
"Rheinheimera2",-0.017,0.048,0.72,0.898695652173913,"zinb","Rheinheimera","ns",0.0463873593903046,53,0,"IgA",0.319946452476573,0.00302883645219085
"Exiguobacterium2",0.03,0.048,0.54,0.86125,"zinb","Exiguobacterium","ns",0.0648707650843178,53,0,"IgA",0.340026773761714,0.00379747551276539
"Actinomyces2",0.072,0.057,0.21,0.717058823529412,"zinb","Actinomyces","ns",0.144445215759892,53,0,"IgA",0.211512717536814,0.0029831098944845
"Alishewanella2",0.032,0.042,0.45,0.769354838709677,"zinb","Alishewanella","ns",0.11387331045814,53,0,"IgA",0.36144578313253,0.00376494461390908
"Brachybacterium2",-0.089,0.038,0.018,0.53,"zinb","Brachybacterium","ns",0.275724130399211,53,0,"IgA",0.389558232931727,0.00289244313750016
"Rubellimicrobium2",0.006,0.044,0.89,0.9434,"zinb","Rubellimicrobium","ns",0.025304128090317,53,0,"IgA",0.342704149933066,0.00407102579565448
"Brevundimonas2",-0.001,0.043,0.98,0.98,"zinb","Brevundimonas","ns",0.00877392430750515,53,0,"IgA",0.285140562248996,0.00254794914438271
"Stenotrophomonas2",-0.022,0.043,0.6,0.86125,"zinb","Stenotrophomonas","ns",0.0648707650843178,53,0,"IgA",0.243641231593039,0.00167395934774948
"Geobacillus2",-0.006,0.051,0.91,0.945686274509804,"zinb","Geobacillus","ns",0.0242529141760537,53,0,"IgA",0.228915662650602,0.00314302526733438
"Bergeyella2",-0.002,0.048,0.97,0.98,"zinb","Bergeyella","ns",0.00877392430750515,53,0,"IgA",0.223560910307898,0.00154734579214916
"Moraxella2",-0.044,0.051,0.39,0.738214285714286,"zinb","Moraxella","ns",0.131817554714931,53,0,"IgA",0.254350736278447,0.00283633603583704
"Saccharopolyspora2",-0.024,0.043,0.57,0.86125,"zinb","Saccharopolyspora","ns",0.0648707650843178,53,0,"IgA",0.313253012048193,0.00192999307895032
"Anaerococcus2",-0.04,0.043,0.36,0.738214285714286,"zinb","Anaerococcus","ns",0.131817554714931,53,0,"IgA",0.27710843373494,0.00282877749449226
"Comamonas2",-0.012,0.04,0.78,0.898695652173913,"zinb","Comamonas","ns",0.0463873593903046,53,0,"IgA",0.336010709504685,0.00218371232571356
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium2",-0.181,0.079,0.023,0.53,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ns",0.275724130399211,53,0,"IgA",0.246318607764391,0.00182003792715072
"Qipengyuania2",-0.031,0.051,0.55,0.86125,"zinb","Qipengyuania","ns",0.0648707650843178,53,0,"IgA",0.224899598393574,0.00206407602494824
"Brevibacterium2",0.014,0.051,0.78,0.898695652173913,"zinb","Brevibacterium","ns",0.0463873593903046,53,0,"IgA",0.223560910307898,0.0011282462392835
"Ornithinimicrobium2",-0.048,0.038,0.21,0.717058823529412,"zinb","Ornithinimicrobium","ns",0.144445215759892,53,0,"IgA",0.330655957161981,0.00169101088969543
"Deinococcus2",0.085,0.047,0.071,0.717058823529412,"zinb","Deinococcus","ns",0.144445215759892,53,0,"IgA",0.239625167336011,0.00175575499696453
"unassigned2",0.085,0.104,0.42,0.742,"zinb","unassigned","ns",0.129596094720973,53,0,"IgA",0.265060240963855,0.000253591692592096
"Sphingomonas2",-0.019,0.038,0.61,0.86125,"zinb","Sphingomonas","ns",0.0648707650843178,53,0,"IgA",0.41231593038822,0.00368709639023553
