"","Estimate","Std.Error","pvalue","padj","method","taxon","signif","pscale","n_tested","failed_convergence","comparison","prevalence","mean"
"Pseudomonas",0.046,0.015,0.0022,0.00299444444444444,"zinb","Pseudomonas","positively correlated",2.52368373991657,49,0,"age",0.937685459940653,0.0309107474517469
"Cutibacterium",0.103,0.013,1.4e-13,6.23636363636364e-13,"zinb","Cutibacterium","positively correlated",12.2050685694515,49,0,"age",0.774480712166172,0.0156106799890056
"Acinetobacter",0.055,0.014,0.00011,0.000173870967741935,"nb","Acinetobacter","positively correlated",3.75977292864753,49,0,"age",0.961424332344214,0.0648456281630969
"Enhydrobacter",0.039,0.013,0.0029,0.00384054054054054,"zinb","Enhydrobacter","positively correlated",2.41560764613953,49,0,"age",0.519287833827893,0.00620983273627941
"Corynebacterium_1",0.009,0.012,0.46,0.49,"zinb","Corynebacterium_1","ns",0.309803919971486,49,0,"age",0.946587537091988,0.0902623181040354
"Hydrogenophilus",0.095,0.013,2.3e-11,7.51333333333333e-11,"zinb","Hydrogenophilus","positively correlated",10.1241673430096,49,0,"age",0.483679525222552,0.00973615474882141
"Dermacoccus",-0.01,0.01,0.34,0.370222222222222,"zinb","Dermacoccus","ns",0.431537516704575,49,0,"age",0.207715133531157,0.00581520114639118
"Paracoccus",0.048,0.013,0.00027,0.000389117647058824,"zinb","Paracoccus","positively correlated",3.40991907285475,49,0,"age",0.8486646884273,0.0222224521351712
"Granulicatella",0.058,0.013,1.3e-05,2.65416666666667e-05,"zinb","Granulicatella","positively correlated",4.57607180937626,49,0,"age",0.320474777448071,0.00417675086249087
"Micrococcus",0.058,0.012,1.1e-06,2.83684210526316e-06,"zinb","Micrococcus","positively correlated",5.54716483576609,49,0,"age",0.765578635014837,0.0134006029505905
"Kocuria",0.091,0.012,5.2e-12,1.82e-11,"zinb","Kocuria","positively correlated",10.7399286120149,49,0,"age",0.623145400593472,0.00908636584199933
"S31",0.111,0.012,3.9e-16,2.12333333333333e-15,"zinb","S31","positively correlated",14.6729818223843,49,0,"age",0.412462908011869,0.00420348017134822
"Janibacter",0.032,0.017,0.057,0.0681219512195122,"zinb","Janibacter","ns",1.16671292101873,49,0,"age",0.323442136498516,0.00380887744955979
"Aeromonas",0.119,0.014,8.1e-16,3.969e-15,"zinb","Aeromonas","positively correlated",14.4013189010928,49,0,"age",0.445103857566766,0.00510570771461853
"Shewanella",0.067,0.015,1.9e-05,3.58076923076923e-05,"zinb","Shewanella","positively correlated",4.44602366698948,49,0,"age",0.249258160237389,0.00139659553857404
"Chryseobacterium",0.064,0.011,3.3e-08,9.51176470588235e-08,"zinb","Chryseobacterium","positively correlated",7.02173890147187,49,0,"age",0.243323442136499,0.00120060556341803
"Cloacibacterium",0.127,0.012,1e-21,8.16666666666667e-21,"zinb","Cloacibacterium","positively correlated",20.0879551703551,49,0,"age",0.252225519287834,0.00351710879945547
"Rheinheimera",-0.007,0.014,0.62,0.632916666666667,"zinb","Rheinheimera","ns",0.19865346784882,49,0,"age",0.302670623145401,0.00375265913109918
"Exiguobacterium",0.037,0.013,0.0051,0.0062475,"zinb","Exiguobacterium","positively correlated",2.20429373520151,49,0,"age",0.344213649851632,0.0028895194472547
"Alishewanella",0.068,0.013,3.6e-07,9.8e-07,"zinb","Alishewanella","positively correlated",6.0087739243075,49,0,"age",0.326409495548961,0.00410915252406979
"Brachybacterium",0.056,0.012,2.8e-06,6.53333333333333e-06,"zinb","Brachybacterium","positively correlated",5.18486518336319,49,0,"age",0.391691394658754,0.00362376465539964
"Rubellimicrobium",0.007,0.014,0.61,0.632916666666667,"zinb","Rubellimicrobium","ns",0.19865346784882,49,0,"age",0.353115727002967,0.00441434737770926
"Brevundimonas",0.053,0.014,0.00014,0.000214375,"zinb","Brevundimonas","positively correlated",3.66882586261315,49,0,"age",0.27299703264095,0.00245770830558029
"Stenotrophomonas",0.046,0.012,0.00022,0.000326666666666667,"zinb","Stenotrophomonas","positively correlated",3.48589517902717,49,0,"age",0.216617210682493,0.00159029239397858
"Bergeyella",-0.013,0.009,0.14,0.155909090909091,"zinb","Bergeyella","ns",0.807128560779436,49,0,"age",0.213649851632047,0.00111098704677142
"Moraxella",0.049,0.014,0.00038,0.000532,"zinb","Moraxella","positively correlated",3.27408836770495,49,0,"age",0.267062314540059,0.00408173905884765
"Saccharopolyspora",-0.036,0.012,0.003,0.00386842105263158,"zinb","Saccharopolyspora","negatively correlated",2.41246626186863,49,0,"age",0.302670623145401,0.00188156933367626
"Anaerococcus",0.056,0.014,0.00011,0.000173870967741935,"zinb","Anaerococcus","positively correlated",3.75977292864753,49,0,"age",0.261127596439169,0.00331652469370919
"Comamonas",0.056,0.012,3.6e-06,7.66956521739131e-06,"zinb","Comamonas","positively correlated",5.11522925522179,49,0,"age",0.320474777448071,0.00219860334942585
"Massilia",0.064,0.016,5.6e-05,0.00010162962962963,"zinb","Massilia","positively correlated",3.99297965712427,49,0,"age",0.225519287833828,0.00334453525748471
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.018,0.012,0.13,0.148139534883721,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ns",0.829329023244236,49,0,"age",0.210682492581602,0.00239746332379555
"Chryseomicrobium",0.029,0.01,0.0043,0.0054025641025641,"zinb","Chryseomicrobium","positively correlated",2.2674000714184,49,0,"age",0.204747774480712,0.00152873063283993
"Qipengyuania",0.103,0.01,8.7e-19,5.39e-18,"zinb","Qipengyuania","positively correlated",17.2684112348133,49,0,"age",0.222551928783383,0.00266662070998224
"Brevibacterium",0.097,0.013,2.4e-12,9.8e-12,"zinb","Brevibacterium","positively correlated",11.0087739243075,49,0,"age",0.225519287833828,0.00126360184608328
"Ornithinimicrobium",0.053,0.013,9.5e-05,0.00016051724137931,"zinb","Ornithinimicrobium","positively correlated",3.79447831258159,49,0,"age",0.29080118694362,0.00157815241427781
"Deinococcus",0.088,0.012,4.9e-12,1.82e-11,"zinb","Deinococcus","positively correlated",10.7399286120149,49,0,"age",0.237388724035608,0.00152051848123355
"unassigned",-0.137,0.012,3.5e-23,4.2875e-22,"zinb","unassigned","negatively correlated",21.3677958669492,49,0,"age",0.267062314540059,0.000240478171157078
"Sphingomonas",0.14,0.012,1.7e-24,2.77666666666667e-23,"zinb","Sphingomonas","positively correlated",22.5564762533129,49,0,"age",0.43026706231454,0.00396088953928571
"Bifidobacterium1",0.031,0.196,0.87,0.938297872340426,"zinb","Bifidobacterium","ns",0.0276592684678789,49,0,"seroconv",0.869436201780415,0.0373598477948381
"Streptococcus1",-0.089,0.099,0.37,0.938297872340426,"nb","Streptococcus","ns",0.0276592684678789,49,0,"seroconv",0.98813056379822,0.321975753771669
"Staphylococcus1",0.061,0.131,0.64,0.938297872340426,"nb","Staphylococcus","ns",0.0276592684678789,49,0,"seroconv",0.961424332344214,0.193095765430152
"Veillonella1",-0.087,0.243,0.72,0.938297872340426,"zinb","Veillonella","ns",0.0276592684678789,49,0,"seroconv",0.626112759643917,0.0513659859574295
"Lactobacillus1",0.632,0.363,0.084,0.686,"zinb","Lactobacillus","ns",0.163675884293248,49,0,"seroconv",0.255192878338279,0.0038560094404373
"Collinsella1",-0.555,0.335,0.1,0.7,"zinb","Collinsella","ns",0.154901959985743,49,0,"seroconv",0.317507418397626,0.00436682913559932
"Haemophilus1",0.315,0.353,0.38,0.938297872340426,"zinb","Haemophilus","ns",0.0276592684678789,49,0,"seroconv",0.237388724035608,0.00235359776848228
"Klebsiella1",-0.254,0.337,0.45,0.938297872340426,"zinb","Klebsiella","ns",0.0276592684678789,49,0,"seroconv",0.29080118694362,0.00389720707699005
"Rothia1",0.101,0.172,0.56,0.938297872340426,"zinb","Rothia","ns",0.0276592684678789,49,0,"seroconv",0.718100890207715,0.0228127544245665
"Gemella1",-0.042,0.205,0.84,0.938297872340426,"zinb","Gemella","ns",0.0276592684678789,49,0,"seroconv",0.465875370919881,0.0115751047595812
"Bacillus1",-0.058,0.339,0.86,0.938297872340426,"zinb","Bacillus","ns",0.0276592684678789,49,0,"seroconv",0.264094955489614,0.00190417737998985
"Pseudomonas1",-0.166,0.194,0.39,0.938297872340426,"zinb","Pseudomonas","ns",0.0276592684678789,49,0,"seroconv",0.937685459940653,0.0309107474517469
"Cutibacterium1",-0.008,0.234,0.97,0.97,"zinb","Cutibacterium","ns",0.0132282657337552,49,0,"seroconv",0.774480712166172,0.0156106799890056
"Acinetobacter1",0.044,0.176,0.8,0.938297872340426,"nb","Acinetobacter","ns",0.0276592684678789,49,0,"seroconv",0.961424332344214,0.0648456281630969
"Enhydrobacter1",-0.785,0.268,0.004,0.179666666666667,"zinb","Enhydrobacter","ns",0.745532489532924,49,0,"seroconv",0.519287833827893,0.00620983273627941
"Corynebacterium_11",0.036,0.183,0.85,0.938297872340426,"zinb","Corynebacterium_1","ns",0.0276592684678789,49,0,"seroconv",0.946587537091988,0.0902623181040354
"Hydrogenophilus1",-0.368,0.34,0.28,0.938297872340426,"zinb","Hydrogenophilus","ns",0.0276592684678789,49,0,"seroconv",0.483679525222552,0.00973615474882141
"Dermacoccus1",-0.474,0.41,0.25,0.938297872340426,"zinb","Dermacoccus","ns",0.0276592684678789,49,0,"seroconv",0.207715133531157,0.00581520114639118
"Paracoccus1",0.178,0.186,0.34,0.938297872340426,"zinb","Paracoccus","ns",0.0276592684678789,49,0,"seroconv",0.8486646884273,0.0222224521351712
"Granulicatella1",-0.338,0.294,0.25,0.938297872340426,"zinb","Granulicatella","ns",0.0276592684678789,49,0,"seroconv",0.320474777448071,0.00417675086249087
"Micrococcus1",-0.11,0.223,0.62,0.938297872340426,"zinb","Micrococcus","ns",0.0276592684678789,49,0,"seroconv",0.765578635014837,0.0134006029505905
"Kocuria1",-0.058,0.229,0.8,0.938297872340426,"zinb","Kocuria","ns",0.0276592684678789,49,0,"seroconv",0.623145400593472,0.00908636584199933
"S311",-0.237,0.323,0.46,0.938297872340426,"zinb","S31","ns",0.0276592684678789,49,0,"seroconv",0.412462908011869,0.00420348017134822
"Janibacter1",-0.776,0.288,0.0079,0.179666666666667,"zinb","Janibacter","ns",0.745532489532924,49,0,"seroconv",0.323442136498516,0.00380887744955979
"Aeromonas1",0.798,0.308,0.011,0.179666666666667,"zinb","Aeromonas","ns",0.745532489532924,49,0,"seroconv",0.445103857566766,0.00510570771461853
"Shewanella1",0.052,0.31,0.87,0.938297872340426,"zinb","Shewanella","ns",0.0276592684678789,49,0,"seroconv",0.249258160237389,0.00139659553857404
"Chryseobacterium1",0.216,0.335,0.52,0.938297872340426,"zinb","Chryseobacterium","ns",0.0276592684678789,49,0,"seroconv",0.243323442136499,0.00120060556341803
"Cloacibacterium1",0.046,0.361,0.9,0.938297872340426,"zinb","Cloacibacterium","ns",0.0276592684678789,49,0,"seroconv",0.252225519287834,0.00351710879945547
"Rheinheimera1",0.435,0.359,0.23,0.938297872340426,"zinb","Rheinheimera","ns",0.0276592684678789,49,0,"seroconv",0.302670623145401,0.00375265913109918
"Exiguobacterium1",-0.243,0.288,0.4,0.938297872340426,"zinb","Exiguobacterium","ns",0.0276592684678789,49,0,"seroconv",0.344213649851632,0.0028895194472547
"Alishewanella1",0.57,0.307,0.065,0.686,"zinb","Alishewanella","ns",0.163675884293248,49,0,"seroconv",0.326409495548961,0.00410915252406979
"Brachybacterium1",0.186,0.285,0.52,0.938297872340426,"zinb","Brachybacterium","ns",0.0276592684678789,49,0,"seroconv",0.391691394658754,0.00362376465539964
"Rubellimicrobium1",0.131,0.329,0.69,0.938297872340426,"zinb","Rubellimicrobium","ns",0.0276592684678789,49,0,"seroconv",0.353115727002967,0.00441434737770926
"Brevundimonas1",-0.186,0.306,0.54,0.938297872340426,"zinb","Brevundimonas","ns",0.0276592684678789,49,0,"seroconv",0.27299703264095,0.00245770830558029
"Stenotrophomonas1",-0.027,0.366,0.94,0.959583333333333,"zinb","Stenotrophomonas","ns",0.0179173037473749,49,0,"seroconv",0.216617210682493,0.00159029239397858
"Bergeyella1",0.044,0.341,0.9,0.938297872340426,"zinb","Bergeyella","ns",0.0276592684678789,49,0,"seroconv",0.213649851632047,0.00111098704677142
"Moraxella1",0.168,0.371,0.65,0.938297872340426,"zinb","Moraxella","ns",0.0276592684678789,49,0,"seroconv",0.267062314540059,0.00408173905884765
"Saccharopolyspora1",-0.234,0.297,0.43,0.938297872340426,"zinb","Saccharopolyspora","ns",0.0276592684678789,49,0,"seroconv",0.302670623145401,0.00188156933367626
"Anaerococcus1",-0.062,0.319,0.85,0.938297872340426,"zinb","Anaerococcus","ns",0.0276592684678789,49,0,"seroconv",0.261127596439169,0.00331652469370919
"Comamonas1",0.137,0.269,0.61,0.938297872340426,"zinb","Comamonas","ns",0.0276592684678789,49,0,"seroconv",0.320474777448071,0.00219860334942585
"Massilia1",0.09,0.381,0.81,0.938297872340426,"zinb","Massilia","ns",0.0276592684678789,49,0,"seroconv",0.225519287833828,0.00334453525748471
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium1",-0.911,1.289,0.48,0.938297872340426,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ns",0.0276592684678789,49,0,"seroconv",0.210682492581602,0.00239746332379555
"Chryseomicrobium1",0.052,0.41,0.9,0.938297872340426,"zinb","Chryseomicrobium","ns",0.0276592684678789,49,0,"seroconv",0.204747774480712,0.00152873063283993
"Qipengyuania1",-0.189,0.399,0.64,0.938297872340426,"zinb","Qipengyuania","ns",0.0276592684678789,49,0,"seroconv",0.222551928783383,0.00266662070998224
"Brevibacterium1",-0.072,0.37,0.85,0.938297872340426,"zinb","Brevibacterium","ns",0.0276592684678789,49,0,"seroconv",0.225519287833828,0.00126360184608328
"Ornithinimicrobium1",-0.063,0.287,0.83,0.938297872340426,"zinb","Ornithinimicrobium","ns",0.0276592684678789,49,0,"seroconv",0.29080118694362,0.00157815241427781
"Deinococcus1",0.209,0.307,0.5,0.938297872340426,"zinb","Deinococcus","ns",0.0276592684678789,49,0,"seroconv",0.237388724035608,0.00152051848123355
"unassigned1",0.896,0.713,0.21,0.938297872340426,"zinb","unassigned","ns",0.0276592684678789,49,0,"seroconv",0.267062314540059,0.000240478171157078
"Sphingomonas1",-0.536,0.3,0.077,0.686,"zinb","Sphingomonas","ns",0.163675884293248,49,0,"seroconv",0.43026706231454,0.00396088953928571
"Bifidobacterium2",0.014,0.056,0.81,0.99,"zinb","Bifidobacterium","ns",0.00436480540245009,49,0,"IgA",0.869436201780415,0.0373598477948381
"Streptococcus2",-0.03,0.028,0.28,0.951176470588235,"nb","Streptococcus","ns",0.0217389014718728,49,0,"IgA",0.98813056379822,0.321975753771669
"Staphylococcus2",0.05,0.037,0.17,0.925555555555556,"nb","Staphylococcus","ns",0.0335975080325372,49,0,"IgA",0.961424332344214,0.193095765430152
"Veillonella2",-0.024,0.068,0.73,0.95421052631579,"zinb","Veillonella","ns",0.0203557968573203,49,0,"IgA",0.626112759643917,0.0513659859574295
"Lactobacillus2",0.286,0.102,0.0057,0.2793,"zinb","Lactobacillus","ns",0.553929064298995,49,0,"IgA",0.255192878338279,0.0038560094404373
"Collinsella2",-0.073,0.09,0.42,0.951176470588235,"zinb","Collinsella","ns",0.0217389014718728,49,0,"IgA",0.317507418397626,0.00436682913559932
"Haemophilus2",0.052,0.1,0.61,0.951176470588235,"zinb","Haemophilus","ns",0.0217389014718728,49,0,"IgA",0.237388724035608,0.00235359776848228
"Klebsiella2",-0.106,0.093,0.26,0.951176470588235,"zinb","Klebsiella","ns",0.0217389014718728,49,0,"IgA",0.29080118694362,0.00389720707699005
"Rothia2",0.023,0.049,0.63,0.951176470588235,"zinb","Rothia","ns",0.0217389014718728,49,0,"IgA",0.718100890207715,0.0228127544245665
"Gemella2",-0.002,0.059,0.98,0.99,"zinb","Gemella","ns",0.00436480540245009,49,0,"IgA",0.465875370919881,0.0115751047595812
"Bacillus2",0.005,0.097,0.96,0.99,"zinb","Bacillus","ns",0.00436480540245009,49,0,"IgA",0.264094955489614,0.00190417737998985
"Pseudomonas2",0.011,0.056,0.85,0.99,"zinb","Pseudomonas","ns",0.00436480540245009,49,0,"IgA",0.937685459940653,0.0309107474517469
"Cutibacterium2",0.029,0.066,0.66,0.951176470588235,"zinb","Cutibacterium","ns",0.0217389014718728,49,0,"IgA",0.774480712166172,0.0156106799890056
"Acinetobacter2",0.037,0.05,0.46,0.951176470588235,"nb","Acinetobacter","ns",0.0217389014718728,49,0,"IgA",0.961424332344214,0.0648456281630969
"Enhydrobacter2",-0.154,0.078,0.049,0.4802,"zinb","Enhydrobacter","ns",0.318577844278991,49,0,"IgA",0.519287833827893,0.00620983273627941
"Corynebacterium_12",-0.004,0.052,0.94,0.99,"zinb","Corynebacterium_1","ns",0.00436480540245009,49,0,"IgA",0.946587537091988,0.0902623181040354
"Hydrogenophilus2",-0.124,0.096,0.2,0.951176470588235,"zinb","Hydrogenophilus","ns",0.0217389014718728,49,0,"IgA",0.483679525222552,0.00973615474882141
"Dermacoccus2",-0.037,0.111,0.74,0.95421052631579,"zinb","Dermacoccus","ns",0.0203557968573203,49,0,"IgA",0.207715133531157,0.00581520114639118
"Paracoccus2",0.028,0.053,0.59,0.951176470588235,"zinb","Paracoccus","ns",0.0217389014718728,49,0,"IgA",0.8486646884273,0.0222224521351712
"Granulicatella2",-0.121,0.079,0.13,0.91,"zinb","Granulicatella","ns",0.0409586076789064,49,0,"IgA",0.320474777448071,0.00417675086249087
"Micrococcus2",-0.017,0.063,0.79,0.99,"zinb","Micrococcus","ns",0.00436480540245009,49,0,"IgA",0.765578635014837,0.0134006029505905
"Kocuria2",0.029,0.065,0.66,0.951176470588235,"zinb","Kocuria","ns",0.0217389014718728,49,0,"IgA",0.623145400593472,0.00908636584199933
"S312",-0.155,0.09,0.086,0.702333333333333,"zinb","S31","ns",0.153456719111562,49,0,"IgA",0.412462908011869,0.00420348017134822
"Janibacter2",-0.181,0.08,0.026,0.4802,"zinb","Janibacter","ns",0.318577844278991,49,0,"IgA",0.323442136498516,0.00380887744955979
"Aeromonas2",0.123,0.089,0.17,0.925555555555556,"zinb","Aeromonas","ns",0.0335975080325372,49,0,"IgA",0.445103857566766,0.00510570771461853
"Shewanella2",-0.103,0.085,0.23,0.951176470588235,"zinb","Shewanella","ns",0.0217389014718728,49,0,"IgA",0.249258160237389,0.00139659553857404
"Chryseobacterium2",0.066,0.095,0.49,0.951176470588235,"zinb","Chryseobacterium","ns",0.0217389014718728,49,0,"IgA",0.243323442136499,0.00120060556341803
"Cloacibacterium2",0.045,0.102,0.66,0.951176470588235,"zinb","Cloacibacterium","ns",0.0217389014718728,49,0,"IgA",0.252225519287834,0.00351710879945547
"Rheinheimera2",0.087,0.101,0.39,0.951176470588235,"zinb","Rheinheimera","ns",0.0217389014718728,49,0,"IgA",0.302670623145401,0.00375265913109918
"Exiguobacterium2",-0.051,0.088,0.57,0.951176470588235,"zinb","Exiguobacterium","ns",0.0217389014718728,49,0,"IgA",0.344213649851632,0.0028895194472547
"Alishewanella2",0.065,0.088,0.46,0.951176470588235,"zinb","Alishewanella","ns",0.0217389014718728,49,0,"IgA",0.326409495548961,0.00410915252406979
"Brachybacterium2",-0.001,0.08,0.99,0.99,"zinb","Brachybacterium","ns",0.00436480540245009,49,0,"IgA",0.391691394658754,0.00362376465539964
"Rubellimicrobium2",0.066,0.092,0.48,0.951176470588235,"zinb","Rubellimicrobium","ns",0.0217389014718728,49,0,"IgA",0.353115727002967,0.00441434737770926
"Brevundimonas2",0.01,0.085,0.9,0.99,"zinb","Brevundimonas","ns",0.00436480540245009,49,0,"IgA",0.27299703264095,0.00245770830558029
"Stenotrophomonas2",0.033,0.098,0.74,0.95421052631579,"zinb","Stenotrophomonas","ns",0.0203557968573203,49,0,"IgA",0.216617210682493,0.00159029239397858
"Bergeyella2",-0.073,0.098,0.46,0.951176470588235,"zinb","Bergeyella","ns",0.0217389014718728,49,0,"IgA",0.213649851632047,0.00111098704677142
"Moraxella2",0.093,0.1,0.36,0.951176470588235,"zinb","Moraxella","ns",0.0217389014718728,49,0,"IgA",0.267062314540059,0.00408173905884765
"Saccharopolyspora2",-0.054,0.082,0.51,0.951176470588235,"zinb","Saccharopolyspora","ns",0.0217389014718728,49,0,"IgA",0.302670623145401,0.00188156933367626
"Anaerococcus2",-0.049,0.086,0.57,0.951176470588235,"zinb","Anaerococcus","ns",0.0217389014718728,49,0,"IgA",0.261127596439169,0.00331652469370919
"Comamonas2",0.066,0.075,0.38,0.951176470588235,"zinb","Comamonas","ns",0.0217389014718728,49,0,"IgA",0.320474777448071,0.00219860334942585
"Massilia2",0.018,0.109,0.87,0.99,"zinb","Massilia","ns",0.00436480540245009,49,0,"IgA",0.225519287833828,0.00334453525748471
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium2",-0.233,0.226,0.3,0.951176470588235,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ns",0.0217389014718728,49,0,"IgA",0.210682492581602,0.00239746332379555
"Chryseomicrobium2",-0.054,0.117,0.64,0.951176470588235,"zinb","Chryseomicrobium","ns",0.0217389014718728,49,0,"IgA",0.204747774480712,0.00152873063283993
"Qipengyuania2",-0.013,0.113,0.91,0.99,"zinb","Qipengyuania","ns",0.00436480540245009,49,0,"IgA",0.222551928783383,0.00266662070998224
"Brevibacterium2",-0.003,0.105,0.98,0.99,"zinb","Brevibacterium","ns",0.00436480540245009,49,0,"IgA",0.225519287833828,0.00126360184608328
"Ornithinimicrobium2",-0.029,0.08,0.72,0.95421052631579,"zinb","Ornithinimicrobium","ns",0.0203557968573203,49,0,"IgA",0.29080118694362,0.00157815241427781
"Deinococcus2",0.185,0.088,0.038,0.4802,"zinb","Deinococcus","ns",0.318577844278991,49,0,"IgA",0.237388724035608,0.00152051848123355
"unassigned2",0.417,0.201,0.041,0.4802,"zinb","unassigned","ns",0.318577844278991,49,0,"IgA",0.267062314540059,0.000240478171157078
"Sphingomonas2",-0.056,0.082,0.49,0.951176470588235,"zinb","Sphingomonas","ns",0.0217389014718728,49,0,"IgA",0.43026706231454,0.00396088953928571
