"","Estimate","Std.Error","pvalue","padj","method","taxon","signif","pscale","n_tested","failed_convergence","comparison","prevalence","mean"
"Lactococcus",0.101,0.018,8.1e-07,2.28272727272727e-06,"zinb","Lactococcus","positively correlated",5.6415459724453,31,0,"age",0.238532110091743,0.000371007060198933
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",-0.071,0.026,0.0091,0.014105,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","negatively correlated",1.85062690950861,31,0,"age",0.201834862385321,0.00202668650777702
"unassigned",-0.125,0.012,7.4e-16,2.294e-14,"zinb","unassigned","negatively correlated",13.6394065864348,31,0,"age",0.302752293577982,0.000180337144239152
"Sphingomonas",0.104,0.025,7.6e-05,0.000157066666666667,"zinb","Sphingomonas","positively correlated",3.80391597294062,31,0,"age",0.211009174311927,0.000967227262262963
"Bifidobacterium1",0.053,0.42,0.9,0.985714285714286,"zinb","Bifidobacterium","ns",0.00624894927700149,31,1,"seroconv",0.44954128440367,0.00473006272758588
"Streptococcus1",-0.233,0.147,0.12,0.664285714285714,"nb","Streptococcus","ns",0.177645087124303,31,1,"seroconv",0.990825688073395,0.417637932908596
"Staphylococcus1",-0.499,0.426,0.25,0.664285714285714,"zinb","Staphylococcus","ns",0.177645087124303,31,1,"seroconv",0.944954128440367,0.211770383578725
"Bacteroides1",0.269,0.441,0.55,0.717391304347826,"zinb","Bacteroides","ns",0.144243891803687,31,1,"seroconv",0.26605504587156,0.00203860432954901
"Veillonella1",0.07,0.304,0.82,0.980769230769231,"zinb","Veillonella","ns",0.00843316753686286,31,1,"seroconv",0.770642201834862,0.0579405792964738
"Lactobacillus1",-1.394,0.575,0.02,0.58,"zinb","Lactobacillus","ns",0.236572006437063,31,1,"seroconv",0.376146788990826,0.00786406950174862
"Haemophilus1",0.548,0.473,0.25,0.664285714285714,"zinb","Haemophilus","ns",0.177645087124303,31,1,"seroconv",0.568807339449541,0.0286832522757455
"Klebsiella1",-1.233,0.62,0.053,0.58,"zinb","Klebsiella","ns",0.236572006437063,31,1,"seroconv",0.348623853211009,0.0132014311274616
"Rothia1",0.009,0.517,0.99,0.99,"zinb","Rothia","ns",0.00436480540245009,31,1,"seroconv",0.770642201834862,0.0271545679174115
"Gemella1",-0.269,0.436,0.54,0.717391304347826,"zinb","Gemella","ns",0.144243891803687,31,1,"seroconv",0.743119266055046,0.0390944146570437
"Pseudomonas1",-0.131,0.671,0.85,0.980769230769231,"zinb","Pseudomonas","ns",0.00843316753686286,31,1,"seroconv",0.614678899082569,0.0465746583728173
"Cutibacterium1",-0.454,0.439,0.31,0.664285714285714,"zinb","Cutibacterium","ns",0.177645087124303,31,1,"seroconv",0.871559633027523,0.0111310795821261
"Acinetobacter1",0.483,0.61,0.43,0.716666666666667,"zinb","Acinetobacter","ns",0.144682794804057,31,1,"seroconv",0.73394495412844,0.060780075111207
"Enhydrobacter1",0.814,0.579,0.17,0.664285714285714,"zinb","Enhydrobacter","ns",0.177645087124303,31,1,"seroconv",0.541284403669725,0.0216428724543428
"Corynebacterium_11",0.511,0.486,0.3,0.664285714285714,"zinb","Corynebacterium_1","ns",0.177645087124303,31,1,"seroconv",0.697247706422018,0.0196640952868578
"Dermacoccus1",0.437,0.543,0.43,0.716666666666667,"zinb","Dermacoccus","ns",0.144682794804057,31,1,"seroconv",0.302752293577982,0.00137189408813678
"Granulicatella1",-0.476,0.534,0.38,0.7125,"zinb","Granulicatella","ns",0.147215131319452,31,1,"seroconv",0.321100917431193,0.0025466944129775
"Micrococcus1",0.047,0.466,0.92,0.985714285714286,"zinb","Micrococcus","ns",0.00624894927700149,31,1,"seroconv",0.229357798165138,0.000766311012813647
"Kocuria1",0.038,0.708,0.96,0.99,"zinb","Kocuria","ns",0.00436480540245009,31,1,"seroconv",0.26605504587156,0.00181111170992549
"Chryseobacterium1",1.538,0.787,0.058,0.58,"zinb","Chryseobacterium","ns",0.236572006437063,31,1,"seroconv",0.26605504587156,0.00624527850107531
"Actinomyces1",-0.274,0.414,0.51,0.717391304347826,"zinb","Actinomyces","ns",0.144243891803687,31,1,"seroconv",0.330275229357798,0.00374658551463682
"Flavobacterium1",0.765,0.685,0.27,0.664285714285714,"zinb","Flavobacterium","ns",0.177645087124303,31,1,"seroconv",0.26605504587156,0.00169389094129896
"Lawsonella1",0.25,0.497,0.62,0.775,"zinb","Lawsonella","ns",0.11069829749369,31,1,"seroconv",0.284403669724771,0.00055622996306731
"Bergeyella1",-0.606,0.482,0.22,0.664285714285714,"zinb","Bergeyella","ns",0.177645087124303,31,1,"seroconv",0.284403669724771,0.000892556858977991
"Moraxella1",-0.834,0.659,0.21,0.664285714285714,"zinb","Moraxella","ns",0.177645087124303,31,1,"seroconv",0.201834862385321,0.00109070102418246
"Neisseria1",0.512,0.714,0.48,0.717391304347826,"zinb","Neisseria","ns",0.144243891803687,31,1,"seroconv",0.238532110091743,0.00569377398011977
"Lactococcus1",-0.291,0.475,0.54,0.717391304347826,"zinb","Lactococcus","ns",0.144243891803687,31,1,"seroconv",0.238532110091743,0.000376080654428682
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium1",1.011,0.718,0.17,0.664285714285714,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ns",0.177645087124303,31,1,"seroconv",0.201834862385321,0.00211868722989129
"unassigned1",1.005,1.062,0.35,0.7,"zinb","unassigned","ns",0.154901959985743,31,1,"seroconv",0.302752293577982,0.000180687785339337
"Sphingomonas1",0.599,0.534,0.27,0.664285714285714,"zinb","Sphingomonas","ns",0.177645087124303,31,1,"seroconv",0.211009174311927,0.00100143719543728
"Bifidobacterium2",0.075,0.111,0.5,0.882352941176471,"zinb","Bifidobacterium","ns",0.0543576623225927,31,1,"IgA",0.44954128440367,0.00473006272758588
"Streptococcus2",-0.056,0.039,0.16,0.533333333333333,"nb","Streptococcus","ns",0.273001272063738,31,1,"IgA",0.990825688073395,0.417637932908596
"Staphylococcus2",-0.222,0.113,0.056,0.336,"zinb","Staphylococcus","ns",0.473660722610156,31,1,"IgA",0.944954128440367,0.211770383578725
"Bacteroides2",0.019,0.134,0.89,0.92,"zinb","Bacteroides","ns",0.0362121726544447,31,1,"IgA",0.26605504587156,0.00203860432954901
"Veillonella2",0.075,0.074,0.32,0.8,"zinb","Veillonella","ns",0.0969100130080564,31,1,"IgA",0.770642201834862,0.0579405792964738
"Lactobacillus2",-0.401,0.168,0.021,0.315,"zinb","Lactobacillus","ns",0.501689446210399,31,1,"IgA",0.376146788990826,0.00786406950174862
"Haemophilus2",0.036,0.133,0.79,0.911538461538462,"zinb","Haemophilus","ns",0.0402250019607141,31,1,"IgA",0.568807339449541,0.0286832522757455
"Klebsiella2",-0.173,0.213,0.42,0.882352941176471,"zinb","Klebsiella","ns",0.0543576623225927,31,1,"IgA",0.348623853211009,0.0132014311274616
"Rothia2",-0.123,0.137,0.38,0.876923076923077,"zinb","Rothia","ns",0.0570385009703642,31,1,"IgA",0.770642201834862,0.0271545679174115
"Gemella2",-0.05,0.119,0.68,0.911538461538462,"zinb","Gemella","ns",0.0402250019607141,31,1,"IgA",0.743119266055046,0.0390944146570437
"Pseudomonas2",0.028,0.183,0.88,0.92,"zinb","Pseudomonas","ns",0.0362121726544447,31,1,"IgA",0.614678899082569,0.0465746583728173
"Cutibacterium2",0.066,0.115,0.57,0.911538461538462,"zinb","Cutibacterium","ns",0.0402250019607141,31,1,"IgA",0.871559633027523,0.0111310795821261
"Acinetobacter2",0.315,0.153,0.046,0.336,"zinb","Acinetobacter","ns",0.473660722610156,31,1,"IgA",0.73394495412844,0.060780075111207
"Enhydrobacter2",0.302,0.146,0.044,0.336,"zinb","Enhydrobacter","ns",0.473660722610156,31,1,"IgA",0.541284403669725,0.0216428724543428
"Corynebacterium_12",0.043,0.14,0.76,0.911538461538462,"zinb","Corynebacterium_1","ns",0.0402250019607141,31,1,"IgA",0.697247706422018,0.0196640952868578
"Dermacoccus2",0.105,0.144,0.47,0.882352941176471,"zinb","Dermacoccus","ns",0.0543576623225927,31,1,"IgA",0.302752293577982,0.00137189408813678
"Granulicatella2",-0.16,0.14,0.26,0.709090909090909,"zinb","Granulicatella","ns",0.149298082467745,31,1,"IgA",0.321100917431193,0.0025466944129775
"Micrococcus2",-0.05,0.117,0.67,0.911538461538462,"zinb","Micrococcus","ns",0.0402250019607141,31,1,"IgA",0.229357798165138,0.000766311012813647
"Kocuria2",-0.082,0.18,0.65,0.911538461538462,"zinb","Kocuria","ns",0.0402250019607141,31,1,"IgA",0.26605504587156,0.00181111170992549
"Chryseobacterium2",0.298,0.232,0.21,0.63,"zinb","Chryseobacterium","ns",0.200659450546418,31,1,"IgA",0.26605504587156,0.00624527850107531
"Actinomyces2",-0.041,0.114,0.72,0.911538461538462,"zinb","Actinomyces","ns",0.0402250019607141,31,1,"IgA",0.330275229357798,0.00374658551463682
"Flavobacterium2",0.127,0.187,0.5,0.882352941176471,"zinb","Flavobacterium","ns",0.0543576623225927,31,1,"IgA",0.26605504587156,0.00169389094129896
"Lawsonella2",-0.021,0.136,0.88,0.92,"zinb","Lawsonella","ns",0.0362121726544447,31,1,"IgA",0.284403669724771,0.00055622996306731
"Bergeyella2",-0.201,0.139,0.16,0.533333333333333,"zinb","Bergeyella","ns",0.273001272063738,31,1,"IgA",0.284403669724771,0.000892556858977991
"Moraxella2",-0.29,0.176,0.11,0.533333333333333,"zinb","Moraxella","ns",0.273001272063738,31,1,"IgA",0.201834862385321,0.00109070102418246
"Neisseria2",0.064,0.203,0.75,0.911538461538462,"zinb","Neisseria","ns",0.0402250019607141,31,1,"IgA",0.238532110091743,0.00569377398011977
"Lactococcus2",-0.07,0.187,0.71,0.911538461538462,"zinb","Lactococcus","ns",0.0402250019607141,31,1,"IgA",0.238532110091743,0.000376080654428682
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium2",0.452,0.175,0.013,0.315,"zinb","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ns",0.501689446210399,31,1,"IgA",0.201834862385321,0.00211868722989129
"unassigned2",0.433,0.279,0.13,0.533333333333333,"zinb","unassigned","ns",0.273001272063738,31,1,"IgA",0.302752293577982,0.000180687785339337
"Sphingomonas2",0.014,0.136,0.92,0.92,"zinb","Sphingomonas","ns",0.0362121726544447,31,1,"IgA",0.211009174311927,0.00100143719543728
