"","Estimate","Std.Error","pvalue","padj","method","taxon","signif","pscale","n_tested","failed_convergence","comparison","prevalence","mean"
"Pseudomonas",0.005,0.021,0.81,0.861702127659575,"zinb","Pseudomonas","ns",0.0646428347210489,50,0,"age",0.728110599078341,0.0198582036047521
"Cutibacterium",0.037,0.018,0.043,0.0693548387096774,"zinb","Cutibacterium","ns",1.15892323391867,50,0,"age",0.811059907834101,0.00768258397877676
"Enterobacter",-0.184,0.017,2.6e-19,4.33333333333333e-18,"zinb","Enterobacter","negatively correlated",17.3631779024128,50,0,"age",0.202764976958525,0.00770833688680169
"Acinetobacter",-0.021,0.018,0.24,0.333333333333333,"zinb","Acinetobacter","ns",0.477121254719662,50,0,"age",0.834101382488479,0.0415971024244937
"Enhydrobacter",0.079,0.017,9.1e-06,2.39473684210526e-05,"zinb","Enhydrobacter","positively correlated",4.62074220429572,50,0,"age",0.410138248847926,0.00689381673765981
"Faecalibacterium",0.01,0.015,0.49,0.569767441860465,"zinb","Faecalibacterium","ns",0.244302371215054,50,0,"age",0.331797235023041,0.00274298850798837
"Agathobacter",0.072,0.016,1.1e-05,2.75e-05,"zinb","Agathobacter","positively correlated",4.56066730616974,50,0,"age",0.32258064516129,0.00353347244581876
"Corynebacterium_1",0.017,0.017,0.32,0.41025641025641,"zinb","Corynebacterium_1","ns",0.386944624370574,50,0,"age",0.894009216589862,0.0252923666017725
"Subdoligranulum",-0.072,0.024,0.0028,0.00538461538461538,"zinb","Subdoligranulum","negatively correlated",2.26884531229258,50,0,"age",0.253456221198157,0.00279626021486186
"Succinivibrio",-0.105,0.015,9.7e-11,6.0625e-10,"zinb","Succinivibrio","negatively correlated",9.21734824838968,50,0,"age",0.211981566820276,0.00181579927617443
"Blautia",-0.016,0.019,0.39,0.475609756097561,"zinb","Blautia","ns",0.322749245357217,50,0,"age",0.377880184331797,0.00322109101078023
"Ruminococcus_2",-0.074,0.016,1.5e-05,3.57142857142857e-05,"zinb","Ruminococcus_2","negatively correlated",4.44715803134222,50,0,"age",0.262672811059908,0.00395758736580564
"Dorea",0.089,0.015,3.4e-08,1.0625e-07,"zinb","Dorea","positively correlated",6.97367106127765,50,0,"age",0.221198156682028,0.00172316923212317
"Paracoccus",0.025,0.016,0.12,0.181818181818182,"zinb","Paracoccus","ns",0.740362689494244,50,0,"age",0.548387096774194,0.00563115956732445
"Granulicatella",-0.008,0.014,0.56,0.622222222222222,"zinb","Granulicatella","ns",0.206054482433124,50,0,"age",0.377880184331797,0.00809096164771453
"Micrococcus",-0.003,0.017,0.85,0.86734693877551,"zinb","Micrococcus","ns",0.0618071499782021,50,0,"age",0.658986175115207,0.00755525583460877
"Kocuria",0.092,0.018,7.6e-07,2.11111111111111e-06,"zinb","Kocuria","positively correlated",5.6754889084865,50,0,"age",0.622119815668203,0.0120924690152159
"Alloprevotella",-0.008,0.013,0.55,0.622222222222222,"zinb","Alloprevotella","ns",0.206054482433124,50,0,"age",0.230414746543779,0.00253981821756858
"Janibacter",0.046,0.016,0.0062,0.0110714285714286,"zinb","Janibacter","positively correlated",1.95579633750795,50,0,"age",0.456221198156682,0.00400310530283923
"Aeromonas",0.138,0.013,5.1e-18,5.1e-17,"zinb","Aeromonas","positively correlated",16.2924298239021,50,0,"age",0.276497695852535,0.00211338389715965
"Prevotella_7",0.122,0.017,3.6e-11,2.57142857142857e-10,"zinb","Prevotella_7","positively correlated",9.58982553491095,50,0,"age",0.225806451612903,0.00113240727336421
"Chryseobacterium",-0.003,0.018,0.88,0.88,"zinb","Chryseobacterium","ns",0.0555173278498314,50,0,"age",0.285714285714286,0.00320061278153172
"Actinomyces",0.073,0.025,0.004,0.00740740740740741,"zinb","Actinomyces","positively correlated",2.13033376849501,50,0,"age",0.211981566820276,0.00161046154572626
"Brachybacterium",0.045,0.018,0.014,0.0241379310344828,"zinb","Brachybacterium","positively correlated",1.6172999578847,50,0,"age",0.3963133640553,0.00335739052454726
"Brevundimonas",0.113,0.018,6.1e-09,2.17857142857143e-08,"zinb","Brevundimonas","positively correlated",7.66182819633145,50,0,"age",0.308755760368664,0.00179040640152071
"Flavobacterium",0.022,0.017,0.2,0.285714285714286,"zinb","Flavobacterium","ns",0.544068044350276,50,0,"age",0.313364055299539,0.00153775295919325
"Stenotrophomonas",0.051,0.013,0.00013,0.000295454545454545,"zinb","Stenotrophomonas","positively correlated",3.52950932417935,50,0,"age",0.221198156682028,0.00269294760646696
"Bergeyella",-0.044,0.013,0.0011,0.00229166666666667,"zinb","Bergeyella","negatively correlated",2.63984855221736,50,0,"age",0.207373271889401,0.00105669344164035
"Anaerococcus",-0.016,0.014,0.26,0.351351351351351,"zinb","Anaerococcus","ns",0.454258371760158,50,0,"age",0.331797235023041,0.00622757898553962
"Citricoccus",0.088,0.014,2.2e-09,9.16666666666667e-09,"zinb","Citricoccus","positively correlated",8.0377885608894,50,0,"age",0.216589861751152,0.000982410242770205
"Methylobacterium",0.055,0.017,0.0014,0.0028,"zinb","Methylobacterium","positively correlated",2.55284196865778,50,0,"age",0.207373271889401,0.0025892501133667
"Brevibacterium",0.097,0.016,3.1e-08,1.03333333333333e-07,"zinb","Brevibacterium","positively correlated",6.98575956088539,50,0,"age",0.308755760368664,0.0025160297204969
"Empedobacter",-0.23,0.01,1.3e-44,6.5e-43,"zinb","Empedobacter","negatively correlated",42.1870866433571,50,0,"age",0.202764976958525,0.00148878620460206
"Dietzia",0.167,0.024,2e-10,1.11111111111111e-09,"zinb","Dietzia","positively correlated",8.95424250943933,50,0,"age",0.258064516129032,0.00183865835929247
"Luteimonas",0.02,0.019,0.28,0.368421052631579,"zinb","Luteimonas","ns",0.433655560938572,50,0,"age",0.207373271889401,0.000893907148272207
"Sphingomonas",0.017,0.019,0.38,0.475,"zinb","Sphingomonas","ns",0.323306390375133,50,0,"age",0.3963133640553,0.00262509838445596
"Bifidobacterium1",-0.141,0.309,0.65,0.918604651162791,"zinb","Bifidobacterium","ns",0.0368713599531263,50,0,"seroconv",0.889400921658986,0.0401414650482995
"Streptococcus1",0.14,0.137,0.31,0.918604651162791,"nb","Streptococcus","ns",0.0368713599531263,50,0,"seroconv",1,0.391004934150191
"Staphylococcus1",-0.149,0.213,0.49,0.918604651162791,"zinb","Staphylococcus","ns",0.0368713599531263,50,0,"seroconv",0.944700460829493,0.155696311252296
"Bacteroides1",0.535,0.397,0.18,0.863636363636364,"zinb","Bacteroides","ns",0.0636690798693772,50,0,"seroconv",0.428571428571429,0.0094494233539818
"Veillonella1",0.095,0.339,0.78,0.918604651162791,"zinb","Veillonella","ns",0.0368713599531263,50,0,"seroconv",0.788018433179724,0.0741305747977975
"Lactobacillus1",0.182,0.447,0.68,0.918604651162791,"zinb","Lactobacillus","ns",0.0368713599531263,50,0,"seroconv",0.36405529953917,0.00953782955562993
"Collinsella1",-0.161,0.417,0.7,0.918604651162791,"zinb","Collinsella","ns",0.0368713599531263,50,0,"seroconv",0.419354838709677,0.00864697952601226
"Haemophilus1",-0.259,0.489,0.6,0.918604651162791,"zinb","Haemophilus","ns",0.0368713599531263,50,0,"seroconv",0.317972350230415,0.00448788515910806
"Klebsiella1",0.254,0.557,0.65,0.918604651162791,"zinb","Klebsiella","ns",0.0368713599531263,50,0,"seroconv",0.36405529953917,0.0256839067881438
"Rothia1",0.092,0.307,0.77,0.918604651162791,"zinb","Rothia","ns",0.0368713599531263,50,0,"seroconv",0.654377880184332,0.0252537591129337
"unassigned_Lachnospiraceae1",0.334,0.473,0.48,0.918604651162791,"zinb","unassigned_Lachnospiraceae","ns",0.0368713599531263,50,0,"seroconv",0.304147465437788,0.00326874334061609
"Gemella1",0.492,0.357,0.17,0.863636363636364,"zinb","Gemella","ns",0.0636690798693772,50,0,"seroconv",0.612903225806452,0.0199976875563959
"Bacillus1",0.136,0.51,0.79,0.918604651162791,"zinb","Bacillus","ns",0.0368713599531263,50,0,"seroconv",0.23963133640553,0.00495257517848665
"Prevotella_91",-0.143,0.399,0.72,0.918604651162791,"zinb","Prevotella_9","ns",0.0368713599531263,50,0,"seroconv",0.645161290322581,0.021358601717081
"Pseudomonas1",-0.119,0.374,0.75,0.918604651162791,"zinb","Pseudomonas","ns",0.0368713599531263,50,0,"seroconv",0.728110599078341,0.0198582036047521
"Cutibacterium1",0.089,0.253,0.73,0.918604651162791,"zinb","Cutibacterium","ns",0.0368713599531263,50,0,"seroconv",0.811059907834101,0.00768258397877676
"Enterobacter1",0.923,0.644,0.15,0.863636363636364,"zinb","Enterobacter","ns",0.0636690798693772,50,0,"seroconv",0.202764976958525,0.00770833688680169
"Acinetobacter1",-0.345,0.29,0.24,0.918604651162791,"zinb","Acinetobacter","ns",0.0368713599531263,50,0,"seroconv",0.834101382488479,0.0415971024244937
"Enhydrobacter1",-0.286,0.32,0.37,0.918604651162791,"zinb","Enhydrobacter","ns",0.0368713599531263,50,0,"seroconv",0.410138248847926,0.00689381673765981
"Faecalibacterium1",-0.295,0.401,0.46,0.918604651162791,"zinb","Faecalibacterium","ns",0.0368713599531263,50,0,"seroconv",0.331797235023041,0.00274298850798837
"Agathobacter1",-0.076,0.389,0.85,0.934782608695652,"zinb","Agathobacter","ns",0.0292893761019876,50,0,"seroconv",0.32258064516129,0.00353347244581876
"Corynebacterium_11",-0.117,0.248,0.64,0.918604651162791,"zinb","Corynebacterium_1","ns",0.0368713599531263,50,0,"seroconv",0.894009216589862,0.0252923666017725
"Subdoligranulum1",-0.467,0.474,0.33,0.918604651162791,"zinb","Subdoligranulum","ns",0.0368713599531263,50,0,"seroconv",0.253456221198157,0.00279626021486186
"Succinivibrio1",-0.176,0.512,0.73,0.918604651162791,"zinb","Succinivibrio","ns",0.0368713599531263,50,0,"seroconv",0.211981566820276,0.00181579927617443
"Blautia1",-0.51,0.365,0.17,0.863636363636364,"zinb","Blautia","ns",0.0636690798693772,50,0,"seroconv",0.377880184331797,0.00322109101078023
"Ruminococcus_21",0.41,0.442,0.36,0.918604651162791,"zinb","Ruminococcus_2","ns",0.0368713599531263,50,0,"seroconv",0.262672811059908,0.00395758736580564
"Dorea1",-1.059,0.58,0.071,0.863636363636364,"zinb","Dorea","ns",0.0636690798693772,50,0,"seroconv",0.221198156682028,0.00172316923212317
"Paracoccus1",-0.561,0.376,0.14,0.863636363636364,"zinb","Paracoccus","ns",0.0636690798693772,50,0,"seroconv",0.548387096774194,0.00563115956732445
"Granulicatella1",-0.664,0.394,0.095,0.863636363636364,"zinb","Granulicatella","ns",0.0636690798693772,50,0,"seroconv",0.377880184331797,0.00809096164771453
"Micrococcus1",0.293,0.303,0.34,0.918604651162791,"zinb","Micrococcus","ns",0.0368713599531263,50,0,"seroconv",0.658986175115207,0.00755525583460877
"Kocuria1",-0.027,0.362,0.94,0.959183673469388,"zinb","Kocuria","ns",0.0180982220927962,50,0,"seroconv",0.622119815668203,0.0120924690152159
"Alloprevotella1",-1.505,0.414,0.00045,0.0225,"zinb","Alloprevotella","negatively correlated",1.64781748188864,50,0,"seroconv",0.230414746543779,0.00253981821756858
"Janibacter1",0.169,0.352,0.63,0.918604651162791,"zinb","Janibacter","ns",0.0368713599531263,50,0,"seroconv",0.456221198156682,0.00400310530283923
"Aeromonas1",0.244,0.5,0.63,0.918604651162791,"zinb","Aeromonas","ns",0.0368713599531263,50,0,"seroconv",0.276497695852535,0.00211338389715965
"Prevotella_71",0.125,0.385,0.75,0.918604651162791,"zinb","Prevotella_7","ns",0.0368713599531263,50,0,"seroconv",0.225806451612903,0.00113240727336421
"Chryseobacterium1",-0.227,0.455,0.62,0.918604651162791,"zinb","Chryseobacterium","ns",0.0368713599531263,50,0,"seroconv",0.285714285714286,0.00320061278153172
"Actinomyces1",-0.765,0.466,0.1,0.863636363636364,"zinb","Actinomyces","ns",0.0636690798693772,50,0,"seroconv",0.211981566820276,0.00161046154572626
"Brachybacterium1",-0.356,0.388,0.36,0.918604651162791,"zinb","Brachybacterium","ns",0.0368713599531263,50,0,"seroconv",0.3963133640553,0.00335739052454726
"Brevundimonas1",0.208,0.376,0.58,0.918604651162791,"zinb","Brevundimonas","ns",0.0368713599531263,50,0,"seroconv",0.308755760368664,0.00179040640152071
"Flavobacterium1",0.042,0.35,0.9,0.9375,"zinb","Flavobacterium","ns",0.0280287236002435,50,0,"seroconv",0.313364055299539,0.00153775295919325
"Stenotrophomonas1",-1.295,0.593,0.031,0.775,"zinb","Stenotrophomonas","ns",0.11069829749369,50,0,"seroconv",0.221198156682028,0.00269294760646696
"Bergeyella1",0.097,0.497,0.85,0.934782608695652,"zinb","Bergeyella","ns",0.0292893761019876,50,0,"seroconv",0.207373271889401,0.00105669344164035
"Anaerococcus1",0.059,0.441,0.89,0.9375,"zinb","Anaerococcus","ns",0.0280287236002435,50,0,"seroconv",0.331797235023041,0.00622757898553962
"Citricoccus1",-0.402,0.427,0.35,0.918604651162791,"zinb","Citricoccus","ns",0.0368713599531263,50,0,"seroconv",0.216589861751152,0.000982410242770205
"Methylobacterium1",-0.101,0.567,0.86,0.934782608695652,"zinb","Methylobacterium","ns",0.0292893761019876,50,0,"seroconv",0.207373271889401,0.0025892501133667
"Brevibacterium1",-0.126,0.385,0.75,0.918604651162791,"zinb","Brevibacterium","ns",0.0368713599531263,50,0,"seroconv",0.308755760368664,0.0025160297204969
"Empedobacter1",0.484,0.368,0.19,0.863636363636364,"zinb","Empedobacter","ns",0.0636690798693772,50,0,"seroconv",0.202764976958525,0.00148878620460206
"Dietzia1",-0.136,0.488,0.78,0.918604651162791,"zinb","Dietzia","ns",0.0368713599531263,50,0,"seroconv",0.258064516129032,0.00183865835929247
"Luteimonas1",0.013,0.358,0.97,0.97,"zinb","Luteimonas","ns",0.0132282657337552,50,0,"seroconv",0.207373271889401,0.000893907148272207
"Sphingomonas1",-0.178,0.344,0.61,0.918604651162791,"zinb","Sphingomonas","ns",0.0368713599531263,50,0,"seroconv",0.3963133640553,0.00262509838445596
"Bifidobacterium2",0.077,0.079,0.33,0.84,"zinb","Bifidobacterium","ns",0.0757207139381184,50,1,"IgA",0.889400921658986,0.0402456722203443
"Streptococcus2",0.024,0.035,0.5,0.84,"nb","Streptococcus","ns",0.0757207139381184,50,1,"IgA",1,0.392874684666074
"Staphylococcus2",-0.057,0.054,0.29,0.84,"zinb","Staphylococcus","ns",0.0757207139381184,50,1,"IgA",0.944700460829493,0.156884579838296
"Bacteroides2",0.24,0.099,0.017,0.833,"zinb","Bacteroides","ns",0.0793549985932124,50,1,"IgA",0.428571428571429,0.00948056871062191
"Veillonella2",0.065,0.084,0.44,0.84,"zinb","Veillonella","ns",0.0757207139381184,50,1,"IgA",0.788018433179724,0.0743596314919371
"Lactobacillus2",0.1,0.11,0.36,0.84,"zinb","Lactobacillus","ns",0.0757207139381184,50,1,"IgA",0.36405529953917,0.00961210528698116
"Collinsella2",0.037,0.102,0.72,0.928421052631579,"zinb","Collinsella","ns",0.032255020157028,50,1,"IgA",0.419354838709677,0.00867489051188212
"Klebsiella2",-0.048,0.165,0.77,0.967435897435897,"zinb","Klebsiella","ns",0.0143778018255037,50,1,"IgA",0.36405529953917,0.0256977349384038
"Rothia2",0.002,0.077,0.98,0.98,"zinb","Rothia","ns",0.00877392430750515,50,1,"IgA",0.654377880184332,0.0253484974153501
"unassigned_Lachnospiraceae2",0.07,0.114,0.54,0.84,"zinb","unassigned_Lachnospiraceae","ns",0.0757207139381184,50,1,"IgA",0.304147465437788,0.00329936214534611
"Gemella2",0.014,0.09,0.88,0.98,"zinb","Gemella","ns",0.00877392430750515,50,1,"IgA",0.612903225806452,0.0201152233151674
"Bacillus2",0.003,0.098,0.97,0.98,"zinb","Bacillus","ns",0.00877392430750515,50,1,"IgA",0.23963133640553,0.00495554564193024
"Prevotella_92",-0.004,0.103,0.97,0.98,"zinb","Prevotella_9","ns",0.00877392430750515,50,1,"IgA",0.645161290322581,0.0213821598063137
"Pseudomonas2",0.077,0.096,0.43,0.84,"zinb","Pseudomonas","ns",0.0757207139381184,50,1,"IgA",0.728110599078341,0.0198945456805145
"Cutibacterium2",0.026,0.063,0.69,0.927027027027027,"zinb","Cutibacterium","ns",0.0329076040242245,50,1,"IgA",0.811059907834101,0.00770703510499791
"Enterobacter2",0.174,0.168,0.3,0.84,"zinb","Enterobacter","ns",0.0757207139381184,50,1,"IgA",0.202764976958525,0.00771038035629129
"Acinetobacter2",-0.082,0.073,0.26,0.84,"zinb","Acinetobacter","ns",0.0757207139381184,50,1,"IgA",0.834101382488479,0.0417271001876322
"Enhydrobacter2",-0.057,0.071,0.42,0.84,"zinb","Enhydrobacter","ns",0.0757207139381184,50,1,"IgA",0.410138248847926,0.00690683498704194
"Faecalibacterium2",-0.058,0.1,0.56,0.84,"zinb","Faecalibacterium","ns",0.0757207139381184,50,1,"IgA",0.331797235023041,0.0027472823255829
"Agathobacter2",-0.064,0.098,0.52,0.84,"zinb","Agathobacter","ns",0.0757207139381184,50,1,"IgA",0.32258064516129,0.00354199649580126
"Corynebacterium_12",0.038,0.062,0.55,0.84,"zinb","Corynebacterium_1","ns",0.0757207139381184,50,1,"IgA",0.894009216589862,0.0254503391317691
"Subdoligranulum2",-0.085,0.109,0.44,0.84,"zinb","Subdoligranulum","ns",0.0757207139381184,50,1,"IgA",0.253456221198157,0.00280821310551356
"Succinivibrio2",-0.067,0.126,0.6,0.84,"zinb","Succinivibrio","ns",0.0757207139381184,50,1,"IgA",0.211981566820276,0.00181660234295691
"Blautia2",-0.126,0.091,0.17,0.84,"zinb","Blautia","ns",0.0757207139381184,50,1,"IgA",0.377880184331797,0.00322694442566621
"Ruminococcus_22",-0.015,0.112,0.9,0.98,"zinb","Ruminococcus_2","ns",0.00877392430750515,50,1,"IgA",0.262672811059908,0.00396274469733742
"Dorea2",-0.109,0.123,0.38,0.84,"zinb","Dorea","ns",0.0757207139381184,50,1,"IgA",0.221198156682028,0.00172482384025514
"Paracoccus2",-0.104,0.092,0.26,0.84,"zinb","Paracoccus","ns",0.0757207139381184,50,1,"IgA",0.548387096774194,0.0056518235070261
"Granulicatella2",-0.158,0.093,0.095,0.84,"zinb","Granulicatella","ns",0.0757207139381184,50,1,"IgA",0.377880184331797,0.00813816429174249
"Micrococcus2",0.031,0.08,0.7,0.927027027027027,"zinb","Micrococcus","ns",0.0329076040242245,50,1,"IgA",0.658986175115207,0.00756752984877624
"Kocuria2",0.049,0.092,0.6,0.84,"zinb","Kocuria","ns",0.0757207139381184,50,1,"IgA",0.622119815668203,0.0121189054287953
"Alloprevotella2",-0.258,0.128,0.046,0.84,"zinb","Alloprevotella","ns",0.0757207139381184,50,1,"IgA",0.230414746543779,0.00255542620916969
"Janibacter2",0.094,0.091,0.3,0.84,"zinb","Janibacter","ns",0.0757207139381184,50,1,"IgA",0.456221198156682,0.00401826667028949
"Aeromonas2",0.196,0.121,0.11,0.84,"zinb","Aeromonas","ns",0.0757207139381184,50,1,"IgA",0.276497695852535,0.00211629050300203
"Prevotella_72",0.066,0.092,0.48,0.84,"zinb","Prevotella_7","ns",0.0757207139381184,50,1,"IgA",0.225806451612903,0.00114059763037853
"Chryseobacterium2",-0.087,0.115,0.45,0.84,"zinb","Chryseobacterium","ns",0.0757207139381184,50,1,"IgA",0.285714285714286,0.00320290731575361
"Actinomyces2",-0.176,0.116,0.13,0.84,"zinb","Actinomyces","ns",0.0757207139381184,50,1,"IgA",0.211981566820276,0.00161956750759635
"Brachybacterium2",-0.008,0.094,0.93,0.98,"zinb","Brachybacterium","ns",0.00877392430750515,50,1,"IgA",0.3963133640553,0.00336346644712588
"Brevundimonas2",0.148,0.092,0.11,0.84,"zinb","Brevundimonas","ns",0.0757207139381184,50,1,"IgA",0.308755760368664,0.00179905740565054
"Flavobacterium2",0.009,0.092,0.92,0.98,"zinb","Flavobacterium","ns",0.00877392430750515,50,1,"IgA",0.313364055299539,0.00153887860144018
"Stenotrophomonas2",-0.183,0.139,0.19,0.84,"zinb","Stenotrophomonas","ns",0.0757207139381184,50,1,"IgA",0.221198156682028,0.00269333495032885
"Bergeyella2",-0.007,0.128,0.95,0.98,"zinb","Bergeyella","ns",0.00877392430750515,50,1,"IgA",0.207373271889401,0.00107434551489785
"Anaerococcus2",0.111,0.106,0.3,0.84,"zinb","Anaerococcus","ns",0.0757207139381184,50,1,"IgA",0.331797235023041,0.00626993216539726
"Citricoccus2",-0.073,0.107,0.5,0.84,"zinb","Citricoccus","ns",0.0757207139381184,50,1,"IgA",0.216589861751152,0.000983666396623763
"Methylobacterium2",0.133,0.156,0.4,0.84,"zinb","Methylobacterium","ns",0.0757207139381184,50,1,"IgA",0.207373271889401,0.00260796332608196
"Brevibacterium2",-0.012,0.096,0.9,0.98,"zinb","Brevibacterium","ns",0.00877392430750515,50,1,"IgA",0.308755760368664,0.00251923816708063
"Empedobacter2",0.22,0.12,0.071,0.84,"zinb","Empedobacter","ns",0.0757207139381184,50,1,"IgA",0.202764976958525,0.00149093720486247
"Dietzia2",0.032,0.121,0.79,0.96775,"zinb","Dietzia","ns",0.0142368200090073,50,1,"IgA",0.258064516129032,0.00184189189140336
"Luteimonas2",-0.053,0.098,0.59,0.84,"zinb","Luteimonas","ns",0.0757207139381184,50,1,"IgA",0.207373271889401,0.000894921469290825
"Sphingomonas2",-0.126,0.086,0.15,0.84,"zinb","Sphingomonas","ns",0.0757207139381184,50,1,"IgA",0.3963133640553,0.00263738887727822
