"","Estimate","Std.Error","pvalue","method","taxon","padj","signif","pscale","n_tested","failed_convergence","comparison","prevalence","mean"
"Acinetobacter",0.019,0.032,0.56,"zinb","Acinetobacter",0.574,"ns",0.241088107602027,41,0,"age",0.669201520912547,0.0139253525156546
"Enhydrobacter",0.19,0.022,1.4e-14,"zinb","Enhydrobacter",6.37777777777778e-14,"positively correlated",13.1953306170414,41,0,"age",0.281368821292776,0.000457684743425648
"Corynebacterium_1",-0.044,0.023,0.053,"zinb","Corynebacterium_1",0.082,"negatively correlated",1.08618614761628,41,0,"age",0.817490494296578,0.000772705751303714
"Clostridium_sensu_stricto_1",-0.16,0.024,5.5e-10,"zinb","Clostridium_sensu_stricto_1",1.50333333333333e-09,"negatively correlated",8.8229447128417,41,0,"age",0.304182509505703,0.0180978906979427
"Phascolarctobacterium",-0.101,0.03,0.0011,"zinb","Phascolarctobacterium",0.00187916666666667,"negatively correlated",2.72603469983365,41,0,"age",0.216730038022814,0.00177829452127417
"Succinivibrio",-0.613,0.019,2e-73,"zinb","Succinivibrio",8.2e-72,"negatively correlated",71.0861861476163,41,0,"age",0.212927756653992,0.00767789460955368
"Sutterella",-0.168,0.025,1.4e-10,"zinb","Sutterella",4.1e-10,"negatively correlated",9.38721614328026,41,0,"age",0.456273764258555,0.0113041452001195
"Granulicatella",-0.035,0.02,0.086,"zinb","Granulicatella",0.117533333333333,"ns",0.929838946756359,41,0,"age",0.250950570342205,0.000127078801865309
"Micrococcus",-0.021,0.016,0.2,"zinb","Micrococcus",0.248484848484849,"ns",0.604700087494171,41,0,"age",0.258555133079848,6.98861694147473e-05
"Holdemanella",0.093,0.026,0.00043,"zinb","Holdemanella",0.000839523809523809,"positively correlated",3.0759669824346,41,0,"age",0.277566539923954,0.00136302677107086
"Slackia",0.069,0.022,0.0017,"zinb","Slackia",0.002788,"positively correlated",2.55470723057403,41,0,"age",0.247148288973384,0.0010674981201778
"Senegalimassilia",0.128,0.022,4.7e-08,"zinb","Senegalimassilia",1.07055555555556e-07,"positively correlated",6.97039079044785,41,0,"age",0.501901140684411,0.00244056128127097
"Atopobium",0.346,0.022,5.2e-34,"zinb","Atopobium",5.33e-33,"positively correlated",32.2732727909734,41,0,"age",0.376425855513308,0.000489829150298898
"Actinomyces",0.131,0.023,3.3e-08,"zinb","Actinomyces",7.95882352941176e-08,"positively correlated",7.09915112478065,41,0,"age",0.498098859315589,0.000698750171285226
"Lawsonella",0.387,0.022,7.5e-40,"zinb","Lawsonella",1.5375e-38,"positively correlated",37.8131848755525,41,0,"age",0.220532319391635,7.51931238362188e-05
"Finegoldia",0.179,0.021,5.8e-15,"zinb","Finegoldia",2.9725e-14,"positively correlated",13.5268781367093,41,0,"age",0.342205323193916,0.000102049377474862
"Ezakiella",0.128,0.018,3.6e-11,"zinb","Ezakiella",1.23e-10,"positively correlated",9.9100948885606,41,0,"age",0.231939163498099,0.000307528390250773
"Dolosigranulum",-0.009,0.176,0.96,"zinb","Dolosigranulum",0.96,"ns",0.0177287669604316,41,0,"age",0.334600760456274,0.000105073758430052
"Anaerococcus",0.063,0.061,0.31,"zinb","Anaerococcus",0.363142857142857,"ns",0.439922493796267,41,0,"age",0.346007604562738,7.81991219707362e-05
"Negativicoccus",0.172,0.127,0.18,"zinb","Negativicoccus",0.230625,"ns",0.637093616496864,41,0,"age",0.342205323193916,0.000966431260785012
"Prevotella",0.169,0.024,5.9e-11,"zinb","Prevotella",1.86076923076923e-10,"positively correlated",9.73030748394496,41,0,"age",0.433460076045627,0.000585672481313921
"Peptoniphilus",0.337,0.022,9.2e-33,"zinb","Peptoniphilus",7.544e-32,"positively correlated",31.1223983202707,41,0,"age",0.319391634980989,0.000273159433518896
"Bifidobacterium1",0.227,0.144,0.12,"zinb","Bifidobacterium",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.923954372623574,0.243761757706455
"Escherichia/Shigella1",-0.005,0.174,0.98,"nb","Escherichia/Shigella",0.98,"ns",0.00877392430750515,41,0,"seroconv",0.950570342205323,0.229772444531082
"Streptococcus1",-0.209,0.28,0.46,"nb","Streptococcus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",1,0.0620260716698963
"Staphylococcus1",0.262,0.389,0.5,"zinb","Staphylococcus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.931558935361217,0.0283323808142172
"Bacteroides1",-0.067,0.333,0.84,"zinb","Bacteroides",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.695817490494297,0.0924445664285272
"Veillonella1",-0.133,0.302,0.66,"zinb","Veillonella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.904942965779468,0.100513169159566
"Lactobacillus1",-0.608,0.592,0.31,"zinb","Lactobacillus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.634980988593156,0.0353651327659129
"Collinsella1",-1.051,0.936,0.26,"zinb","Collinsella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.673003802281369,0.0270145198508581
"Haemophilus1",0.053,0.9,0.95,"zinb","Haemophilus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.425855513307985,0.00325036843732479
"Klebsiella1",0.304,0.62,0.62,"zinb","Klebsiella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.688212927756654,0.0247852202958441
"Enterococcus1",-0.977,0.95,0.31,"zinb","Enterococcus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.422053231939163,0.00308895733724126
"Rothia1",-0.181,0.357,0.61,"zinb","Rothia",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.783269961977186,0.00423320538479741
"unassigned_Lachnospiraceae1",-0.619,0.526,0.24,"zinb","unassigned_Lachnospiraceae",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.384030418250951,0.00671853277836677
"Gemella1",0.064,0.33,0.85,"zinb","Gemella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.67680608365019,0.000404356510784464
"Prevotella_91",0.418,0.557,0.45,"zinb","Prevotella_9",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.418250950570342,0.0491071739727054
"Dialister1",0.224,0.553,0.69,"zinb","Dialister",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.456273764258555,0.00441096246506365
"Cutibacterium1",-0.278,0.879,0.75,"zinb","Cutibacterium",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.20532319391635,5.66033454920128e-05
"Enterobacter1",-0.227,0.625,0.72,"zinb","Enterobacter",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.262357414448669,0.000972110909170279
"Parabacteroides1",-0.395,0.476,0.41,"zinb","Parabacteroides",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.395437262357414,0.0209785601844563
"Acinetobacter1",0.218,0.608,0.72,"zinb","Acinetobacter",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.669201520912547,0.0139253525156546
"Enhydrobacter1",0.902,0.424,0.036,"zinb","Enhydrobacter",0.7585,"ns",0.120044414877251,41,0,"seroconv",0.281368821292776,0.000457684743425648
"Corynebacterium_11",-0.083,0.31,0.79,"zinb","Corynebacterium_1",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.817490494296578,0.000772705751303714
"Clostridium_sensu_stricto_11",-1.592,0.902,0.081,"zinb","Clostridium_sensu_stricto_1",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.304182509505703,0.0180978906979427
"Phascolarctobacterium1",-0.079,0.561,0.89,"zinb","Phascolarctobacterium",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.216730038022814,0.00177829452127417
"Succinivibrio1",-0.107,1.305,0.93,"zinb","Succinivibrio",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.212927756653992,0.00767789460955368
"Sutterella1",-0.975,1.285,0.45,"zinb","Sutterella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.456273764258555,0.0113041452001195
"Granulicatella1",-0.441,0.907,0.63,"zinb","Granulicatella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.250950570342205,0.000127078801865309
"Micrococcus1",-0.193,0.803,0.81,"zinb","Micrococcus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.258555133079848,6.98861694147473e-05
"Holdemanella1",0.474,0.497,0.34,"zinb","Holdemanella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.277566539923954,0.00136302677107086
"Slackia1",-0.071,1.148,0.95,"zinb","Slackia",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.247148288973384,0.0010674981201778
"Senegalimassilia1",-0.871,0.992,0.38,"zinb","Senegalimassilia",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.501901140684411,0.00244056128127097
"Atopobium1",-0.47,0.927,0.61,"zinb","Atopobium",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.376425855513308,0.000489829150298898
"Actinomyces1",-0.679,0.718,0.35,"zinb","Actinomyces",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.498098859315589,0.000698750171285226
"Lawsonella1",-0.536,0.956,0.58,"zinb","Lawsonella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.220532319391635,7.51931238362188e-05
"Finegoldia1",-0.069,0.662,0.92,"zinb","Finegoldia",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.342205323193916,0.000102049377474862
"Ezakiella1",-1.095,0.883,0.22,"zinb","Ezakiella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.231939163498099,0.000307528390250773
"Dolosigranulum1",-0.448,0.668,0.5,"zinb","Dolosigranulum",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.334600760456274,0.000105073758430052
"Anaerococcus1",-0.848,0.513,0.1,"zinb","Anaerococcus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.346007604562738,7.81991219707362e-05
"Negativicoccus1",-0.521,0.637,0.42,"zinb","Negativicoccus",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.342205323193916,0.000966431260785012
"Prevotella1",-1.1,0.778,0.16,"zinb","Prevotella",0.97375,"ns",0.0115525293193792,41,0,"seroconv",0.433460076045627,0.000585672481313921
"Peptoniphilus1",-1.64,0.775,0.037,"zinb","Peptoniphilus",0.7585,"ns",0.120044414877251,41,0,"seroconv",0.319391634980989,0.000273159433518896
"Bifidobacterium2",0.016,0.038,0.67,"zinb","Bifidobacterium",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.923954372623574,0.243761757706455
"Escherichia/Shigella2",0.021,0.042,0.61,"nb","Escherichia/Shigella",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.950570342205323,0.229772444531082
"Streptococcus2",-0.06,0.07,0.4,"nb","Streptococcus",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",1,0.0620260716698963
"Staphylococcus2",0.033,0.098,0.73,"zinb","Staphylococcus",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.931558935361217,0.0283323808142172
"Bacteroides2",0.017,0.082,0.83,"zinb","Bacteroides",0.97,"ns",0.0132282657337552,41,0,"IgA",0.695817490494297,0.0924445664285272
"Veillonella2",0.085,0.076,0.27,"zinb","Veillonella",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.904942965779468,0.100513169159566
"Lactobacillus2",0.114,0.173,0.51,"zinb","Lactobacillus",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.634980988593156,0.0353651327659129
"Collinsella2",-0.089,0.233,0.7,"zinb","Collinsella",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.673003802281369,0.0270145198508581
"Haemophilus2",-0.101,0.227,0.66,"zinb","Haemophilus",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.425855513307985,0.00325036843732479
"Klebsiella2",-0.098,0.148,0.51,"zinb","Klebsiella",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.688212927756654,0.0247852202958441
"Enterococcus2",-0.366,0.185,0.052,"zinb","Enterococcus",0.615,"ns",0.211124884224583,41,0,"IgA",0.422053231939163,0.00308895733724126
"Rothia2",-0.014,0.089,0.87,"zinb","Rothia",0.97,"ns",0.0132282657337552,41,0,"IgA",0.783269961977186,0.00423320538479741
"unassigned_Lachnospiraceae2",-0.21,0.128,0.11,"zinb","unassigned_Lachnospiraceae",0.751666666666667,"ns",0.123974708505683,41,0,"IgA",0.384030418250951,0.00671853277836677
"Gemella2",0.005,0.083,0.95,"zinb","Gemella",0.97,"ns",0.0132282657337552,41,0,"IgA",0.67680608365019,0.000404356510784464
"Prevotella_92",-0.005,0.142,0.97,"zinb","Prevotella_9",0.97,"ns",0.0132282657337552,41,0,"IgA",0.418250950570342,0.0491071739727054
"Dialister2",-0.051,0.137,0.71,"zinb","Dialister",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.456273764258555,0.00441096246506365
"Cutibacterium2",-0.136,0.22,0.54,"zinb","Cutibacterium",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.20532319391635,5.66033454920128e-05
"Enterobacter2",-0.27,0.115,0.021,"zinb","Enterobacter",0.451,"ns",0.34582345812204,41,0,"IgA",0.262357414448669,0.000972110909170279
"Parabacteroides2",-0.153,0.112,0.17,"zinb","Parabacteroides",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.395437262357414,0.0209785601844563
"Acinetobacter2",0.16,0.144,0.27,"zinb","Acinetobacter",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.669201520912547,0.0139253525156546
"Enhydrobacter2",0.242,0.104,0.022,"zinb","Enhydrobacter",0.451,"ns",0.34582345812204,41,0,"IgA",0.281368821292776,0.000457684743425648
"Corynebacterium_12",-0.03,0.078,0.7,"zinb","Corynebacterium_1",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.817490494296578,0.000772705751303714
"Clostridium_sensu_stricto_12",-0.067,0.182,0.71,"zinb","Clostridium_sensu_stricto_1",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.304182509505703,0.0180978906979427
"Phascolarctobacterium2",0.008,0.138,0.95,"zinb","Phascolarctobacterium",0.97,"ns",0.0132282657337552,41,0,"IgA",0.216730038022814,0.00177829452127417
"Succinivibrio2",-0.021,0.267,0.94,"zinb","Succinivibrio",0.97,"ns",0.0132282657337552,41,0,"IgA",0.212927756653992,0.00767789460955368
"Sutterella2",-0.418,0.322,0.2,"zinb","Sutterella",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.456273764258555,0.0113041452001195
"Granulicatella2",-0.054,0.229,0.81,"zinb","Granulicatella",0.97,"ns",0.0132282657337552,41,0,"IgA",0.250950570342205,0.000127078801865309
"Micrococcus2",-0.051,0.201,0.8,"zinb","Micrococcus",0.97,"ns",0.0132282657337552,41,0,"IgA",0.258555133079848,6.98861694147473e-05
"Holdemanella2",0.093,0.129,0.47,"zinb","Holdemanella",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.277566539923954,0.00136302677107086
"Slackia2",-0.199,0.29,0.49,"zinb","Slackia",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.247148288973384,0.0010674981201778
"Senegalimassilia2",-0.008,0.091,0.93,"zinb","Senegalimassilia",0.97,"ns",0.0132282657337552,41,0,"IgA",0.501901140684411,0.00244056128127097
"Atopobium2",0.158,0.233,0.5,"zinb","Atopobium",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.376425855513308,0.000489829150298898
"Actinomyces2",-0.052,0.181,0.78,"zinb","Actinomyces",0.97,"ns",0.0132282657337552,41,0,"IgA",0.498098859315589,0.000698750171285226
"Lawsonella2",-0.288,0.237,0.23,"zinb","Lawsonella",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.220532319391635,7.51931238362188e-05
"Finegoldia2",-0.087,0.167,0.6,"zinb","Finegoldia",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.342205323193916,0.000102049377474862
"Ezakiella2",-0.169,0.22,0.44,"zinb","Ezakiella",0.965483870967742,"ns",0.0152549769940813,41,0,"IgA",0.231939163498099,0.000307528390250773
"Dolosigranulum2",-0.203,0.169,0.23,"zinb","Dolosigranulum",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.334600760456274,0.000105073758430052
"Anaerococcus2",-0.141,0.122,0.25,"zinb","Anaerococcus",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.346007604562738,7.81991219707362e-05
"Negativicoccus2",-0.472,0.261,0.074,"zinb","Negativicoccus",0.615,"ns",0.211124884224583,41,0,"IgA",0.342205323193916,0.000966431260785012
"Prevotella2",-0.245,0.195,0.21,"zinb","Prevotella",0.790714285714286,"ns",0.101980414799515,41,0,"IgA",0.433460076045627,0.000585672481313921
"Peptoniphilus2",-0.347,0.193,0.075,"zinb","Peptoniphilus",0.615,"ns",0.211124884224583,41,0,"IgA",0.319391634980989,0.000273159433518896
