,feature_id,feature,feature_description,feature_full,Feature,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,IncMSE_means,IncMSE_sds,present,n,prev,mean,rho,spearman_p,wilcox_p,mean_IgA_present,CI_IgA_present,mean_IgA_absent,CI_IgA_absent,lr_unadjusted_p,lr_adjusted_p,GMR,spearman_padj,wilcox_padj,lr_unadjusted_padj,lr_adjusted_padj,rf_rank,rf_top20,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
519,g1545,3.4.11.2,Membrane alanyl aminopeptidase,Membrane_alanyl_aminopeptidase_(3.4.11.2),Membrane_alanyl_aminopeptidase_(3.4.11.2),0.001689704,0.000466282,-2.63E-05,-0.000965054,-0.000227008,-0.000138903,0.00018818,0.000999186,-0.000116388,0.00187709,0.00061956,-0.000369505,-0.004063764,0.001265745,0.000627548,0.001336867,0.001874179,0.000427386,-0.002110804,-0.000632118,0.001788296,0.002295747,-0.00065358,-0.001067763,-0.001254803,0.000414702,0.001377629,0.001080267,-0.000195668,0.003398816,0.001292432,0.002678606,0.002173752,-0.001172619,-0.000246084,-0.001709932,0.000580679,0.002484232,-2.06E-05,0.000216587,-0.000732564,-0.000243765,-0.000326005,0.000889684,-0.00051569,0.002115675,-0.000230228,0.000492155,0.00108093,0.00088209,-0.0005175,0.00072577,-0.000235694,-0.000416656,-0.000488792,-0.000891368,-0.000702109,0.000181204,0.000544602,-0.003176662,-0.00051662,-0.003245138,0.00130943,0.000144866,-0.00166786,-0.001198731,-0.001270785,0.001448893,-0.000402571,-0.000171486,0.001614072,-0.001666133,0.000245391,0.000322672,-0.003018798,-0.000330944,0.000368485,-0.002320721,-0.003789127,-0.000876776,-0.000330859,-0.000165782,0.001655912,0.000397403,0.003639988,-0.001310483,-0.001017566,-0.000390199,-0.000845139,-0.000807017,-0.001003978,0.001282894,-0.000355631,0.000767255,-0.001169327,-0.000746635,3.50E-05,-0.000951055,0.001046615,-0.003236727,-0.000342351,0.001850603,132,132,100,0.022000958,-0.029792607,0.734526347,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,1693,0,4.03E-05,0.000165018,0.807634258,IgA,0.996188454,132,132,0.000151131,0.000170867,0.378127856,0.784198357,0.996188454,0.907618459,India (unexposed),IND (neo-),EC
520,g1546,3.4.11.4,Tripeptide aminopeptidase,Tripeptide_aminopeptidase_(3.4.11.4),Tripeptide_aminopeptidase_(3.4.11.4),0.000330557,0,-0.002023185,0.000700823,-7.32E-05,0.001477995,-0.00290525,-3.38E-05,0.001268674,0.00011987,0.00608817,-0.000647662,-0.001477452,0.000613381,-0.000791032,-0.000354381,-0.000229734,-0.0001207,0.001254136,0.000672648,-7.26E-07,0.000225095,-0.001735956,-9.70E-05,-0.000127456,0.00193717,0.00032368,0.000302928,0.000196909,-0.000103693,-0.000198278,0.001329156,-0.001438171,-0.000930815,0.000661693,-0.000587683,0.00046824,0.000233722,-0.00357957,-8.10E-05,-0.000169736,-0.000672619,-0.000267017,8.79E-05,0.000198606,-0.000799219,-0.000494075,-8.52E-06,-0.001699882,-0.000943839,-0.000953329,1.68E-05,-0.00159588,-0.000346174,9.92E-05,0.000360446,-0.000654695,-3.88E-05,0.000149426,0.001615295,-1.11E-05,0.00108567,-0.000934011,5.31E-05,-0.00088203,0.000270267,-0.000216584,0.000106762,-0.002864857,-1.57E-05,-0.001770204,-0.000649805,-0.00039811,-0.000332618,-0.002999455,-0.001224382,-0.000645617,-0.001920964,2.21E-05,-0.000621441,0.000247918,-0.000559843,-0.000481613,0.000809476,-0.000695746,-0.000535779,0.000213722,-0.000185478,-0.00297547,0.000277422,-9.25E-05,4.52E-05,-0.000118348,0.000331586,-1.05E-06,-0.000831214,0.000122347,-0.000250645,0.000107272,-0.000221331,-0.000195616,0.000892201,132,132,100,0.007470808,0.093049519,0.288601835,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,1512,0,0.000116273,0.00017867,0.516344393,IgA,0.996188454,132,132,4.27E-05,0.000181648,0.81460424,0.949098198,0.996188454,0.949342881,India (unexposed),IND (neo-),EC
521,g1547,3.4.11.5,Prolyl aminopeptidase,Prolyl_aminopeptidase_(3.4.11.5),Prolyl_aminopeptidase_(3.4.11.5),0.003118404,0.00076589,-0.002034655,0.001838206,-0.003731188,-0.001337538,-0.000576207,0.000305004,-0.000999491,0.002789599,-9.42E-05,0.001767728,0.000749707,-0.00073657,-0.002410883,0.002714519,-0.000544035,0.003957782,-0.000586687,-0.002619034,-0.001320298,0.001889211,0.001503915,0.000318962,-0.0009811,0.001545867,-0.000677397,-0.005674617,-0.000256461,0.005153402,0.002262577,-0.003277439,-0.00281006,0.003535544,-0.000385828,0.000123825,0.005509157,-7.15E-05,0.002453543,0.002367397,-0.003523241,0.000273473,0.00044985,0.000616578,0.002608935,0.000555208,-0.003757138,0.000691958,0.004762154,-0.00161522,0.000143405,-0.000265678,0.001171636,-0.002773009,0.001426056,-0.001959047,-0.001823213,-0.002176473,-0.000930632,-0.000330493,-0.000227981,0.001473653,-0.002221182,-0.002502316,0.000965842,-0.002918298,-0.00272376,0.0008008,0.000133304,-0.001068569,-0.003822417,0.002893678,0.002205761,0.005891415,-0.002744691,0.00237222,-0.000824351,0.001278232,0.002860877,-0.001116667,0.001400035,0.000317099,-0.000580834,-0.000332877,-0.003520727,3.56E-05,0.000162821,-0.001953508,7.69E-05,-0.004099534,-0.000540151,0.00522186,0.000720522,-0.001040067,0.000613961,-0.001838586,-0.000290106,0.002303644,-0.000479439,-0.001228165,-0.000496345,0.002473247,128,132,97,0.005455774,-0.047781145,0.586404896,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,1807,0,-4.17E-05,0.000200185,0.835324469,IgA,0.996188454,132,128,-0.000118334,0.000208232,0.570866857,0.867433872,0.996188454,0.907618459,India (unexposed),IND (neo-),EC
522,g1548,3.4.11.6,Aminopeptidase B,Aminopeptidase_B_(3.4.11.6),Aminopeptidase_B_(3.4.11.6),0.000665582,-0.0019438,-0.001183244,0.002109432,-0.000523634,-0.003064019,-0.003055447,0.000465901,-0.000244775,0.000134049,0.001184173,0.000155567,0.000512437,-0.000886413,-2.36E-05,-3.50E-06,-6.21E-05,0.002592644,-0.002655878,-0.0010127,0.000193254,-0.000234865,-0.000494369,-0.000891147,-0.001055984,-0.000137577,-0.000421725,0.000386357,-7.89E-05,-0.004005118,-0.001679234,0.000559967,0.000174079,-0.001526739,-0.001128635,-2.12E-05,0.000655472,-0.000820413,4.44E-05,0.000450043,-0.000109276,-0.004524565,0.001078331,0.001199309,-0.002393401,-0.002442071,0.003442666,0.000474354,0.000710958,0.000472833,0,0.00050629,0,0.003774016,2.80E-05,0.002285036,0.003089487,-0.003904109,-0.000119042,-0.000249097,-0.001902876,-0.002699081,0.00091318,-7.76E-05,0,0.003497175,8.79E-05,-0.000587963,-0.000879692,0.000704833,-0.000387397,0.002265417,-0.000192965,-0.000926239,0.000736174,-0.002039184,-0.006322527,0.000315731,0.000586575,-9.19E-05,0.00164607,0.000824708,-0.000394576,0.001079882,-0.000234322,-0.000901001,0.002078036,0.001043982,9.67E-05,9.88E-05,-0.000855824,0.000441652,-0.002430704,-0.002264436,0.001525065,0.000699043,-0.000950707,0.00142182,0.000952308,-3.73E-05,-0.000330296,0.001196984,115,132,87.1,0.000848892,-0.117653678,0.179093136,0.407344489,5.66,4.312-7.43,9.062,3.332-24.648,0.0612301,0.014794575,0.624586184,0.999163688,0.753371769,0.328444288,0.123191428,1683,0,-0.000155206,9.67E-05,0.110992372,IgA,0.996188454,132,115,-0.000160882,9.59E-05,0.096080643,0.560443358,0.996188454,0.907618459,India (unexposed),IND (neo-),EC
523,g1549,3.4.11.7,Glutamyl aminopeptidase,Glutamyl_aminopeptidase_(3.4.11.7),Glutamyl_aminopeptidase_(3.4.11.7),-0.000454829,-0.001257331,0.000252152,-0.000370937,-0.000117162,-0.000290961,-0.000525297,-0.002285503,-0.000210479,0.002307768,0.000727275,-0.000935376,0.001433394,0.000112039,0.0007879,-0.000462771,-0.001893386,1.54E-18,3.36E-05,-0.000601967,-5.91E-05,0.000722794,-0.000241334,0.001311499,-0.000528135,-0.001057057,0.000429182,0.000290917,-0.000892686,-0.001997005,-0.000372136,0.003250491,0.003464242,0.001398249,0.000649121,0.003398348,-0.000486228,-0.000785991,-0.00128495,-1.73E-05,-0.002946861,-0.000334294,0.000942836,-0.002005868,-0.000397592,0.000341435,-0.000482743,0.000275542,-0.00011462,6.14E-05,-0.00109598,0.001879917,-5.28E-05,0.000282804,0.000501255,-0.000732849,-0.000471707,-0.002513724,0.000702846,-0.002371438,-0.001660003,0.000839327,0.000722076,-6.15E-05,-0.000789407,0.00072907,-0.000167814,-0.000807168,-0.000969883,-0.002175537,-0.004239129,-0.001295499,-0.002253209,-0.00351813,0.001603689,-9.40E-05,-0.000423651,0.000233323,-2.86E-05,-0.001455272,0.000607388,-0.002262853,0.001646099,-0.001099744,0.000308011,-0.001284163,0.000182054,-0.001101763,0.002143587,0.000298372,-0.000993322,0.001720556,-0.00397836,-0.000407803,-0.001620098,-0.000119486,0.000364457,0.000218496,-0.000108442,-0.000313141,-0.000293328,0.001220003,128,132,97,0.00223463,0.025002965,0.775970165,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,1638,0,0.000110668,0.000141626,0.435982909,IgA,0.996188454,132,128,8.64E-05,0.000148184,0.560779808,0.864009425,0.996188454,0.907618459,India (unexposed),IND (neo-),EC
524,g155,1.1.1.85,3-isopropylmalate dehydrogenase,3-isopropylmalate_dehydrogenase_(1.1.1.85),3-isopropylmalate_dehydrogenase_(1.1.1.85),0.000559359,0.001311738,-0.000345144,0.001003554,-0.00117558,-0.003677999,-0.000337012,7.53E-06,0.000809543,-0.000647642,3.51E-05,0.001508455,-0.000171569,0.00281682,0.001588833,-0.001305254,0.000145477,0.000918897,0.001397532,-0.000466574,-0.002402692,5.56E-05,0.000943031,-0.000650549,0.001079519,0.001694097,0.001190086,-0.002148268,0.000513342,0.000176318,0.001593033,0.000208338,-0.000280157,-0.000368513,0.002092353,-0.002984962,-0.000214857,-0.000182901,-9.59E-05,-0.00065403,0.000273849,0.001004514,0.003016132,0.000646143,0.000280863,-0.004440752,-0.000841853,0.001139537,-0.001909697,0.000758292,0.001488658,0.002404816,0.002301744,0.000812995,0.000390714,-0.002137137,0.002950137,-0.000235432,0.000968201,0.003067031,0.000221228,-0.001570731,-0.000100386,-0.002236057,0.001238235,-0.001214155,0.002731234,-0.000318174,-0.00224885,-0.00121035,0.00294474,-0.001253521,-0.000563785,-0.000846593,-0.001400306,-0.000251404,-0.000224133,-3.84E-05,-0.000200608,0.000335237,-0.000104682,0.003184595,-0.002449208,0.000588923,0.00085051,0.003986558,0.000452508,0.000845764,0.001252379,0.001288062,-0.001209218,-0.000144414,0.001088659,0.002643992,0.000424228,0.001477892,0.000644538,0.000628943,0.000699439,0.001201717,0.000460871,0.001160508,132,132,100,0.024558047,-0.006555107,0.940535418,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,263,0,1.62E-05,0.000148472,0.913303059,IgA,0.996188454,132,132,6.96E-05,0.000152914,0.649672084,0.902352271,0.996188454,0.915815203,India (unexposed),IND (neo-),EC
525,g1550,3.4.11.9,Xaa-Pro aminopeptidase,Xaa-Pro_aminopeptidase_(3.4.11.9),Xaa-Pro_aminopeptidase_(3.4.11.9),0.001089551,-0.000866008,-0.000717457,-0.001170481,0.000349912,-2.64E-05,-0.000714242,-8.79E-05,-0.000154877,0.000328341,-0.001094521,-0.000307198,-0.001074373,-0.000127631,0.000242284,-0.002048021,0.000300563,-4.48E-05,0.000682204,-0.000583871,0.000107681,6.80E-05,0.001238003,-0.000880862,0.000395796,5.17E-05,0.000145474,5.27E-06,-0.000956962,0.000141972,-0.001572051,-0.000167622,0.000149652,0.000695307,0.000515627,0.000440058,0.001091001,0,-0.002207607,-0.000817808,-6.95E-05,-0.000111574,-0.000263192,-0.004831502,0.001517409,-0.000403168,-0.000503155,0.000452467,-0.000214255,-0.000184292,-0.000724639,-0.001002273,0.003064416,-0.000715107,0.000398845,-0.000191448,8.17E-05,-0.000512599,-0.000120693,-0.000498294,-8.41E-05,0.000648607,-0.000831207,0.000204735,-0.00352195,-0.001309015,-0.00116879,1.51E-05,0.001215064,0.000165562,-8.80E-05,-0.000494256,0.000688192,-0.000451524,0.002833853,6.90E-05,-0.000417697,-0.000189426,0.000644849,-0.000252356,-0.000796786,0.000829368,-0.000564068,-0.000942532,0.000276006,-0.00091479,0,0.00021696,-0.001106209,-0.00088554,0.000116471,0.001815,-3.71E-05,0.000693718,-0.000827468,-0.000467686,-2.94E-05,-0.000342063,0.000372842,-0.000598859,-5.02E-05,0.001189081,131,132,99.2,0.005755304,0.005350413,0.951448943,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,1168,0,2.27E-05,0.000184619,0.902254468,IgA,0.996188454,132,131,-9.47E-05,0.000189801,0.618650516,0.888275414,0.996188454,0.915815203,India (unexposed),IND (neo-),EC
526,g1551,3.4.13.18,Cytosol nonspecific dipeptidase,Cytosol_nonspecific_dipeptidase_(3.4.13.18),Cytosol_nonspecific_dipeptidase_(3.4.13.18),0.001509372,0.000341916,-0.002615574,0.000572074,-0.003198618,0.001301132,0.001330368,-0.002588842,0.000405259,0.000137146,0.000487662,-0.000319905,-0.004090532,0.003570747,0.0029301,-0.002329959,0.000138999,0.00030626,0.002623672,-0.003346908,0.001163162,-0.000331223,-0.000136042,0.001591137,0.00214836,-0.000505263,0.001572579,-0.001976212,-0.001588231,0.003043367,0.00235141,0.000534805,0.001875762,-0.001340989,7.99E-05,-7.91E-05,-0.000925672,-0.000436539,0.001432764,4.33E-05,-0.004802928,0.000266205,-7.49E-05,0.002493464,-2.97E-05,-0.000443738,-0.001986025,-0.002136562,-0.000589257,0.002371932,0.002635583,-0.000805331,-0.001313404,-0.001854753,-0.000498682,-0.0025042,-0.000664861,-0.003277197,-0.000723662,0.001017089,0.001391261,0.002785577,-0.000527433,0.00155338,0.000317263,0.000462526,0.001383713,0.003060386,0.002397068,0.001625515,-0.000767047,0.000377477,0.000930683,-0.001748072,0.000734222,-0.000578966,0.00083788,-0.001160535,-0.000781192,-0.000781077,0.000306918,-0.00212626,0.000184079,-0.002642527,-0.00290431,0.000289335,0.000959802,0.004016963,0.002319157,-0.000716919,0.001786264,-0.000514419,-0.000414344,-0.005418946,0.000616746,-0.003577451,-0.004054327,-0.001345707,0.003736921,0.002175673,0.000288225,0.001879624,132,132,100,0.017843087,-0.059192379,0.500189335,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,383,0,-2.59E-05,0.000143988,0.857506882,IgA,0.996188454,132,132,-3.69E-06,0.000150815,0.980530702,0.995983915,0.996188454,0.995302334,India (unexposed),IND (neo-),EC
527,g1552,3.4.13.19,Membrane dipeptidase,Membrane_dipeptidase_(3.4.13.19),Membrane_dipeptidase_(3.4.13.19),-0.000476027,-0.000248914,-0.000765288,0.00191917,-0.000269444,0.000279384,-0.000292983,-0.000829591,0.003122573,0.001144792,-0.003449309,-0.000903433,0.000283317,0.001358426,0.001580243,-0.000667183,0.004072352,0.005583008,0.000140673,5.80E-05,0.003560036,-0.000790446,-0.004261262,-0.001002713,-0.003754896,-0.001578486,-0.00095031,-0.000389351,0.000951104,-0.001336191,-0.000659243,0.000486998,0.001359429,0.001787484,0.001148485,-0.000978809,-0.002042896,-0.002542978,-0.000637761,0.002704459,-0.002133096,0.000120288,-0.002712654,-0.000225268,0.000464251,0.000121911,0.000609896,0.000804689,0.001030474,0.000185291,-0.001452741,-0.000501042,-0.001728564,4.45E-05,0.00224562,0.004302651,0.003546428,-0.000802163,-0.000778944,0.000497044,-0.001282673,-0.003814556,-5.31E-05,-0.001580799,8.80E-05,0.001383452,0.004494937,-0.000949909,-0.001660151,-0.000651603,0.000623756,0.000767405,-0.000306101,-0.000758761,-0.001970042,-0.000194597,0.001809593,-0.003374138,0.001674124,0.000108325,-0.000245308,-0.000504266,-0.001718139,0.00023381,0.00086429,-9.59E-06,-0.003371335,3.86E-06,-0.00160696,0.000317524,-0.000316306,-0.001703102,-0.000424165,0.001067422,-0.000853255,-0.000150897,-0.001171698,0.009711289,-0.004236383,0.000317844,0.000144439,0.001442329,77,132,58.3,0.000313167,0.079796367,0.363074607,0.512061965,6.362,4.525-8.945,5.558,3.6-8.58,0.992954911,0.918535357,1.144656351,0.999163688,0.795508123,0.996867263,0.948309599,557,0,6.56E-05,8.41E-05,0.436839501,IgA,0.996188454,132,77,7.49E-05,8.84E-05,0.39864592,0.797562741,0.996188454,0.907618459,India (unexposed),IND (neo-),EC
528,g1553,3.4.13.20,Beta-Ala-His dipeptidase,Beta-Ala-His_dipeptidase_(3.4.13.20),Beta-Ala-His_dipeptidase_(3.4.13.20),-0.00016692,-0.006714567,0.001559951,0.001710845,9.85E-05,-0.000281696,0.001670786,-0.001952929,-0.001995565,-0.000347288,-0.000327065,-0.003390746,0.001119564,-0.001551497,-0.002255326,0.003538468,-0.002239346,0.001996954,0.004303047,-0.000903824,0.004288992,0.000751197,0.004883339,-0.002283314,0.001952245,0.007236883,-0.003161803,0.002070682,-0.001134894,0.002271662,0.000209032,-0.004560551,0.000694662,0.004357695,0.001013191,0.006005067,0.003698141,0.001071189,-0.00642544,-0.000626438,-0.000626277,0.000768633,-0.001797523,-0.003384991,-0.004910267,-0.001526912,0.000311549,0.00037165,-0.000662786,0.000649091,-0.002134345,-0.004482289,-3.79E-05,-3.33E-06,-0.001847717,0.00417518,-0.000149653,-0.001563884,0.003758796,0.002201908,0.001249102,0.006378217,-0.00179173,-0.001133296,-0.000807797,-0.006077166,0.005904016,0.001320471,0.00182823,-0.001756919,-0.005239122,-0.000206326,0.002097376,0.000795253,-0.002788784,0.00135896,0.005209548,-0.000490157,-0.001051487,0.001355387,-0.002301964,0.0011808,0.003291883,-0.000256529,0.002814831,0.000106237,-0.002675188,-0.002273853,-0.002589981,0.002708601,6.98E-06,0.001922193,0.0009364,-0.000967095,-0.000466247,0.003195779,0.002174467,-4.03E-05,-0.000770452,-0.001740931,-0.000169305,0.002058453,125,132,94.7,0.001500323,-0.098627124,0.260543515,0.507599238,5.834,4.465-7.623,10.334,1.501-71.146,0.04627743,0.072786549,0.564544223,0.999163688,0.795508123,0.312055487,0.218188385,1462,0,-8.56E-05,0.000123726,0.490056362,IgA,0.996188454,132,125,-8.32E-05,0.000130872,0.526259049,0.849726083,0.996188454,0.907618459,India (unexposed),IND (neo-),EC
529,g1554,3.4.13.21,Dipeptidase E,Dipeptidase_E_(3.4.13.21),Dipeptidase_E_(3.4.13.21),-0.000209315,-0.001062803,-0.000544233,0.000740648,0.001203198,0.001726939,0.000371066,0.003470569,-0.001111709,0.000149513,0.00794629,0.001585613,-0.000310132,0.000132612,-0.001552304,0.003645296,0.0031771,-0.002304861,-8.29E-05,-0.00253173,-0.002099027,0.000355345,1.31E-05,-0.000243155,-0.000686888,-0.000165205,-0.00064603,-0.000683398,0.000115913,-0.003490011,-0.001803193,-0.002989285,-0.001753178,0.001227258,-0.002851665,-0.000422966,-0.002287949,-0.001213048,0.000882774,-0.000257296,-0.000272779,0.001268287,-6.58E-05,-0.000583605,1.32E-05,0.00297776,0.000971373,-0.000670246,0.00017073,-3.22E-05,-0.000852172,0.000191178,0.00035849,7.95E-05,0.002059729,-0.002156232,-0.002873926,-0.003923914,0.000524857,-3.38E-05,-1.02E-05,-0.000169975,-0.002085596,0.001651258,-0.001496113,-0.000784795,0.000393222,-0.002933273,-0.000595366,-0.00255425,0.002929199,-0.001228666,0.000476906,-0.000479553,-0.000183304,-0.005937397,0.000396049,0.000202495,0.000244946,0.000315042,0.000157769,-0.000799738,0.000517222,0.001324856,0.001676499,-0.001824565,-3.61E-05,-0.002461344,0.002849768,0.001098255,1.92E-05,0.000605112,0.000532589,-0.002137908,-0.000442021,0.001783512,-0.001456544,-0.000890897,-0.000820221,0.001057221,-0.000426944,0.001555365,129,132,97.7,0.010439265,-0.036298144,0.679457416,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,1758,0,-2.36E-05,0.000236592,0.920572936,IgA,0.996188454,132,129,-0.000125792,0.000247719,0.612487355,0.88664665,0.996188454,0.915815203,India (unexposed),IND (neo-),EC
530,g1555,3.4.13.22,D-Ala-D-Ala dipeptidase,D-Ala-D-Ala_dipeptidase_(3.4.13.22),D-Ala-D-Ala_dipeptidase_(3.4.13.22),0.001300392,7.66E-05,0.011568755,0.00075014,-0.000229333,0.003175987,-0.000836888,0.002957436,-0.001606145,2.96E-05,-2.23E-05,0.002325067,0.000298028,0.000972152,0.001077758,-0.002724227,-0.001108048,0.00382038,0.005948241,-0.000293373,-0.001976745,2.17E-05,0.013748532,0.003301366,-0.00146132,0.002036548,0.000845585,0.00145971,0.003800806,-0.000139208,0.001786326,-0.00505738,0.006154609,0.000708545,-0.000349281,-0.000140209,-4.18E-05,-0.000607984,0.000216324,0.000794509,-0.003181112,-0.001477672,0.00057405,0.001942005,-0.000337946,0.001865061,-0.010184062,-0.000777042,0.007730951,0.004295062,0.001625809,0.001098504,0.001285396,0.00169377,0.003892556,0.004021676,-3.20E-05,-0.001082517,0.001661853,-0.000217671,0.007973747,-0.000371364,0.000386608,5.89E-05,0.007181726,-0.001024686,0.003524103,0.001200505,0.007278748,0.000503358,0.000772103,0.005566185,-0.001137938,0.000930715,-0.000105107,0.001236828,-0.001805118,0.020429521,0.000228069,-0.001070044,0.006063916,-0.00132333,0.00854479,0.000794079,-0.003533979,-0.000495257,0.000782256,0.00515351,0.004055265,-0.000346366,-0.002091158,-0.000727456,0.000142598,0.001242941,-0.001271745,0.005734699,0.002478164,-0.000636223,0.001861999,0.000829877,0.000462456,0.002312376,102,132,77.3,0.001721447,-0.171768962,0.048910889,0.15325238,5.306,3.986-7.063,9.205,4.768-17.772,0.03137234,0.03527851,0.576425856,0.999163688,0.719156302,0.308562948,0.155518414,262,0,-0.000336184,0.000150195,0.026901607,IgA,0.996188454,132,102,-0.000356065,0.000159628,0.027491362,0.424855063,0.996188454,0.907618459,India (unexposed),IND (neo-),EC
531,g1556,3.4.13.3,Transferred entry,Transferred_entry_(3.4.13.3),Transferred_entry_(3.4.13.3),-0.000802676,-3.03E-05,-1.36E-05,0.000225869,2.09E-05,-0.000698872,-0.000238228,0.000331398,0.000316105,-0.000967231,-0.000619813,0.001183537,-0.00066039,0.000151245,0.001247578,-0.000911017,-0.000798457,-0.000552433,-0.001325341,-0.000823274,-0.001110299,-0.0014884,-0.000303476,-0.000942429,8.20E-05,0.000569048,-0.000385653,0.000107101,5.26E-05,0.000746943,-0.001352231,-0.002148227,-0.002344749,-0.000577621,0.000323816,-0.003297051,-0.000411654,1.29E-05,-5.18E-05,-0.003098402,0.000121483,-9.41E-05,-0.000150349,0.000744185,9.79E-05,-0.000586932,-0.001881218,-0.000258295,0,-1.01E-05,-2.96E-05,-0.001226136,-1.56E-05,0.00057703,-0.000133739,-0.000384213,0,0.000698807,-0.001350042,-0.001008399,0.000397582,0.000110406,-0.001096734,-4.38E-05,-0.000953185,7.84E-05,0.000297012,0.000362177,0.000425375,-0.001987515,1.06E-05,1.29E-05,0.000543321,-0.001470527,-0.001337261,-9.57E-05,0.001807381,-0.000187574,0.000148216,-0.000316301,0.000717647,0.000194656,0.003249359,0.000522242,0.000846967,-1.16E-07,-0.000441378,-0.00161722,-2.24E-06,4.47E-05,-0.001394438,0.000924607,-0.001451687,-0.0001544,-0.000961428,-0.000249564,-0.000198562,0.001058039,0.000178457,6.08E-05,-0.000406257,0.001015092,45,132,34.1,0.000266477,0.033947772,0.699176778,0.911744282,6.026,3.924-9.254,6.008,4.267-8.458,0.337250397,0.326697505,1.002996005,0.999163688,0.972609312,0.544558943,0.504594094,1749,0,5.65E-05,8.05E-05,0.483508152,IgA,0.996188454,132,45,3.88E-05,8.51E-05,0.649125878,0.902231505,0.996188454,0.915815203,India (unexposed),IND (neo-),EC
532,g1557,3.4.13.9,Xaa-Pro dipeptidase,Xaa-Pro_dipeptidase_(3.4.13.9),Xaa-Pro_dipeptidase_(3.4.13.9),0.001754491,0,0.003167422,-6.95E-05,-0.000632769,-0.000606023,0.000604856,0.000423655,0.003688164,-0.00119954,0.001404908,0.000826771,0.000228805,-5.21E-06,-0.000530999,0.001039123,0.001264231,-1.30E-06,-9.44E-05,0.002023413,-0.000204171,0.001456313,-0.000303074,-0.001862791,0.002020725,0.006459385,0.000110249,-0.001322355,-0.004734572,-0.000896655,0.000936469,-0.002234628,-0.001304921,0.000636734,0.003731551,0.001453642,-2.15E-05,0.000278896,7.42E-06,0.000155878,-0.003306532,-0.00084555,-0.001384149,0.000300088,0.000514474,-0.00015651,-0.000815449,0.000222669,0.002386399,-0.002861759,0.002064642,0.001297089,-0.004023224,0,-0.003307146,0.000420182,-0.00081752,0.000334947,1.34E-05,1.74E-05,6.66E-05,-0.000305012,0,3.85E-05,0.002991003,0.004177241,0.000175171,-0.00056593,-0.000185498,-0.000898367,0.00171156,0.000780252,0.0023177,0.00049463,0.000231813,-0.000481438,0.000722246,-0.000193281,0.001242364,0.000418424,0.000340823,0.000261162,0.004604969,0.000639477,-0.000768848,0.002294365,-0.000939785,0.00035291,0.001855159,0.001812336,0.000383374,0.001344783,-0.000381947,0.000271405,0.001035935,-0.001583949,0.000822779,-0.000156444,-0.000418495,0.002142707,0.000299981,0.001808833,129,132,97.7,0.004999239,0.114017028,0.193003198,NA,NA,NA,NA,NA,NA,NA,NA,0.999163688,NA,NA,NA,372,0,0.000131386,0.000182942,0.473931788,IgA,0.996188454,132,129,6.60E-05,0.000185202,0.722045434,0.925785164,0.996188454,0.92261457,India (unexposed),IND (neo-),EC
