"","mean","sd","crossval_median","crossval_q1","crossval_q3","module"
"mode_delivery",0.038065200623488,0.0785138236285116,0.466666666666667,0.4,0.5625,"module4_exposed"
"unassigned_Saccharimonadales",0.0356703676122859,0.0686965745396556,0.466666666666667,0.4,0.5625,"module4_exposed"
"Parabacteroides",0.0355208943631377,0.0678909936833137,0.466666666666667,0.4,0.5625,"module4_exposed"
"Tyzzerella_3",0.0354337353150259,0.0692168688210773,0.466666666666667,0.4,0.5625,"module4_exposed"
"breastfed_child",0.0334232250019962,0.0783492601728553,0.466666666666667,0.4,0.5625,"module4_exposed"
"Senegalimassilia",0.0305383351451733,0.0569516225107751,0.466666666666667,0.4,0.5625,"module4_exposed"
"Salmonella",0.0303942505289735,0.0572075656764992,0.466666666666667,0.4,0.5625,"module4_exposed"
"Peptoniphilus",0.0286992048332199,0.0543455554470488,0.466666666666667,0.4,0.5625,"module4_exposed"
"Negativicoccus",0.0278610666132547,0.0520543128264058,0.466666666666667,0.4,0.5625,"module4_exposed"
"refrigerator",0.0253345946649587,0.0588185382104777,0.466666666666667,0.4,0.5625,"module4_exposed"
"Prevotella_9",0.0248405412546253,0.046666315952497,0.466666666666667,0.4,0.5625,"module4_exposed"
"Ezakiella",0.0244590351690801,0.0535415718943685,0.466666666666667,0.4,0.5625,"module4_exposed"
"crowding_wami",0.0238224873162262,0.047888268983779,0.466666666666667,0.4,0.5625,"module4_exposed"
"kitchen",0.021957318821392,0.0443896500941994,0.466666666666667,0.4,0.5625,"module4_exposed"
"Olsenella",0.0214264926135472,0.0492788319002898,0.466666666666667,0.4,0.5625,"module4_exposed"
"Megamonas",0.0213552081494154,0.0489418010928466,0.466666666666667,0.4,0.5625,"module4_exposed"
"antibiotic_exposure",0.0211765470579899,0.0409992319775691,0.466666666666667,0.4,0.5625,"module4_exposed"
"sanitation",0.0194070315237223,0.0390918306052396,0.466666666666667,0.4,0.5625,"module4_exposed"
"Citrobacter",0.0181930712754406,0.0366617320925702,0.466666666666667,0.4,0.5625,"module4_exposed"
"Blautia",0.0178995124015403,0.0346049491782534,0.466666666666667,0.4,0.5625,"module4_exposed"
"type_house",0.0177801473591975,0.0341211081800456,0.466666666666667,0.4,0.5625,"module4_exposed"
"Erysipelatoclostridium",0.0169485552753092,0.0344617288148626,0.466666666666667,0.4,0.5625,"module4_exposed"
"Lachnoclostridium",0.0159826457157008,0.0314872464926173,0.466666666666667,0.4,0.5625,"module4_exposed"
"Libanicoccus",0.0156440563795387,0.0340606591592766,0.466666666666667,0.4,0.5625,"module4_exposed"
"Flavonifractor",0.0151243035325044,0.0304572386239357,0.466666666666667,0.4,0.5625,"module4_exposed"
"Cutibacterium",0.0150234062883682,0.029739617263972,0.466666666666667,0.4,0.5625,"module4_exposed"
"Catenibacterium",0.0129009175387568,0.0317214935876201,0.466666666666667,0.4,0.5625,"module4_exposed"
"Varibaculum",0.0124159607962349,0.025056284796031,0.466666666666667,0.4,0.5625,"module4_exposed"
"Raoultella",0.0114396162187735,0.0255621737311062,0.466666666666667,0.4,0.5625,"module4_exposed"
"Cronobacter",0.0113831816884599,0.024370300608047,0.466666666666667,0.4,0.5625,"module4_exposed"
"Holdemanella",0.0100408400863016,0.0232357717025947,0.466666666666667,0.4,0.5625,"module4_exposed"
"Slackia",0.00734720467084244,0.0158579585943264,0.466666666666667,0.4,0.5625,"module4_exposed"
"pre_exposed",0,0,0.466666666666667,0.4,0.5625,"module4_exposed"
