"","mean","sd","crossval_median","crossval_q1","crossval_q3","module"
"Eggerthella",0.08582231324477,0.161694146101857,0.55,0.5,0.65,"module4"
"Clostridium_sensu_stricto_1",0.0796504729473309,0.144098863994525,0.55,0.5,0.65,"module4"
"parity",0.0774118881036125,0.14365777823848,0.55,0.5,0.65,"module4"
"Anaerococcus",0.0693333393763238,0.127484126426466,0.55,0.5,0.65,"module4"
"Salmonella",0.0691252726339688,0.140006978039731,0.55,0.5,0.65,"module4"
"Megasphaera",0.0688071807244187,0.126096654333662,0.55,0.5,0.65,"module4"
"age_at_first_dose",0.0682171611973196,0.128083403034784,0.55,0.5,0.65,"module4"
"unassigned_Saccharimonadales",0.0681629424999013,0.128174576105414,0.55,0.5,0.65,"module4"
"unassigned_Enterobacteriaceae",0.0674085346667143,0.130157221406969,0.55,0.5,0.65,"module4"
"Prevotella",0.0641422966592377,0.136349616276791,0.55,0.5,0.65,"module4"
"Clostridioides",0.0529811586681807,0.103968508411307,0.55,0.5,0.65,"module4"
"Parabacteroides",0.0526978492231023,0.111108840879281,0.55,0.5,0.65,"module4"
"Peptoniphilus",0.0524359149648821,0.0965040481707862,0.55,0.5,0.65,"module4"
"Granulicatella",0.0507559246198808,0.0922002660209441,0.55,0.5,0.65,"module4"
"Senegalimassilia",0.0499236178535186,0.0980282320829134,0.55,0.5,0.65,"module4"
"Negativicoccus",0.0458896668234916,0.0864500127957568,0.55,0.5,0.65,"module4"
"Olsenella",0.0449370825422453,0.08677706753837,0.55,0.5,0.65,"module4"
"Sutterella",0.0425201227645908,0.0834100939154102,0.55,0.5,0.65,"module4"
"type_house",0.0418057224225303,0.0940946005126382,0.55,0.5,0.65,"module4"
"Lachnoclostridium",0.0389154078924717,0.088988923433445,0.55,0.5,0.65,"module4"
"Dialister",0.0373465231256067,0.0782542824599045,0.55,0.5,0.65,"module4"
"Tyzzerella_3",0.03704774182312,0.0821760692230626,0.55,0.5,0.65,"module4"
"sex_baby",0.0363165775965813,0.0715321175777898,0.55,0.5,0.65,"module4"
"Erysipelatoclostridium",0.031298640292492,0.0604704428639133,0.55,0.5,0.65,"module4"
"mode_delivery",0.0304178255080823,0.0622779366087914,0.55,0.5,0.65,"module4"
"crowding_wami",0.0292773437868973,0.0631196248066288,0.55,0.5,0.65,"module4"
"sanitation",0.0279288774194174,0.0520192307588192,0.55,0.5,0.65,"module4"
"Libanicoccus",0.0275294952044672,0.0510732042011335,0.55,0.5,0.65,"module4"
"kitchen",0.0270930245027149,0.0544757818015842,0.55,0.5,0.65,"module4"
"Citrobacter",0.0262942182742462,0.049522826795747,0.55,0.5,0.65,"module4"
"water_treat_wami",0.024753918988199,0.0462658940923797,0.55,0.5,0.65,"module4"
"Prevotella_9",0.0247493776933995,0.0512540840286756,0.55,0.5,0.65,"module4"
"refrigerator",0.0245904966051264,0.0506377965476141,0.55,0.5,0.65,"module4"
"antibiotic_exposure",0.0245328809770807,0.0474284095829991,0.55,0.5,0.65,"module4"
"Ezakiella",0.0218752069968628,0.0479513238166052,0.55,0.5,0.65,"module4"
"Cutibacterium",0.0218725520777731,0.0430002355131308,0.55,0.5,0.65,"module4"
"Blautia",0.018859660772774,0.0421116020449888,0.55,0.5,0.65,"module4"
"Flavonifractor",0.018740061618868,0.0443352134526347,0.55,0.5,0.65,"module4"
"Holdemanella",0.0184202285645951,0.0415560035361349,0.55,0.5,0.65,"module4"
"Slackia",0.0178963364659566,0.0338770195251875,0.55,0.5,0.65,"module4"
"Varibaculum",0.0174326155683256,0.0339957190494893,0.55,0.5,0.65,"module4"
"Megamonas",0.0169224057703958,0.0329835211597378,0.55,0.5,0.65,"module4"
"breastfed_child",0.0158026112893775,0.035227428680638,0.55,0.5,0.65,"module4"
"Raoultella",0.0141682449483163,0.0279105227866964,0.55,0.5,0.65,"module4"
"Cronobacter",0.0139456837948733,0.0306093753093868,0.55,0.5,0.65,"module4"
"Catenibacterium",0.0124985469718542,0.0246572702810187,0.55,0.5,0.65,"module4"
